"County","TPR_CPR","Tests","Date"
"Anderson",0.097,622,2021-07-31
"Andrews",0.238,28,2021-07-31
"Angelina",0.186,510,2021-07-31
"Aransas",0.263,374,2021-07-31
"Archer",0.206,33,2021-07-31
"Armstrong",0.455,9,2021-07-31
"Atascosa",0.253,673,2021-07-31
"Austin",0.203,296,2021-07-31
"Bailey",0,9,2021-07-31
"Bandera",0.225,164,2021-07-31
"Bastrop",0.218,1316,2021-07-31
"Baylor",0,14,2021-07-31
"Bee",0.076,791,2021-07-31
"Bell",0.185,4784,2021-07-31
"Bexar",0.205,38084,2021-07-31
"Blanco",0.139,101,2021-07-31
"Borden",0,2,2021-07-31
"Bosque",0.248,122,2021-07-31
"Bowie",0.121,701,2021-07-31
"Brazoria",0.184,5990,2021-07-31
"Brazos",0.126,2936,2021-07-31
"Brewster",0.125,17,2021-07-31
"Briscoe",0.25,36,2021-07-31
"Brooks",0.117,79,2021-07-31
"Brown",0.091,346,2021-07-31
"Burleson",0.197,166,2021-07-31
"Burnet",0.214,727,2021-07-31
"Caldwell",0.219,664,2021-07-31
"Calhoun",0.228,198,2021-07-31
"Callahan",0.282,43,2021-07-31
"Cameron",0.188,5350,2021-07-31
"Camp",0.182,57,2021-07-31
"Carson",0.15,20,2021-07-31
"Cass",0.274,133,2021-07-31
"Castro",0.348,59,2021-07-31
"Chambers",0.19,430,2021-07-31
"Cherokee",0.062,334,2021-07-31
"Childress",0.167,49,2021-07-31
"Clay",0.362,73,2021-07-31
"Cochran",0.188,7,2021-07-31
"Coke",0,42,2021-07-31
"Coleman",0.25,51,2021-07-31
"Collin",0.127,15023,2021-07-31
"Collingsworth",0.056,18,2021-07-31
"Colorado",0.199,170,2021-07-31
"Comal",0.228,2480,2021-07-31
"Comanche",0.354,93,2021-07-31
"Concho",0.111,12,2021-07-31
"Cooke",0.207,208,2021-07-31
"Coryell",0.089,954,2021-07-31
"Cottle",0.25,4,2021-07-31
"Crane",0.429,12,2021-07-31
"Crockett",0,9,2021-07-31
"Crosby",0.206,29,2021-07-31
"Culberson",0.143,8,2021-07-31
