"County","TPR_CPR","Tests","Date"
"Anderson",0.106,429,2021-07-30
"Andrews",0.2,30,2021-07-30
"Angelina",0.17,472,2021-07-30
"Aransas",0.253,375,2021-07-30
"Archer",0.214,31,2021-07-30
"Armstrong",0.385,8,2021-07-30
"Atascosa",0.268,654,2021-07-30
"Austin",0.204,267,2021-07-30
"Bailey",0,7,2021-07-30
"Bandera",0.229,158,2021-07-30
"Bastrop",0.213,1241,2021-07-30
"Baylor",0,12,2021-07-30
"Bee",0.125,475,2021-07-30
"Bell",0.188,4785,2021-07-30
"Bexar",0.203,36643,2021-07-30
"Blanco",0.156,105,2021-07-30
"Borden",0,2,2021-07-30
"Bosque",0.27,114,2021-07-30
"Bowie",0.127,697,2021-07-30
"Brazoria",0.183,5990,2021-07-30
"Brazos",0.13,2930,2021-07-30
"Brewster",0.154,18,2021-07-30
"Briscoe",0.368,37,2021-07-30
"Brooks",0.081,70,2021-07-30
"Brown",0.122,339,2021-07-30
"Burleson",0.213,155,2021-07-30
"Burnet",0.191,715,2021-07-30
"Caldwell",0.215,638,2021-07-30
"Calhoun",0.205,193,2021-07-30
"Callahan",0.333,39,2021-07-30
"Cameron",0.181,5459,2021-07-30
"Camp",0.208,55,2021-07-30
"Carson",0.261,18,2021-07-30
"Cass",0.266,142,2021-07-30
"Castro",0.211,60,2021-07-30
"Chambers",0.198,432,2021-07-30
"Cherokee",0.049,289,2021-07-30
"Childress",0.138,163,2021-07-30
"Clay",0.369,80,2021-07-30
"Cochran",0.333,7,2021-07-30
"Coke",0,28,2021-07-30
"Coleman",0.25,77,2021-07-30
"Collin",0.126,14320,2021-07-30
"Collingsworth",0.188,17,2021-07-30
"Colorado",0.171,169,2021-07-30
"Comal",0.22,2498,2021-07-30
"Comanche",0.319,90,2021-07-30
"Concho",0.083,13,2021-07-30
"Cooke",0.242,207,2021-07-30
"Coryell",0.093,944,2021-07-30
"Cottle",0.333,6,2021-07-30
"Crane",0.333,14,2021-07-30
"Crockett",0,11,2021-07-30
"Crosby",0.077,25,2021-07-30
"Culberson",0.143,8,2021-07-30
"Dallam",0.167,74,2021-07-30
"Dallas",0.128,37127,2021-07-30
"Dawson",0,120,2021-07-30
"Deaf Smith",0.282,55,2021-07-30
"Delta",0.048,27,2021-07-30
"Denton",0.13,10629,2021-07-30
"DeWitt",0.169,166,2021-07-30
"Dickens",0,12,2021-07-30
"Dimmit",0.145,728,2021-07-30
"Donley",0.125,15,2021-07-30
"Duval",0.111,567,2021-07-30
"Eastland",0.175,36,2021-07-30
"Ector",0.331,537,2021-07-30
"Edwards",0.2,10,2021-07-30
"El Paso",0.074,8531,2021-07-30
"Ellis",0.169,2356,2021-07-30
"Erath",0.228,310,2021-07-30
"Falls",0.094,135,2021-07-30
"Fannin",0.066,658,2021-07-30
"Fayette",0.238,217,2021-07-30
"Fisher",0.125,18,2021-07-30
"Floyd",0.143,56,2021-07-30
"Foard",0.429,4,2021-07-30
"Fort Bend",0.159,13986,2021-07-30
"Franklin",0.091,63,2021-07-30
"Freestone",0.013,77,2021-07-30
"Frio",0.123,274,2021-07-30
"Gaines",0.179,54,2021-07-30
"Galveston",0.191,7023,2021-07-30
"Garza",0,48,2021-07-30
"Gillespie",0.162,182,2021-07-30
"Glasscock",1,0,2021-07-30
"Goliad",0.372,57,2021-07-30
"Gonzales",0.246,143,2021-07-30
"Gray",0.184,40,2021-07-30
"Grayson",0.201,1567,2021-07-30
"Gregg",0.24,856,2021-07-30
"Grimes",0.082,406,2021-07-30
"Guadalupe",0.211,1820,2021-07-30
"Hale",0.162,210,2021-07-30
"Hall",0.4,7,2021-07-30
"Hamilton",0.202,103,2021-07-30
"Hansford",0,17,2021-07-30
"Hardeman",0.222,16,2021-07-30
"Hardin",0.194,591,2021-07-30
"Harris",0.172,70329,2021-07-30
"Harrison",0.186,360,2021-07-30
"Hartley",0,3,2021-07-30
"Haskell",0.158,10,2021-07-30
"Hays",0.201,4781,2021-07-30
"Hemphill",0.5,3,2021-07-30
"Henderson",0.208,562,2021-07-30
"Hidalgo",0.191,11268,2021-07-30
"Hill",0.197,183,2021-07-30
"Hockley",0.198,125,2021-07-30
"Hood",0.208,484,2021-07-30
"Hopkins",0.243,220,2021-07-30
"Houston",0.049,98,2021-07-30
"Howard",0.019,117,2021-07-30
"Hudspeth",0,20,2021-07-30
"Hunt",0.23,689,2021-07-30
"Hutchinson",0.281,75,2021-07-30
"Irion",0.5,0,2021-07-30
"Jack",0.2,138,2021-07-30
"Jackson",0.236,84,2021-07-30
"Jasper",0.211,498,2021-07-30
"Jeff Davis",0,3,2021-07-30
"Jefferson",0.164,2059,2021-07-30
"Jim Hogg",0.05,23,2021-07-30
"Jim Wells",0.212,659,2021-07-30
"Johnson",0.218,1774,2021-07-30
"Jones",0.138,175,2021-07-30
"Karnes",0.338,243,2021-07-30
"Kaufman",0.204,1721,2021-07-30
"Kendall",0.186,651,2021-07-30
"Kenedy",0.667,3,2021-07-30
"Kent",0,1,2021-07-30
"Kerr",0.122,353,2021-07-30
"Kimble",0.4,25,2021-07-30
"King",0,2,2021-07-30
"Kinney",0.111,26,2021-07-30
"Kleberg",0.202,377,2021-07-30
"Knox",NA,11,2021-07-30
"La Salle",0.015,52,2021-07-30
"Lamar",0.127,157,2021-07-30
"Lamb",0.333,29,2021-07-30
"Lampasas",0.215,266,2021-07-30
"Lavaca",0.167,175,2021-07-30
"Lee",0.273,155,2021-07-30
"Leon",0.168,122,2021-07-30
"Liberty",0.157,891,2021-07-30
"Limestone",0.175,313,2021-07-30
"Lipscomb",0,3,2021-07-30
"Live Oak",0.2,103,2021-07-30
"Llano",0.201,393,2021-07-30
"Loving",NA,1,2021-07-30
"Lubbock",0.112,2445,2021-07-30
"Lynn",0.1,24,2021-07-30
"Madison",0.042,106,2021-07-30
"Marion",0.158,58,2021-07-30
"Martin",0.25,20,2021-07-30
"Mason",0,10,2021-07-30
"Matagorda",0.17,354,2021-07-30
"Maverick",0.197,770,2021-07-30
"McCulloch",0,23,2021-07-30
"McLennan",0.147,3777,2021-07-30
"McMullen",0.2,7,2021-07-30
"Medina",0.115,377,2021-07-30
"Menard",0.286,8,2021-07-30
"Midland",0.285,652,2021-07-30
"Milam",0.237,212,2021-07-30
"Mills",0.143,47,2021-07-30
"Mitchell",0.034,48,2021-07-30
"Montague",0.297,150,2021-07-30
"Montgomery",0.189,8616,2021-07-30
"Moore",0.429,42,2021-07-30
"Morris",0.191,57,2021-07-30
"Motley",0.667,4,2021-07-30
"Nacogdoches",0.179,449,2021-07-30
"Navarro",0.094,369,2021-07-30
"Newton",0.167,139,2021-07-30
"Nolan",0.069,27,2021-07-30
"Nueces",0.242,3912,2021-07-30
"Ochiltree",0.579,15,2021-07-30
"Oldham",0.111,10,2021-07-30
"Orange",0.191,540,2021-07-30
"Palo Pinto",0.271,232,2021-07-30
"Panola",0.03,143,2021-07-30
"Parker",0.218,1741,2021-07-30
"Parmer",0.111,33,2021-07-30
"Pecos",0.012,66,2021-07-30
"Polk",0.239,657,2021-07-30
"Potter",0.143,1225,2021-07-30
"Presidio",0.091,17,2021-07-30
"Rains",0.2,75,2021-07-30
"Randall",0.167,829,2021-07-30
"Reagan",0.333,8,2021-07-30
"Real",0.364,17,2021-07-30
"Red River",0.154,42,2021-07-30
"Reeves",0.171,88,2021-07-30
"Refugio",0.324,40,2021-07-30
"Roberts",0.25,1,2021-07-30
"Robertson",0.141,172,2021-07-30
"Rockwall",0.212,1484,2021-07-30
"Runnels",0.117,44,2021-07-30
"Rusk",0.082,1858,2021-07-30
"Sabine",0.109,176,2021-07-30
"San Augustine",0.122,139,2021-07-30
"San Jacinto",0.207,192,2021-07-30
"San Patricio",0.313,907,2021-07-30
"San Saba",0.146,29,2021-07-30
"Schleicher",0,10,2021-07-30
"Scurry",0.163,278,2021-07-30
"Shackelford",0.125,3,2021-07-30
"Shelby",0.111,126,2021-07-30
"Sherman",0,5,2021-07-30
"Smith",0.184,1711,2021-07-30
"Somervell",0.263,76,2021-07-30
"Starr",0.16,630,2021-07-30
"Stephens",0.045,30,2021-07-30
"Sterling",0.143,4,2021-07-30
"Stonewall",NA,0,2021-07-30
"Sutton",0.167,8,2021-07-30
"Swisher",0.105,43,2021-07-30
"Tarrant",0.172,25809,2021-07-30
"Taylor",0.154,616,2021-07-30
"Terrell",0,5,2021-07-30
"Terry",0.105,81,2021-07-30
"Throckmorton",0,3,2021-07-30
"Titus",0.121,167,2021-07-30
"Tom Green",0.215,671,2021-07-30
"Travis",0.134,22789,2021-07-30
"Trinity",0.104,182,2021-07-30
"Tyler",0.112,171,2021-07-30
"Upshur",0.218,116,2021-07-30
"Upton",0.444,7,2021-07-30
"Uvalde",0.262,443,2021-07-30
"Val Verde",0.175,490,2021-07-30
"Van Zandt",0.252,356,2021-07-30
"Victoria",0.288,837,2021-07-30
"Walker",0.098,1481,2021-07-30
"Waller",0.181,520,2021-07-30
"Ward",0.269,25,2021-07-30
"Washington",0.171,403,2021-07-30
"Webb",0.167,5429,2021-07-30
"Wharton",0.211,441,2021-07-30
"Wheeler",0.25,15,2021-07-30
"Wichita",0.187,1169,2021-07-30
"Wilbarger",0.098,109,2021-07-30
"Willacy",0.13,658,2021-07-30
"Williamson",0.176,9926,2021-07-30
"Wilson",0.219,483,2021-07-30
"Winkler",0.222,4,2021-07-30
"Wise",0.173,547,2021-07-30
"Wood",0.149,297,2021-07-30
"Yoakum",0,16,2021-07-30
"Young",0.128,98,2021-07-30
"Zapata",0.294,47,2021-07-30
