"County","TPR_CPR","Tests","Date"
"Anderson",0.029,568,2021-06-25
"Andrews",0,20,2021-06-25
"Angelina",0.02,388,2021-06-25
"Aransas",0,101,2021-06-25
"Archer",0,9,2021-06-25
"Armstrong",0,5,2021-06-25
"Atascosa",0.029,351,2021-06-25
"Austin",0,184,2021-06-25
"Bailey",NA,4,2021-06-25
"Bandera",0.029,70,2021-06-25
"Bastrop",0.068,554,2021-06-25
"Baylor",0,1,2021-06-25
"Bee",0.021,376,2021-06-25
"Bell",0.023,3552,2021-06-25
"Bexar",0.035,34576,2021-06-25
"Blanco",0.056,65,2021-06-25
"Borden",0,4,2021-06-25
"Bosque",0.018,81,2021-06-25
"Bowie",0.08,583,2021-06-25
"Brazoria",0.041,3432,2021-06-25
"Brazos",0.054,2119,2021-06-25
"Brewster",0,8,2021-06-25
"Briscoe",0,0,2021-06-25
"Brooks",0.051,253,2021-06-25
"Brown",0.018,100,2021-06-25
"Burleson",0.07,179,2021-06-25
"Burnet",0.083,494,2021-06-25
"Caldwell",0.064,441,2021-06-25
"Calhoun",0,97,2021-06-25
"Callahan",0,16,2021-06-25
"Cameron",0.093,3205,2021-06-25
"Camp",0.071,32,2021-06-25
"Carson",0,11,2021-06-25
"Cass",0.054,55,2021-06-25
"Castro",0,22,2021-06-25
"Chambers",0.091,247,2021-06-25
"Cherokee",0.051,223,2021-06-25
"Childress",0,7,2021-06-25
"Clay",0.333,13,2021-06-25
"Cochran",NA,8,2021-06-25
"Coke",0,6,2021-06-25
"Coleman",0.222,13,2021-06-25
"Collin",0.02,8855,2021-06-25
"Collingsworth",0.25,10,2021-06-25
"Colorado",0,83,2021-06-25
"Comal",0.101,1363,2021-06-25
"Comanche",0,37,2021-06-25
"Concho",0,10,2021-06-25
"Cooke",0.067,120,2021-06-25
"Coryell",0.008,744,2021-06-25
"Cottle",NA,1,2021-06-25
"Crane",0,6,2021-06-25
"Crockett",NA,4,2021-06-25
"Crosby",0,3,2021-06-25
"Culberson",0,4,2021-06-25
"Dallam",0,14,2021-06-25
"Dallas",0.03,21309,2021-06-25
"Dawson",0,30,2021-06-25
"Deaf Smith",0,29,2021-06-25
"Delta",0,17,2021-06-25
"Denton",0.03,6806,2021-06-25
"DeWitt",0.056,55,2021-06-25
"Dickens",0,2,2021-06-25
"Dimmit",0.152,490,2021-06-25
"Donley",0,11,2021-06-25
"Duval",0.025,48,2021-06-25
"Eastland",0.083,19,2021-06-25
"Ector",0.025,218,2021-06-25
"Edwards",0,4,2021-06-25
"El Paso",0.03,6085,2021-06-25
"Ellis",0.043,1364,2021-06-25
"Erath",0.02,178,2021-06-25
"Falls",0,97,2021-06-25
"Fannin",0.003,192,2021-06-25
"Fayette",0.024,106,2021-06-25
"Fisher",0,5,2021-06-25
"Floyd",0,14,2021-06-25
"Foard",0,2,2021-06-25
"Fort Bend",0.036,7014,2021-06-25
"Franklin",0.048,31,2021-06-25
"Freestone",0,54,2021-06-25
"Frio",0.048,317,2021-06-25
"Gaines",0,15,2021-06-25
"Galveston",0.038,3982,2021-06-25
"Garza",0,72,2021-06-25
"Gillespie",0,75,2021-06-25
"Glasscock",0,2,2021-06-25
"Goliad",0.056,27,2021-06-25
"Gonzales",0.132,75,2021-06-25
"Gray",0,16,2021-06-25
"Grayson",0.037,920,2021-06-25
"Gregg",0.046,492,2021-06-25
"Grimes",0.052,623,2021-06-25
"Guadalupe",0.119,1055,2021-06-25
"Hale",0.006,170,2021-06-25
"Hall",0,4,2021-06-25
"Hamilton",0.159,76,2021-06-25
