"County","TPR_CPR","Tests","Date"
"Anderson",0.018,985,2021-05-13
"Andrews",0.056,19,2021-05-13
"Angelina",0.036,670,2021-05-13
"Aransas",0.02,101,2021-05-13
"Archer",0.125,7,2021-05-13
"Armstrong",0,4,2021-05-13
"Atascosa",0.005,1556,2021-05-13
"Austin",0.029,284,2021-05-13
"Bailey",0,19,2021-05-13
"Bandera",0.083,140,2021-05-13
"Bastrop",0.039,1880,2021-05-13
"Baylor",0,3,2021-05-13
"Bee",0.015,483,2021-05-13
"Bell",0.022,5020,2021-05-13
"Bexar",0.021,53355,2021-05-13
"Blanco",0,115,2021-05-13
"Borden",NA,2,2021-05-13
"Bosque",0.041,125,2021-05-13
"Bowie",0.069,710,2021-05-13
"Brazoria",0.043,4247,2021-05-13
"Brazos",0.043,3353,2021-05-13
"Brewster",0.067,22,2021-05-13
"Briscoe",0,6,2021-05-13
"Brooks",0.005,434,2021-05-13
"Brown",0.103,115,2021-05-13
"Burleson",0.062,254,2021-05-13
"Burnet",0.015,945,2021-05-13
"Caldwell",0.044,1368,2021-05-13
"Calhoun",0.258,149,2021-05-13
"Callahan",0,15,2021-05-13
"Cameron",0.063,3757,2021-05-13
"Camp",0.133,25,2021-05-13
"Carson",0.1,12,2021-05-13
"Cass",0,202,2021-05-13
"Castro",0.108,43,2021-05-13
"Chambers",0.084,380,2021-05-13
"Cherokee",0.042,480,2021-05-13
"Childress",0,27,2021-05-13
"Clay",0.04,22,2021-05-13
"Cochran",0,10,2021-05-13
"Coke",0,8,2021-05-13
"Coleman",0,18,2021-05-13
"Collin",0.031,9246,2021-05-13
"Collingsworth",0,1,2021-05-13
"Colorado",0.057,103,2021-05-13
"Comal",0.095,1676,2021-05-13
"Comanche",0,35,2021-05-13
"Concho",0,5,2021-05-13
"Cooke",0.056,163,2021-05-13
"Coryell",0.016,1137,2021-05-13
"Cottle",0,2,2021-05-13
"Crane",0,31,2021-05-13
"Crockett",NA,1,2021-05-13
"Crosby",0,23,2021-05-13
"Culberson",0,5,2021-05-13
"Dallam",0,16,2021-05-13
"Dallas",0.044,25166,2021-05-13
"Dawson",0,49,2021-05-13
"Deaf Smith",0.125,46,2021-05-13
"Delta",0,19,2021-05-13
"Denton",0.039,7332,2021-05-13
"DeWitt",0,68,2021-05-13
"Dickens",0,2,2021-05-13
"Dimmit",0.098,456,2021-05-13
"Donley",0,5,2021-05-13
"Duval",0.114,92,2021-05-13
"Eastland",0.095,31,2021-05-13
"Ector",0.121,476,2021-05-13
"Edwards",0,7,2021-05-13
"El Paso",0.051,8590,2021-05-13
"Ellis",0.043,1757,2021-05-13
"Erath",0.045,192,2021-05-13
"Falls",0.031,125,2021-05-13
"Fannin",0,211,2021-05-13
"Fayette",0.018,347,2021-05-13
"Fisher",0,6,2021-05-13
"Floyd",0,33,2021-05-13
"Foard",0,8,2021-05-13
"Fort Bend",0.047,9254,2021-05-13
"Franklin",0.1,32,2021-05-13
"Freestone",0.018,107,2021-05-13
"Frio",0.078,434,2021-05-13
"Gaines",0.045,32,2021-05-13
"Galveston",0.07,5009,2021-05-13
"Garza",0.02,49,2021-05-13
"Gillespie",0.019,106,2021-05-13
"Glasscock",NA,0,2021-05-13
"Goliad",0,31,2021-05-13
"Gonzales",0.041,172,2021-05-13
"Gray",0.012,36,2021-05-13
"Grayson",0.027,1032,2021-05-13
"Gregg",0.053,508,2021-05-13
"Grimes",0.054,856,2021-05-13
"Guadalupe",0.052,1363,2021-05-13
"Hale",0.02,282,2021-05-13
"Hall",0,7,2021-05-13
"Hamilton",0,89,2021-05-13
"Hansford",0,2,2021-05-13
"Hardeman",0,13,2021-05-13
"Hardin",0.076,250,2021-05-13
"Harris",0.057,50787,2021-05-13
"Harrison",0.061,214,2021-05-13
"Hartley",0,3,2021-05-13
"Haskell",0,2,2021-05-13
"Hays",0.043,5700,2021-05-13
"Hemphill",1,0,2021-05-13
"Henderson",0.06,345,2021-05-13
"Hidalgo",0.059,6242,2021-05-13
"Hill",0.029,235,2021-05-13
"Hockley",0.033,114,2021-05-13
"Hood",0.087,311,2021-05-13
"Hopkins",0.078,124,2021-05-13
"Houston",0,94,2021-05-13
"Howard",0,143,2021-05-13
"Hudspeth",0,16,2021-05-13
"Hunt",0.094,546,2021-05-13
"Hutchinson",0,46,2021-05-13
"Irion",0,4,2021-05-13
"Jack",0,21,2021-05-13
"Jackson",0.143,81,2021-05-13
"Jasper",0.061,366,2021-05-13
"Jeff Davis",0,7,2021-05-13
"Jefferson",0.061,1399,2021-05-13
"Jim Hogg",0,47,2021-05-13
"Jim Wells",0.072,383,2021-05-13
"Johnson",0.028,1198,2021-05-13
"Jones",0.056,36,2021-05-13
"Karnes",0.045,80,2021-05-13
"Kaufman",0.056,1104,2021-05-13
"Kendall",0.038,406,2021-05-13
"Kenedy",0,1,2021-05-13
"Kent",0,2,2021-05-13
"Kerr",0.102,180,2021-05-13
"Kimble",0,17,2021-05-13
"King",NA,0,2021-05-13
"Kinney",0,9,2021-05-13
"Kleberg",0.032,132,2021-05-13
"Knox",NA,0,2021-05-13
"La Salle",0,95,2021-05-13
"Lamar",0.021,146,2021-05-13
"Lamb",0,31,2021-05-13
"Lampasas",0.009,286,2021-05-13
"Lavaca",0.059,136,2021-05-13
"Lee",0.026,187,2021-05-13
"Leon",0.015,149,2021-05-13
"Liberty",0.058,1018,2021-05-13
"Limestone",0.05,148,2021-05-13
"Lipscomb",0,2,2021-05-13
"Live Oak",0.061,87,2021-05-13
"Llano",0.016,421,2021-05-13
"Loving",NA,1,2021-05-13
"Lubbock",0.038,2224,2021-05-13
"Lynn",0,13,2021-05-13
"Madison",0.028,343,2021-05-13
"Marion",0,19,2021-05-13
"Martin",0,20,2021-05-13
"Mason",0.111,24,2021-05-13
"Matagorda",0.113,422,2021-05-13
"Maverick",0.027,1001,2021-05-13
"McCulloch",0,14,2021-05-13
"McLennan",0.021,4087,2021-05-13
"McMullen",0,2,2021-05-13
"Medina",0.038,618,2021-05-13
"Menard",0,6,2021-05-13
"Midland",0.063,524,2021-05-13
"Milam",0.022,248,2021-05-13
"Mills",0,66,2021-05-13
"Mitchell",0,215,2021-05-13
"Montague",0.064,82,2021-05-13
"Montgomery",0.062,6550,2021-05-13
"Moore",0.019,44,2021-05-13
"Morris",0.25,24,2021-05-13
"Motley",0,1,2021-05-13
"Nacogdoches",0.059,442,2021-05-13
"Navarro",0.026,296,2021-05-13
"Newton",0,80,2021-05-13
"Nolan",0,32,2021-05-13
"Nueces",0.074,1992,2021-05-13
"Ochiltree",0.444,9,2021-05-13
"Oldham",0.222,9,2021-05-13
"Orange",0.087,526,2021-05-13
"Palo Pinto",0.064,115,2021-05-13
"Panola",0.118,74,2021-05-13
"Parker",0.072,861,2021-05-13
"Parmer",0.118,18,2021-05-13
"Pecos",0,164,2021-05-13
"Polk",0.082,466,2021-05-13
"Potter",0.065,752,2021-05-13
"Presidio",0,7,2021-05-13
"Rains",0.273,31,2021-05-13
"Randall",0.104,600,2021-05-13
"Reagan",0,5,2021-05-13
"Real",0,3,2021-05-13
"Red River",0,33,2021-05-13
"Reeves",0,215,2021-05-13
"Refugio",0,25,2021-05-13
"Roberts",NA,0,2021-05-13
"Robertson",0.1,219,2021-05-13
"Rockwall",0.042,989,2021-05-13
"Runnels",0,31,2021-05-13
"Rusk",0.01,111,2021-05-13
"Sabine",0,110,2021-05-13
"San Augustine",0.05,56,2021-05-13
"San Jacinto",0.094,145,2021-05-13
"San Patricio",0.079,294,2021-05-13
"San Saba",0.017,74,2021-05-13
"Schleicher",0,1,2021-05-13
"Scurry",0.03,51,2021-05-13
"Shackelford",0,0,2021-05-13
"Shelby",0,113,2021-05-13
"Sherman",0,3,2021-05-13
"Smith",0.046,1174,2021-05-13
"Somervell",0,47,2021-05-13
"Starr",0.09,379,2021-05-13
"Stephens",0,20,2021-05-13
"Sterling",0,3,2021-05-13
"Stonewall",NA,0,2021-05-13
"Sutton",0,5,2021-05-13
"Swisher",0.017,60,2021-05-13
"Tarrant",0.043,17626,2021-05-13
"Taylor",0.011,441,2021-05-13
"Terrell",NA,0,2021-05-13
"Terry",0.111,28,2021-05-13
"Throckmorton",NA,0,2021-05-13
"Titus",0,73,2021-05-13
"Tom Green",0.05,284,2021-05-13
"Travis",0.023,23591,2021-05-13
"Trinity",0.088,168,2021-05-13
"Tyler",0.121,199,2021-05-13
"Upshur",0.041,212,2021-05-13
"Upton",0,9,2021-05-13
"Uvalde",0.055,164,2021-05-13
"Val Verde",0.024,392,2021-05-13
"Van Zandt",0.08,214,2021-05-13
"Victoria",0.161,585,2021-05-13
"Walker",0.033,1235,2021-05-13
"Waller",0.082,629,2021-05-13
"Ward",0,20,2021-05-13
"Washington",0.041,580,2021-05-13
"Webb",0.032,3688,2021-05-13
"Wharton",0.104,306,2021-05-13
"Wheeler",0.2,12,2021-05-13
"Wichita",0.142,291,2021-05-13
"Wilbarger",0.051,82,2021-05-13
"Willacy",0.056,513,2021-05-13
"Williamson",0.035,9884,2021-05-13
"Wilson",0.052,478,2021-05-13
"Winkler",0,4,2021-05-13
"Wise",0.051,545,2021-05-13
"Wood",0.02,143,2021-05-13
"Yoakum",0,6,2021-05-13
"Young",0,47,2021-05-13
"Zapata",0.027,103,2021-05-13
"Zavala",0.059,54,2021-05-13
