"County","TPR_CPR","Tests","Date"
"Anderson",0.058,420,2021-07-19
"Andrews",0.04,31,2021-07-19
"Angelina",0.113,344,2021-07-19
"Aransas",0.193,259,2021-07-19
"Archer",0,12,2021-07-19
"Armstrong",0,17,2021-07-19
"Atascosa",0.243,370,2021-07-19
"Austin",0.125,205,2021-07-19
"Bailey",0,5,2021-07-19
"Bandera",0.069,85,2021-07-19
"Bastrop",0.135,683,2021-07-19
"Baylor",0,3,2021-07-19
"Bee",0.149,183,2021-07-19
"Bell",0.126,3140,2021-07-19
"Bexar",0.132,19494,2021-07-19
"Blanco",0.125,68,2021-07-19
"Borden",0,1,2021-07-19
"Bosque",0.2,94,2021-07-19
"Bowie",0.108,616,2021-07-19
"Brazoria",0.11,3807,2021-07-19
"Brazos",0.09,2446,2021-07-19
"Brewster",0,6,2021-07-19
"Briscoe",0,10,2021-07-19
"Brooks",0.156,107,2021-07-19
"Brown",0.074,106,2021-07-19
"Burleson",0.068,157,2021-07-19
"Burnet",0.228,398,2021-07-19
"Caldwell",0.132,423,2021-07-19
"Calhoun",0.124,94,2021-07-19
"Callahan",0.031,26,2021-07-19
"Cameron",0.16,4071,2021-07-19
"Camp",0.146,38,2021-07-19
"Carson",0.056,29,2021-07-19
"Cass",0.104,107,2021-07-19
"Castro",0.12,29,2021-07-19
"Chambers",0.073,232,2021-07-19
"Cherokee",0.057,174,2021-07-19
"Childress",0.057,21,2021-07-19
"Clay",0.083,43,2021-07-19
"Cochran",0.75,2,2021-07-19
"Coke",0,14,2021-07-19
"Coleman",0,22,2021-07-19
"Collin",0.07,9913,2021-07-19
"Collingsworth",0,9,2021-07-19
"Colorado",0.139,107,2021-07-19
"Comal",0.179,1679,2021-07-19
"Comanche",0.07,54,2021-07-19
"Concho",0.2,7,2021-07-19
"Cooke",0.12,151,2021-07-19
"Coryell",0.064,622,2021-07-19
"Cottle",0,2,2021-07-19
"Crane",0,5,2021-07-19
"Crockett",0.2,6,2021-07-19
"Crosby",0.154,11,2021-07-19
"Culberson",0,6,2021-07-19
"Dallam",0,12,2021-07-19
"Dallas",0.085,24473,2021-07-19
"Dawson",0.061,45,2021-07-19
"Deaf Smith",0.156,83,2021-07-19
"Delta",0,16,2021-07-19
"Denton",0.07,7592,2021-07-19
"DeWitt",0.119,60,2021-07-19
"Dickens",NA,0,2021-07-19
"Dimmit",0.132,802,2021-07-19
"Donley",0.154,12,2021-07-19
"Duval",0.18,67,2021-07-19
"Eastland",0.059,54,2021-07-19
"Ector",0.271,353,2021-07-19
"Edwards",0,7,2021-07-19
"El Paso",0.061,6678,2021-07-19
"Ellis",0.113,1439,2021-07-19
"Erath",0.122,252,2021-07-19
"Falls",0.015,82,2021-07-19
"Fannin",0.039,346,2021-07-19
"Fayette",0.134,130,2021-07-19
"Fisher",0.167,9,2021-07-19
"Floyd",0,34,2021-07-19
"Foard",0,1,2021-07-19
"Fort Bend",0.096,8345,2021-07-19
"Franklin",0.1,37,2021-07-19
"Freestone",0.016,47,2021-07-19
"Frio",0.118,394,2021-07-19
"Gaines",0.05,12,2021-07-19
"Galveston",0.113,4270,2021-07-19
"Garza",0.023,49,2021-07-19
"Gillespie",0.19,111,2021-07-19
"Glasscock",0,5,2021-07-19
"Goliad",0.464,31,2021-07-19
"Gonzales",0.077,73,2021-07-19
"Gray",0.019,83,2021-07-19
"Grayson",0.129,1201,2021-07-19
"Gregg",0.126,600,2021-07-19
"Grimes",0.05,320,2021-07-19
"Guadalupe",0.15,1140,2021-07-19
"Hale",0.034,337,2021-07-19
"Hall",0.333,5,2021-07-19
"Hamilton",0.115,79,2021-07-19
"Hansford",0,14,2021-07-19
"Hardeman",0.1,7,2021-07-19
"Hardin",0.157,282,2021-07-19
"Harris",0.108,43328,2021-07-19
"Harrison",0.094,221,2021-07-19
"Hartley",0,3,2021-07-19
"Haskell",0.032,7,2021-07-19
"Hays",0.14,2744,2021-07-19
"Hemphill",0,2,2021-07-19
"Henderson",0.169,283,2021-07-19
"Hidalgo",0.13,6863,2021-07-19
"Hill",0.135,139,2021-07-19
"Hockley",0.2,25,2021-07-19
"Hood",0.174,449,2021-07-19
"Hopkins",0.177,157,2021-07-19
"Houston",0.078,87,2021-07-19
"Howard",0.027,141,2021-07-19
"Hudspeth",0.188,15,2021-07-19
"Hunt",0.149,497,2021-07-19
"Hutchinson",0.122,65,2021-07-19
"Irion",0,2,2021-07-19
"Jack",0.094,40,2021-07-19
"Jackson",0.161,65,2021-07-19
"Jasper",0.091,222,2021-07-19
"Jeff Davis",NA,2,2021-07-19
"Jefferson",0.082,1051,2021-07-19
"Jim Hogg",0,25,2021-07-19
"Jim Wells",0.174,292,2021-07-19
"Johnson",0.125,1244,2021-07-19
"Jones",0.011,139,2021-07-19
"Karnes",0.204,64,2021-07-19
"Kaufman",0.156,1203,2021-07-19
"Kendall",0.13,383,2021-07-19
"Kenedy",0,4,2021-07-19
"Kent",0,3,2021-07-19
"Kerr",0.073,226,2021-07-19
"Kimble",0.125,6,2021-07-19
"King",NA,0,2021-07-19
"Kinney",0.027,23,2021-07-19
"Kleberg",0.137,139,2021-07-19
"Knox",0,3,2021-07-19
"La Salle",0.055,159,2021-07-19
"Lamar",0.159,168,2021-07-19
"Lamb",0.152,35,2021-07-19
"Lampasas",0.104,215,2021-07-19
"Lavaca",0.04,107,2021-07-19
"Lee",0.213,84,2021-07-19
"Leon",0.161,109,2021-07-19
"Liberty",0.135,743,2021-07-19
"Limestone",0.059,128,2021-07-19
"Lipscomb",1,0,2021-07-19
"Live Oak",0.04,104,2021-07-19
"Llano",0.122,226,2021-07-19
