Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Anderson,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Andrews,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Angelina,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Aransas,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Archer,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Armstrong,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Atascosa,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Austin,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bailey,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bandera,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bastrop,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Baylor,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bee,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bell,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bexar,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Blanco,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Borden,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bosque,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Bowie,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Brazoria,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Brazos,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Brewster,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Briscoe,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Brooks,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Brown,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Burleson,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Burnet,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Caldwell,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Calhoun,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Callahan,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Cameron,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Camp,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Carson,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Cass,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Castro,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Chambers,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Cherokee,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Childress,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Clay,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Cochran,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Coke,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Coleman,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Collin,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Collingsworth,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Colorado,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Comal,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Comanche,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Concho,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Cooke,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Coryell,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Cottle,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Crane,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Crockett,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Crosby,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Culberson,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Dallam,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Dallas,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Dawson,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,DeWitt,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Deaf Smith,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Delta,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Denton,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Dickens,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Dimmit,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Donley,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Duval,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Eastland,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Ector,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Edwards,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,El Paso,0,,,
2021-01-21,original-sources/historical/cpr_orig//cpr_2021-01-24.xlsx,Ellis,0,,,
