"County","TPR_CPR","Tests","Date"
"Anderson",0.112,434,2021-05-06
"Andrews",0,33,2021-05-06
"Angelina",0.027,617,2021-05-06
"Aransas",0.051,132,2021-05-06
"Archer",0.111,13,2021-05-06
"Armstrong",0,9,2021-05-06
"Atascosa",0.013,1619,2021-05-06
"Austin",0.045,300,2021-05-06
"Bailey",0,21,2021-05-06
"Bandera",0.026,127,2021-05-06
"Bastrop",0.029,2107,2021-05-06
"Baylor",0,9,2021-05-06
"Bee",0.011,203,2021-05-06
"Bell",0.029,5848,2021-05-06
"Bexar",0.024,59562,2021-05-06
"Blanco",0.01,133,2021-05-06
"Borden",0,1,2021-05-06
"Bosque",0.019,122,2021-05-06
"Bowie",0.045,638,2021-05-06
"Brazoria",0.063,5200,2021-05-06
"Brazos",0.051,3613,2021-05-06
"Brewster",0,8,2021-05-06
"Briscoe",0,8,2021-05-06
"Brooks",0.01,473,2021-05-06
"Brown",0.08,141,2021-05-06
"Burleson",0.026,282,2021-05-06
"Burnet",0.026,956,2021-05-06
"Caldwell",0.056,1175,2021-05-06
"Calhoun",0.143,158,2021-05-06
"Callahan",0.042,53,2021-05-06
"Cameron",0.075,4983,2021-05-06
"Camp",0.111,78,2021-05-06
"Carson",0,17,2021-05-06
"Cass",0,83,2021-05-06
"Castro",0.043,49,2021-05-06
"Chambers",0.062,414,2021-05-06
"Cherokee",0.011,397,2021-05-06
"Childress",0,20,2021-05-06
"Clay",0.111,27,2021-05-06
"Cochran",0,10,2021-05-06
"Coke",0,36,2021-05-06
"Coleman",0.118,31,2021-05-06
"Collin",0.035,11499,2021-05-06
"Collingsworth",0,9,2021-05-06
"Colorado",0.096,140,2021-05-06
"Comal",0.092,2188,2021-05-06
"Comanche",0.037,40,2021-05-06
"Concho",0,10,2021-05-06
"Cooke",0.102,163,2021-05-06
"Coryell",0.024,1042,2021-05-06
"Cottle",0,7,2021-05-06
"Crane",0,7,2021-05-06
"Crockett",0,6,2021-05-06
"Crosby",0.033,35,2021-05-06
"Culberson",0,14,2021-05-06
"Dallam",0,11,2021-05-06
"Dallas",0.048,31618,2021-05-06
"Dawson",0,28,2021-05-06
"Deaf Smith",0.029,47,2021-05-06
"Delta",0,18,2021-05-06
"Denton",0.038,9383,2021-05-06
"DeWitt",0.075,69,2021-05-06
"Dickens",0,8,2021-05-06
"Dimmit",0.048,532,2021-05-06
"Donley",0,8,2021-05-06
"Duval",0.093,181,2021-05-06
"Eastland",0.1,42,2021-05-06
"Ector",0.085,532,2021-05-06
"Edwards",0.2,6,2021-05-06
"El Paso",0.075,10683,2021-05-06
"Ellis",0.042,1868,2021-05-06
"Erath",0.022,299,2021-05-06
"Falls",0.025,123,2021-05-06
"Fannin",0.015,226,2021-05-06
"Fayette",0.027,421,2021-05-06
"Fisher",0,4,2021-05-06
"Floyd",0,47,2021-05-06
"Foard",0,8,2021-05-06
"Fort Bend",0.062,11551,2021-05-06
"Franklin",0.032,42,2021-05-06
"Freestone",0.076,79,2021-05-06
"Frio",0.052,287,2021-05-06
"Gaines",0,36,2021-05-06
"Galveston",0.064,5725,2021-05-06
"Garza",0,67,2021-05-06
"Gillespie",0.07,163,2021-05-06
"Glasscock",NA,3,2021-05-06
"Goliad",0.083,44,2021-05-06
"Gonzales",0.02,162,2021-05-06
"Gray",0.105,39,2021-05-06
"Grayson",0.024,1172,2021-05-06
"Gregg",0.066,659,2021-05-06
"Grimes",0.041,840,2021-05-06
"Guadalupe",0.054,1947,2021-05-06
"Hale",0.03,273,2021-05-06
"Hall",0,5,2021-05-06
"Hamilton",0.03,73,2021-05-06
"Hansford",0,13,2021-05-06
"Hardeman",0.238,24,2021-05-06
"Hardin",0.085,349,2021-05-06
"Harris",0.065,64966,2021-05-06
"Harrison",0.086,171,2021-05-06
"Hartley",0,6,2021-05-06
"Haskell",0,4,2021-05-06
"Hays",0.063,6548,2021-05-06
"Hemphill",NA,2,2021-05-06
"Henderson",0.09,428,2021-05-06
"Hidalgo",0.072,7000,2021-05-06
"Hill",0.014,275,2021-05-06
"Hockley",0.046,173,2021-05-06
"Hood",0.058,363,2021-05-06
"Hopkins",0.091,162,2021-05-06
"Houston",0.032,100,2021-05-06
"Howard",0.014,123,2021-05-06
"Hudspeth",0.2,31,2021-05-06
"Hunt",0.08,607,2021-05-06
"Hutchinson",0.148,44,2021-05-06
"Irion",NA,3,2021-05-06
"Jack",0,22,2021-05-06
"Jackson",0.029,95,2021-05-06
"Jasper",0.023,196,2021-05-06
"Jeff Davis",0,6,2021-05-06
"Jefferson",0.072,1575,2021-05-06
"Jim Hogg",0,171,2021-05-06
"Jim Wells",0.059,578,2021-05-06
"Johnson",0.039,1367,2021-05-06
"Jones",0.045,325,2021-05-06
"Karnes",0.041,122,2021-05-06
"Kaufman",0.07,1353,2021-05-06
"Kendall",0.06,515,2021-05-06
"Kenedy",0,2,2021-05-06
"Kent",0,5,2021-05-06
"Kerr",0.094,291,2021-05-06
"Kimble",0,30,2021-05-06
"King",NA,1,2021-05-06
"Kinney",0.019,56,2021-05-06
"Kleberg",0.037,232,2021-05-06
"Knox",0,6,2021-05-06
"La Salle",0.056,35,2021-05-06
"Lamar",0.062,170,2021-05-06
"Lamb",0.087,67,2021-05-06
"Lampasas",0.022,335,2021-05-06
"Lavaca",0.073,160,2021-05-06
"Lee",0.044,167,2021-05-06
"Leon",0.034,158,2021-05-06
"Liberty",0.056,965,2021-05-06
"Limestone",0.027,282,2021-05-06
"Lipscomb",0,3,2021-05-06
"Live Oak",0.034,94,2021-05-06
"Llano",0.021,556,2021-05-06
"Loving",0,1,2021-05-06
"Lubbock",0.026,2615,2021-05-06
"Lynn",0,12,2021-05-06
"Madison",0.01,136,2021-05-06
"Marion",0,28,2021-05-06
"Martin",0.071,7,2021-05-06
"Mason",0,11,2021-05-06
"Matagorda",0.139,534,2021-05-06
"Maverick",0.022,448,2021-05-06
"McCulloch",0,13,2021-05-06
"McLennan",0.012,15122,2021-05-06
"McMullen",0,1,2021-05-06
"Medina",0.033,406,2021-05-06
"Menard",0,7,2021-05-06
"Midland",0.083,556,2021-05-06
"Milam",0.024,349,2021-05-06
"Mills",0,29,2021-05-06
"Mitchell",0,16,2021-05-06
"Montague",0.027,101,2021-05-06
"Montgomery",0.063,8076,2021-05-06
"Moore",0,24,2021-05-06
"Morris",0.067,51,2021-05-06
"Motley",0,7,2021-05-06
"Nacogdoches",0.052,568,2021-05-06
"Navarro",0.021,215,2021-05-06
"Newton",0.013,57,2021-05-06
"Nolan",0.176,14,2021-05-06
"Nueces",0.076,2677,2021-05-06
"Ochiltree",0.667,8,2021-05-06
"Oldham",0,4,2021-05-06
"Orange",0.067,626,2021-05-06
"Palo Pinto",0.034,135,2021-05-06
"Panola",0.056,87,2021-05-06
"Parker",0.063,982,2021-05-06
"Parmer",0.2,21,2021-05-06
"Pecos",0,34,2021-05-06
"Polk",0.061,494,2021-05-06
"Potter",0.063,793,2021-05-06
"Presidio",0,11,2021-05-06
"Rains",0.036,46,2021-05-06
"Randall",0.036,764,2021-05-06
