"County","TPR_CPR","Tests","Date"
"Anderson",0.028,190,2021-06-11
"Andrews",0,30,2021-06-11
"Angelina",0.015,405,2021-06-11
"Aransas",0.015,121,2021-06-11
"Archer",0.1,14,2021-06-11
"Armstrong",0,2,2021-06-11
"Atascosa",0.038,366,2021-06-11
"Austin",0.03,185,2021-06-11
"Bailey",0.067,23,2021-06-11
"Bandera",0.08,92,2021-06-11
"Bastrop",0.037,1217,2021-06-11
"Baylor",0,2,2021-06-11
"Bee",0.011,234,2021-06-11
"Bell",0.018,4025,2021-06-11
"Bexar",0.016,38655,2021-06-11
"Blanco",0.033,109,2021-06-11
"Borden",0,2,2021-06-11
"Bosque",0.045,89,2021-06-11
"Bowie",0.079,295,2021-06-11
"Brazoria",0.037,3948,2021-06-11
"Brazos",0.065,2359,2021-06-11
"Brewster",0,15,2021-06-11
"Briscoe",0,6,2021-06-11
"Brooks",0.029,53,2021-06-11
"Brown",0.006,118,2021-06-11
"Burleson",0.055,205,2021-06-11
"Burnet",0.058,642,2021-06-11
"Caldwell",0.043,776,2021-06-11
"Calhoun",0.068,121,2021-06-11
"Callahan",0.154,36,2021-06-11
"Cameron",0.067,3163,2021-06-11
"Camp",0.083,20,2021-06-11
"Carson",0.056,27,2021-06-11
"Cass",0.107,54,2021-06-11
"Castro",0,65,2021-06-11
"Chambers",0.049,255,2021-06-11
"Cherokee",0.048,154,2021-06-11
"Childress",0,103,2021-06-11
"Clay",0.062,22,2021-06-11
"Cochran",0,16,2021-06-11
"Coke",0,9,2021-06-11
"Coleman",0,12,2021-06-11
"Collin",0.016,9198,2021-06-11
"Collingsworth",0,9,2021-06-11
"Colorado",0,71,2021-06-11
"Comal",0.087,1290,2021-06-11
"Comanche",0,37,2021-06-11
"Concho",0.333,7,2021-06-11
"Cooke",0.039,125,2021-06-11
"Coryell",0.005,730,2021-06-11
"Cottle",0,7,2021-06-11
"Crane",0.5,6,2021-06-11
"Crockett",0.333,9,2021-06-11
"Crosby",0,18,2021-06-11
"Culberson",0,2,2021-06-11
"Dallam",0,11,2021-06-11
"Dallas",0.025,20443,2021-06-11
"Dawson",0.012,54,2021-06-11
"Deaf Smith",0,45,2021-06-11
"Delta",0,8,2021-06-11
"Denton",0.022,6944,2021-06-11
"DeWitt",0,171,2021-06-11
"Dickens",0,3,2021-06-11
"Dimmit",0.068,520,2021-06-11
"Donley",0,6,2021-06-11
"Duval",0,161,2021-06-11
"Eastland",0,35,2021-06-11
"Ector",0.037,271,2021-06-11
"Edwards",NA,3,2021-06-11
"El Paso",0.021,6574,2021-06-11
"Ellis",0.056,1415,2021-06-11
"Erath",0.045,208,2021-06-11
