"County","TPR_CPR","Tests","Date"
"Anderson",0.313,662,2022-01-30
"Andrews",0.316,41,2022-01-30
"Angelina",0.342,980,2022-01-30
"Aransas",0.457,545,2022-01-30
"Archer",0.419,262,2022-01-30
"Armstrong",0.333,30,2022-01-30
"Atascosa",0.301,2878,2022-01-30
"Austin",0.327,652,2022-01-30
"Bailey",0.278,28,2022-01-30
"Bandera",0.381,343,2022-01-30
"Bastrop",0.317,1536,2022-01-30
"Baylor",0.412,26,2022-01-30
"Bee",0.36,596,2022-01-30
"Bell",0.332,8224,2022-01-30
"Bexar",0.314,125891,2022-01-30
"Blanco",0.443,282,2022-01-30
"Borden",0,5,2022-01-30
"Bosque",0.395,389,2022-01-30
"Bowie",0.394,1114,2022-01-30
"Brazoria",0.295,10152,2022-01-30
"Brazos",0.333,9276,2022-01-30
"Brewster",0.385,26,2022-01-30
"Briscoe",0.15,12,2022-01-30
"Brooks",0.288,102,2022-01-30
"Brown",0.5,487,2022-01-30
"Burleson",0.362,466,2022-01-30
"Burnet",0.359,778,2022-01-30
"Caldwell",0.43,1904,2022-01-30
"Calhoun",0.36,338,2022-01-30
"Callahan",0.44,156,2022-01-30
"Cameron",0.366,12580,2022-01-30
"Camp",0.305,129,2022-01-30
"Carson",0.414,62,2022-01-30
"Cass",0.604,353,2022-01-30
"Castro",0.322,300,2022-01-30
"Chambers",0.429,1073,2022-01-30
"Cherokee",0.342,416,2022-01-30
"Childress",0.389,178,2022-01-30
"Clay",0.4,136,2022-01-30
"Cochran",0.517,50,2022-01-30
"Coke",0.545,31,2022-01-30
"Coleman",0.615,24,2022-01-30
"Collin",0.299,29767,2022-01-30
"Collingsworth",0.323,33,2022-01-30
"Colorado",0.38,269,2022-01-30
"Comal",0.372,4258,2022-01-30
"Comanche",0.385,191,2022-01-30
"Concho",0.5,6,2022-01-30
"Cooke",0.43,399,2022-01-30
"Coryell",0.338,1332,2022-01-30
"Cottle",0.48,28,2022-01-30
"Crane",0.583,25,2022-01-30
"Crockett",0.429,11,2022-01-30
"Crosby",0.314,43,2022-01-30
"Culberson",0.417,35,2022-01-30
"Dallam",0.35,31,2022-01-30
"Dallas",0.285,62621,2022-01-30
"Dawson",0.333,59,2022-01-30
"Deaf Smith",0.522,198,2022-01-30
"Delta",0.491,111,2022-01-30
"Denton",0.297,24191,2022-01-30
"DeWitt",0.464,404,2022-01-30
"Dickens",0.4,14,2022-01-30
"Dimmit",0.395,1069,2022-01-30
"Donley",0.37,43,2022-01-30
"Duval",0.256,548,2022-01-30
"Eastland",0.384,141,2022-01-30
"Ector",0.432,1944,2022-01-30
"Edwards",0.429,29,2022-01-30
"El Paso",0.309,42033,2022-01-30
"Ellis",0.369,4976,2022-01-30
"Erath",0.322,664,2022-01-30
"Falls",0.429,233,2022-01-30
"Fannin",0.275,462,2022-01-30
"Fayette",0.306,336,2022-01-30
"Fisher",0.4,15,2022-01-30
"Floyd",0.412,79,2022-01-30
"Foard",0.375,8,2022-01-30
"Fort Bend",0.22,22641,2022-01-30
"Franklin",0.385,68,2022-01-30
"Freestone",0.251,393,2022-01-30
"Frio",0.339,830,2022-01-30
"Gaines",0.28,65,2022-01-30
"Galveston",0.279,9926,2022-01-30
"Garza",0.197,93,2022-01-30
"Gillespie",0.404,365,2022-01-30
"Glasscock",0.25,1,2022-01-30
"Goliad",0.412,169,2022-01-30
"Gonzales",0.467,170,2022-01-30
"Gray",0.359,233,2022-01-30
"Grayson",0.373,2553,2022-01-30
"Gregg",0.313,2101,2022-01-30
"Grimes",0.402,1008,2022-01-30
"Guadalupe",0.376,3615,2022-01-30
"Hale",0.429,488,2022-01-30
"Hall",0.397,60,2022-01-30
"Hamilton",0.43,166,2022-01-30
"Hansford",0.364,13,2022-01-30
"Hardeman",0.477,45,2022-01-30
"Hardin",0.365,1034,2022-01-30
"Harris",0.205,143236,2022-01-30
"Harrison",0.33,704,2022-01-30
"Hartley",0.333,7,2022-01-30
"Haskell",0.4,24,2022-01-30
"Hays",0.359,9465,2022-01-30
"Hemphill",0,6,2022-01-30
"Henderson",0.386,1337,2022-01-30
"Hidalgo",0.422,30702,2022-01-30
"Hill",0.284,656,2022-01-30
"Hockley",0.396,586,2022-01-30
"Hood",0.425,1008,2022-01-30
"Hopkins",0.326,515,2022-01-30
"Houston",0.193,322,2022-01-30
"Howard",0.309,335,2022-01-30
"Hudspeth",0.444,41,2022-01-30
"Hunt",0.346,1519,2022-01-30
"Hutchinson",0.713,252,2022-01-30
"Irion",0.387,68,2022-01-30
"Jack",0.49,105,2022-01-30
"Jackson",0.458,389,2022-01-30
"Jasper",0.33,573,2022-01-30
"Jeff Davis",0.667,4,2022-01-30
"Jefferson",0.306,3604,2022-01-30
"Jim Hogg",0.353,36,2022-01-30
"Jim Wells",0.195,1894,2022-01-30
"Johnson",0.338,3668,2022-01-30
"Jones",0.298,155,2022-01-30
"Karnes",0.396,265,2022-01-30
"Kaufman",0.336,3543,2022-01-30
"Kendall",0.365,883,2022-01-30
"Kenedy",0.2,3,2022-01-30
"Kent",0.5,5,2022-01-30
"Kerr",0.305,402,2022-01-30
"Kimble",0.19,55,2022-01-30
"King",0,1,2022-01-30
"Kinney",0.283,75,2022-01-30
