"County","TPR_CPR","Tests","Date"
"Anderson",0.04,154,2022-10-24
"Andrews",0,6,2022-10-24
"Angelina",0.083,110,2022-10-24
"Aransas",0.021,89,2022-10-24
"Archer",0.2,19,2022-10-24
"Armstrong",0,2,2022-10-24
"Atascosa",0,109,2022-10-24
"Austin",0.029,105,2022-10-24
"Bailey",0,11,2022-10-24
"Bandera",0.121,61,2022-10-24
"Bastrop",0.039,290,2022-10-24
"Baylor",0.125,6,2022-10-24
"Bee",0.054,83,2022-10-24
"Bell",0.111,1858,2022-10-24
"Bexar",0.062,7679,2022-10-24
"Blanco",0.176,43,2022-10-24
"Borden",0,0,2022-10-24
"Bosque",0.027,52,2022-10-24
"Bowie",0.06,212,2022-10-24
"Brazoria",0.035,2170,2022-10-24
"Brazos",0.062,969,2022-10-24
"Brewster",0.071,29,2022-10-24
"Briscoe",0.2,8,2022-10-24
"Brooks",0.2,9,2022-10-24
"Brown",0.034,25,2022-10-24
"Burleson",0.019,155,2022-10-24
"Burnet",0.1,183,2022-10-24
"Caldwell",0.107,224,2022-10-24
"Calhoun",0.062,46,2022-10-24
"Callahan",0,12,2022-10-24
"Cameron",0.037,1329,2022-10-24
"Camp",0,25,2022-10-24
"Carson",0,5,2022-10-24
"Cass",0.308,56,2022-10-24
"Castro",0.043,57,2022-10-24
"Chambers",0.048,193,2022-10-24
"Cherokee",0.049,146,2022-10-24
"Childress",0.08,80,2022-10-24
"Clay",0.08,31,2022-10-24
"Cochran",0.25,8,2022-10-24
"Coke",0,2,2022-10-24
"Coleman",0.1,10,2022-10-24
"Collin",0.122,2713,2022-10-24
"Collingsworth",0,14,2022-10-24
"Colorado",0.029,37,2022-10-24
"Comal",0.051,386,2022-10-24
"Comanche",0.077,23,2022-10-24
"Concho",0.333,2,2022-10-24
"Cooke",0.023,50,2022-10-24
"Coryell",0.051,491,2022-10-24
"Cottle",0,6,2022-10-24
"Crane",0,5,2022-10-24
"Crockett",,0,2022-10-24
"Crosby",0,8,2022-10-24
"Culberson",0,4,2022-10-24
"Dallam",0,5,2022-10-24
"Dallas",0.075,8148,2022-10-24
"Dawson",0,7,2022-10-24
"Deaf Smith",0,58,2022-10-24
"Delta",0.2,10,2022-10-24
"Denton",0.109,2261,2022-10-24
"DeWitt",0.053,70,2022-10-24
"Dickens",,1,2022-10-24
"Dimmit",0.065,40,2022-10-24
"Donley",0,7,2022-10-24
"Duval",0,59,2022-10-24
"Eastland",0.205,44,2022-10-24
"Ector",0.031,327,2022-10-24
"Edwards",0,2,2022-10-24
"El Paso",0.094,2982,2022-10-24
"Ellis",0.082,576,2022-10-24
"Erath",0.034,82,2022-10-24
"Falls",0,59,2022-10-24
"Fannin",0.023,211,2022-10-24
"Fayette",0,34,2022-10-24
"Fisher",0,3,2022-10-24
"Floyd",0,12,2022-10-24
"Foard",0,3,2022-10-24
"Fort Bend",0.061,3035,2022-10-24
"Franklin",0,11,2022-10-24
"Freestone",0.094,79,2022-10-24
"Frio",0.009,141,2022-10-24
"Gaines",0,9,2022-10-24
"Galveston",0.064,1715,2022-10-24
"Garza",0,8,2022-10-24
"Gillespie",0.125,36,2022-10-24
"Glasscock",,0,2022-10-24
"Goliad",0,21,2022-10-24
"Gonzales",0.029,64,2022-10-24
"Gray",0.16,26,2022-10-24
"Grayson",0.057,321,2022-10-24
"Gregg",0.08,74,2022-10-24
"Grimes",0.01,140,2022-10-24
"Guadalupe",0.062,380,2022-10-24
"Hale",0.086,91,2022-10-24
"Hall",0,21,2022-10-24
"Hamilton",0.025,52,2022-10-24
"Hansford",0,7,2022-10-24
"Hardeman",0.062,14,2022-10-24
"Hardin",0.028,172,2022-10-24
"Harris",0.048,20153,2022-10-24
"Harrison",0.03,82,2022-10-24
"Hartley",,1,2022-10-24
"Haskell",0,1,2022-10-24
"Hays",0.079,1045,2022-10-24
"Hemphill",,0,2022-10-24
"Henderson",0.018,156,2022-10-24
"Hidalgo",0.033,2851,2022-10-24
"Hill",0.029,96,2022-10-24
"Hockley",0.104,118,2022-10-24
"Hood",0.134,106,2022-10-24
"Hopkins",0.135,58,2022-10-24
"Houston",0.04,32,2022-10-24
"Howard",0.143,10,2022-10-24
"Hudspeth",0.111,8,2022-10-24
"Hunt",0.046,142,2022-10-24
"Hutchinson",0.154,21,2022-10-24
"Irion",,0,2022-10-24
"Jack",0,12,2022-10-24
"Jackson",0.029,73,2022-10-24
"Jasper",0.054,101,2022-10-24
"Jeff Davis",0,3,2022-10-24
"Jefferson",0.021,810,2022-10-24
"Jim Hogg",0.333,3,2022-10-24
"Jim Wells",0.003,352,2022-10-24
"Johnson",0.078,660,2022-10-24
"Jones",0.076,159,2022-10-24
"Karnes",0,19,2022-10-24
"Kaufman",0.057,542,2022-10-24
"Kendall",0.038,76,2022-10-24
"Kenedy",,0,2022-10-24
"Kent",0,1,2022-10-24
"Kerr",0.064,38,2022-10-24
"Kimble",0,7,2022-10-24
"King",,0,2022-10-24
"Kinney",0.143,5,2022-10-24
"Kleberg",0.045,66,2022-10-24
"Knox",0,3,2022-10-24
"La Salle",0,2,2022-10-24
"Lamar",0.057,94,2022-10-24
"Lamb",0.081,45,2022-10-24
"Lampasas",0.015,151,2022-10-24
"Lavaca",0.065,65,2022-10-24
"Lee",0.069,42,2022-10-24
"Leon",0.034,58,2022-10-24
"Liberty",0.035,358,2022-10-24
"Limestone",0.033,42,2022-10-24
"Lipscomb",0.2,2,2022-10-24
"Live Oak",0,20,2022-10-24
"Llano",0.091,78,2022-10-24
"Loving",0,5,2022-10-24
"Lubbock",0.077,1027,2022-10-24
"Lynn",0.125,10,2022-10-24
"Madison",0.023,53,2022-10-24
"Marion",0.222,10,2022-10-24
"Martin",0,10,2022-10-24
"Mason",0,5,2022-10-24
"Matagorda",0.089,74,2022-10-24
"Maverick",0.049,105,2022-10-24
"McCulloch",0.143,12,2022-10-24
"McLennan",0.039,1011,2022-10-24
"McMullen",,0,2022-10-24
"Medina",0.059,115,2022-10-24
"Menard",0.25,5,2022-10-24
"Midland",0.064,461,2022-10-24
"Milam",0.055,139,2022-10-24
"Mills",0.125,6,2022-10-24
"Mitchell",0,10,2022-10-24
"Montague",0.125,29,2022-10-24
"Montgomery",0.048,1929,2022-10-24
"Moore",0.125,21,2022-10-24
"Morris",0,22,2022-10-24
"Motley",0,3,2022-10-24
"Nacogdoches",0.063,374,2022-10-24
"Navarro",0.071,49,2022-10-24
"Newton",0.062,22,2022-10-24
"Nolan",0,3,2022-10-24
"Nueces",0.048,1570,2022-10-24
"Ochiltree",0.471,14,2022-10-24
"Oldham",0,3,2022-10-24
"Orange",0.015,232,2022-10-24
"Palo Pinto",0.036,90,2022-10-24
"Panola",0.1,98,2022-10-24
"Parker",0.072,395,2022-10-24
"Parmer",0.167,15,2022-10-24
"Pecos",0.4,22,2022-10-24
"Polk",0.031,82,2022-10-24
"Potter",0.025,339,2022-10-24
"Presidio",0.2,13,2022-10-24
"Rains",0.059,20,2022-10-24
"Randall",0.081,249,2022-10-24
"Reagan",0,2,2022-10-24
"Real",0,7,2022-10-24
"Red River",0,13,2022-10-24
"Reeves",0.027,82,2022-10-24
"Refugio",0.043,37,2022-10-24
"Roberts",0,1,2022-10-24
"Robertson",0.15,56,2022-10-24
"Rockwall",0.061,235,2022-10-24
"Runnels",0.429,7,2022-10-24
"Rusk",0.064,85,2022-10-24
"Sabine",0,13,2022-10-24
"San Augustine",0.062,24,2022-10-24
"San Jacinto",0.079,42,2022-10-24
"San Patricio",0.029,345,2022-10-24
"San Saba",0,8,2022-10-24
"Schleicher",0,1,2022-10-24
"Scurry",0.047,217,2022-10-24
"Shackelford",0,0,2022-10-24
"Shelby",0.043,206,2022-10-24
"Sherman",,0,2022-10-24
"Smith",0.023,501,2022-10-24
"Somervell",0,7,2022-10-24
"Starr",0.038,248,2022-10-24
"Stephens",0.333,5,2022-10-24
"Sterling",1,1,2022-10-24
"Stonewall",,0,2022-10-24
"Sutton",,0,2022-10-24
"Swisher",0,14,2022-10-24
"Tarrant",0.066,7365,2022-10-24
"Taylor",0.133,74,2022-10-24
"Terrell",,0,2022-10-24
"Terry",0.083,12,2022-10-24
"Throckmorton",0,1,2022-10-24
"Titus",0.233,49,2022-10-24
"Tom Green",0.148,128,2022-10-24
"Travis",0.077,5172,2022-10-24
"Trinity",0.04,33,2022-10-24
"Tyler",0.029,39,2022-10-24
"Upshur",0.158,31,2022-10-24
"Upton",0,22,2022-10-24
"Uvalde",0.077,84,2022-10-24
"Val Verde",0.024,37,2022-10-24
"Van Zandt",0.044,119,2022-10-24
"Victoria",0.051,357,2022-10-24
"Walker",0.025,443,2022-10-24
"Waller",0.033,173,2022-10-24
"Ward",0.069,46,2022-10-24
"Washington",0.111,133,2022-10-24
"Webb",0.032,1877,2022-10-24
"Wharton",0.024,112,2022-10-24
"Wheeler",0.2,3,2022-10-24
"Wichita",0.128,287,2022-10-24
"Wilbarger",0,61,2022-10-24
"Willacy",0.053,254,2022-10-24
"Williamson",0.098,2269,2022-10-24
"Wilson",0.043,93,2022-10-24
"Winkler",0,5,2022-10-24
"Wise",0.085,166,2022-10-24
"Wood",0,76,2022-10-24
"Yoakum",0,12,2022-10-24
"Young",0.118,35,2022-10-24
"Zapata",0.043,29,2022-10-24
"Zavala",0,26,2022-10-24
