"County","TPR_CPR","Tests","Date"
"Anderson",0.064,594,2021-06-05
"Andrews",0,36,2021-06-05
"Angelina",0.045,494,2021-06-05
"Aransas",0.106,138,2021-06-05
"Archer",0,11,2021-06-05
"Armstrong",0,3,2021-06-05
"Atascosa",0.064,384,2021-06-05
"Austin",0.049,175,2021-06-05
"Bailey",0,13,2021-06-05
"Bandera",0.05,94,2021-06-05
"Bastrop",0.018,1114,2021-06-05
"Baylor",0,1,2021-06-05
"Bee",0.035,425,2021-06-05
"Bell",0.015,3844,2021-06-05
"Bexar",0.014,46993,2021-06-05
"Blanco",0.034,95,2021-06-05
"Borden",NA,0,2021-06-05
"Bosque",0,91,2021-06-05
"Bowie",0.05,434,2021-06-05
"Brazoria",0.046,3631,2021-06-05
"Brazos",0.069,2207,2021-06-05
"Brewster",0,9,2021-06-05
"Briscoe",0,4,2021-06-05
"Brooks",0.008,430,2021-06-05
"Brown",0.126,72,2021-06-05
"Burleson",0.026,188,2021-06-05
"Burnet",0.023,674,2021-06-05
"Caldwell",0.027,746,2021-06-05
"Calhoun",0.167,135,2021-06-05
"Callahan",0.086,27,2021-06-05
"Cameron",0.05,2973,2021-06-05
"Camp",0,14,2021-06-05
"Carson",0,11,2021-06-05
"Cass",0.029,58,2021-06-05
"Castro",0,30,2021-06-05
"Chambers",0.059,249,2021-06-05
"Cherokee",0.111,292,2021-06-05
"Childress",0,6,2021-06-05
"Clay",0.125,13,2021-06-05
"Cochran",0,7,2021-06-05
"Coke",0,11,2021-06-05
"Coleman",0,5,2021-06-05
"Collin",0.018,9806,2021-06-05
"Collingsworth",0,15,2021-06-05
"Colorado",0,66,2021-06-05
"Comal",0.087,1338,2021-06-05
"Comanche",0,31,2021-06-05
"Concho",0,3,2021-06-05
"Cooke",0,143,2021-06-05
"Coryell",0.008,711,2021-06-05
"Cottle",0,1,2021-06-05
"Crane",0.167,5,2021-06-05
"Crockett",0,9,2021-06-05
"Crosby",0.059,17,2021-06-05
"Culberson",0,6,2021-06-05
"Dallam",0,8,2021-06-05
"Dallas",0.028,22029,2021-06-05
"Dawson",0,26,2021-06-05
"Deaf Smith",0.048,34,2021-06-05
"Delta",0,15,2021-06-05
"Denton",0.025,7398,2021-06-05
"DeWitt",0.013,49,2021-06-05
"Dickens",0,5,2021-06-05
"Dimmit",0.057,399,2021-06-05
"Donley",0,2,2021-06-05
"Duval",0,51,2021-06-05
"Eastland",0,24,2021-06-05
"Ector",0.047,436,2021-06-05
"Edwards",0,4,2021-06-05
"El Paso",0.024,5748,2021-06-05
"Ellis",0.037,1374,2021-06-05
"Erath",0.042,138,2021-06-05
"Falls",0.011,92,2021-06-05
"Fannin",0.008,129,2021-06-05
"Fayette",0.006,181,2021-06-05
"Fisher",0,9,2021-06-05
"Floyd",0,39,2021-06-05
"Foard",0.5,4,2021-06-05
"Fort Bend",0.03,7080,2021-06-05
"Franklin",0,17,2021-06-05
"Freestone",0.018,102,2021-06-05
"Frio",0.052,140,2021-06-05
"Gaines",0.091,28,2021-06-05
"Galveston",0.038,4157,2021-06-05
"Garza",0,50,2021-06-05
"Gillespie",0.056,96,2021-06-05
"Glasscock",0,3,2021-06-05
"Goliad",0,36,2021-06-05
"Gonzales",0.027,92,2021-06-05
"Gray",0.007,33,2021-06-05
"Grayson",0.022,709,2021-06-05
"Gregg",0.045,571,2021-06-05
"Grimes",0.013,648,2021-06-05
"Guadalupe",0.056,1257,2021-06-05
"Hale",0.015,260,2021-06-05
"Hall",0,4,2021-06-05
"Hamilton",0,49,2021-06-05
"Hansford",0,6,2021-06-05
"Hardeman",0.056,8,2021-06-05
"Hardin",0.034,197,2021-06-05
"Harris",0.037,39262,2021-06-05
"Harrison",0.03,231,2021-06-05
"Hartley",NA,0,2021-06-05
"Haskell",0,9,2021-06-05
"Hays",0.033,3432,2021-06-05
"Hemphill",0,11,2021-06-05
"Henderson",0.053,292,2021-06-05
"Hidalgo",0.05,4998,2021-06-05
"Hill",0.044,158,2021-06-05
"Hockley",0,94,2021-06-05
"Hood",0.049,237,2021-06-05
"Hopkins",0.085,140,2021-06-05
"Houston",0,74,2021-06-05
"Howard",0.011,97,2021-06-05
"Hudspeth",0,13,2021-06-05
"Hunt",0.061,366,2021-06-05
"Hutchinson",0,30,2021-06-05
"Irion",NA,6,2021-06-05
"Jack",0.077,20,2021-06-05
"Jackson",0.049,64,2021-06-05
"Jasper",0.037,211,2021-06-05
"Jeff Davis",NA,1,2021-06-05
"Jefferson",0.031,1267,2021-06-05
"Jim Hogg",0,95,2021-06-05
"Jim Wells",0.074,187,2021-06-05
"Johnson",0.034,905,2021-06-05
"Jones",0.052,59,2021-06-05
"Karnes",0.024,50,2021-06-05
"Kaufman",0.055,1027,2021-06-05
"Kendall",0.008,384,2021-06-05
"Kenedy",NA,0,2021-06-05
"Kent",NA,1,2021-06-05
"Kerr",0.043,298,2021-06-05
"Kimble",0.333,11,2021-06-05
"King",NA,0,2021-06-05
"Kinney",0,14,2021-06-05
"Kleberg",0.047,83,2021-06-05
"Knox",NA,1,2021-06-05
"La Salle",0.083,93,2021-06-05
"Lamar",0.111,131,2021-06-05
"Lamb",0,23,2021-06-05
"Lampasas",0.01,296,2021-06-05
"Lavaca",0.03,115,2021-06-05
"Lee",0.075,103,2021-06-05
"Leon",0.009,115,2021-06-05
"Liberty",0.067,726,2021-06-05
"Limestone",0.023,174,2021-06-05
"Lipscomb",NA,13,2021-06-05
"Live Oak",0.027,61,2021-06-05
"Llano",0.013,262,2021-06-05
"Loving",0,0,2021-06-05
"Lubbock",0.019,1850,2021-06-05
"Lynn",0,19,2021-06-05
"Madison",0.041,82,2021-06-05
"Marion",0.1,25,2021-06-05
"Martin",NA,2,2021-06-05
"Mason",0,33,2021-06-05
"Matagorda",0.053,179,2021-06-05
"Maverick",0.014,318,2021-06-05
"McCulloch",0.083,16,2021-06-05
"McLennan",0.015,2464,2021-06-05
"McMullen",NA,1,2021-06-05
"Medina",0.02,368,2021-06-05
"Menard",NA,4,2021-06-05
"Midland",0.033,408,2021-06-05
"Milam",0.022,224,2021-06-05
"Mills",0,27,2021-06-05
"Mitchell",0.071,186,2021-06-05
"Montague",0.143,82,2021-06-05
"Montgomery",0.051,5335,2021-06-05
"Moore",0,20,2021-06-05
"Morris",0.071,21,2021-06-05
"Motley",0,2,2021-06-05
"Nacogdoches",0.077,378,2021-06-05
"Navarro",0.027,277,2021-06-05
"Newton",0.019,52,2021-06-05
"Nolan",0,37,2021-06-05
"Nueces",0.057,1494,2021-06-05
"Ochiltree",0,13,2021-06-05
"Oldham",0,4,2021-06-05
"Orange",0.038,322,2021-06-05
"Palo Pinto",0,76,2021-06-05
"Panola",0.136,48,2021-06-05
"Parker",0.028,898,2021-06-05
"Parmer",0,20,2021-06-05
"Pecos",0,131,2021-06-05
"Polk",0.048,334,2021-06-05
"Potter",0.032,447,2021-06-05
"Presidio",0,5,2021-06-05
"Rains",0,45,2021-06-05
"Randall",0.004,373,2021-06-05
"Reagan",0,3,2021-06-05
"Real",0,8,2021-06-05
"Red River",0.059,27,2021-06-05
"Reeves",0.027,45,2021-06-05
"Refugio",0,16,2021-06-05
"Roberts",0,1,2021-06-05
"Robertson",0.066,179,2021-06-05
"Rockwall",0.051,936,2021-06-05
"Runnels",0,29,2021-06-05
"Rusk",0.014,92,2021-06-05
"Sabine",0,41,2021-06-05
"San Augustine",0.02,50,2021-06-05
"San Jacinto",0.093,112,2021-06-05
"San Patricio",0.079,370,2021-06-05
"San Saba",0.009,37,2021-06-05
"Schleicher",0,4,2021-06-05
"Scurry",0.044,72,2021-06-05
"Shackelford",0,3,2021-06-05
"Shelby",0.016,159,2021-06-05
"Sherman",NA,0,2021-06-05
"Smith",0.033,955,2021-06-05
"Somervell",0,30,2021-06-05
"Starr",0.069,344,2021-06-05
"Stephens",0,10,2021-06-05
"Sterling",0,1,2021-06-05
"Stonewall",0,1,2021-06-05
"Sutton",0,6,2021-06-05
"Swisher",0.007,47,2021-06-05
"Tarrant",0.025,15370,2021-06-05
"Taylor",0.012,306,2021-06-05
"Terrell",NA,0,2021-06-05
"Terry",0,29,2021-06-05
"Throckmorton",0,1,2021-06-05
"Titus",0,47,2021-06-05
"Tom Green",0.021,233,2021-06-05
"Travis",0.013,17148,2021-06-05
"Trinity",0.056,173,2021-06-05
"Tyler",0.07,76,2021-06-05
"Upshur",0.041,74,2021-06-05
"Upton",0,8,2021-06-05
"Uvalde",0.045,134,2021-06-05
"Val Verde",0.022,230,2021-06-05
"Van Zandt",0.07,148,2021-06-05
"Victoria",0.092,530,2021-06-05
"Walker",0.016,928,2021-06-05
"Waller",0.055,296,2021-06-05
"Ward",0,11,2021-06-05
"Washington",0.054,388,2021-06-05
"Webb",0.032,2199,2021-06-05
"Wharton",0.101,297,2021-06-05
"Wheeler",0,8,2021-06-05
"Wichita",0.019,440,2021-06-05
"Wilbarger",0.024,77,2021-06-05
"Willacy",0.032,535,2021-06-05
"Williamson",0.015,7202,2021-06-05
"Wilson",0.1,331,2021-06-05
"Winkler",0.125,5,2021-06-05
"Wise",0.053,404,2021-06-05
"Wood",0.031,104,2021-06-05
"Yoakum",0,8,2021-06-05
"Young",0.037,42,2021-06-05
"Zapata",0.053,71,2021-06-05
"Zavala",0.059,51,2021-06-05
