"County","TPR_CPR","Tests","Date"
"Anderson",0.019,64,2022-05-07
"Andrews",0,10,2022-05-07
"Angelina",0.086,100,2022-05-07
"Aransas",0.109,71,2022-05-07
"Archer",0,26,2022-05-07
"Armstrong",,1,2022-05-07
"Atascosa",0.009,133,2022-05-07
"Austin",0.077,87,2022-05-07
"Bailey",0.2,8,2022-05-07
"Bandera",0.085,67,2022-05-07
"Bastrop",0.105,381,2022-05-07
"Baylor",0,3,2022-05-07
"Bee",0.055,78,2022-05-07
"Bell",0.048,1092,2022-05-07
"Bexar",0.082,9124,2022-05-07
"Blanco",0.121,87,2022-05-07
"Borden",0,0,2022-05-07
"Bosque",0.087,23,2022-05-07
"Bowie",0.042,129,2022-05-07
"Brazoria",0.074,1646,2022-05-07
"Brazos",0.087,1158,2022-05-07
"Brewster",0.176,12,2022-05-07
"Briscoe",0,8,2022-05-07
"Brooks",0.037,13,2022-05-07
"Brown",0,23,2022-05-07
"Burleson",0.05,83,2022-05-07
"Burnet",0.05,168,2022-05-07
"Caldwell",0.103,221,2022-05-07
"Calhoun",0.014,87,2022-05-07
"Callahan",0.25,10,2022-05-07
"Cameron",0.095,892,2022-05-07
"Camp",0,33,2022-05-07
"Carson",0.2,11,2022-05-07
"Cass",0,30,2022-05-07
"Castro",0,13,2022-05-07
"Chambers",0.101,162,2022-05-07
"Cherokee",0,52,2022-05-07
"Childress",0,20,2022-05-07
"Clay",0,11,2022-05-07
"Cochran",0,16,2022-05-07
"Coke",0,1,2022-05-07
"Coleman",0,7,2022-05-07
"Collin",0.11,3519,2022-05-07
"Collingsworth",0,5,2022-05-07
"Colorado",0.03,38,2022-05-07
"Comal",0.115,467,2022-05-07
"Comanche",0,20,2022-05-07
"Concho",0,1,2022-05-07
"Cooke",0,41,2022-05-07
"Coryell",0.051,158,2022-05-07
"Cottle",0,4,2022-05-07
"Crane",0,6,2022-05-07
"Crockett",0,2,2022-05-07
"Crosby",0,5,2022-05-07
"Culberson",0,3,2022-05-07
"Dallam",0,4,2022-05-07
"Dallas",0.087,8432,2022-05-07
"Dawson",0.333,7,2022-05-07
"Deaf Smith",0,15,2022-05-07
"Delta",0,17,2022-05-07
"Denton",0.09,2266,2022-05-07
"DeWitt",0.067,38,2022-05-07
"Dickens",0,2,2022-05-07
"Dimmit",0.056,21,2022-05-07
"Donley",0,3,2022-05-07
"Duval",0.1,35,2022-05-07
"Eastland",0,8,2022-05-07
"Ector",0.052,201,2022-05-07
"Edwards",0,3,2022-05-07
"El Paso",0.067,3006,2022-05-07
"Ellis",0.069,487,2022-05-07
"Erath",0,38,2022-05-07
"Falls",0.028,53,2022-05-07
"Fannin",0.048,30,2022-05-07
"Fayette",0.091,56,2022-05-07
"Fisher",0,3,2022-05-07
"Floyd",0.125,14,2022-05-07
"Foard",0,2,2022-05-07
"Fort Bend",0.131,3269,2022-05-07
"Franklin",0,20,2022-05-07
"Freestone",0.031,40,2022-05-07
"Frio",0.013,278,2022-05-07
"Gaines",0,14,2022-05-07
"Galveston",0.079,1681,2022-05-07
"Garza",0.667,4,2022-05-07
"Gillespie",0,49,2022-05-07
"Glasscock",,0,2022-05-07
"Goliad",0,13,2022-05-07
"Gonzales",0.083,42,2022-05-07
"Gray",0,11,2022-05-07
"Grayson",0.046,178,2022-05-07
"Gregg",0.027,126,2022-05-07
"Grimes",0.059,163,2022-05-07
"Guadalupe",0.089,369,2022-05-07
"Hale",0.036,51,2022-05-07
"Hall",0,5,2022-05-07
"Hamilton",0,29,2022-05-07
"Hansford",0,3,2022-05-07
"Hardeman",0.067,13,2022-05-07
"Hardin",0.056,105,2022-05-07
"Harris",0.074,18956,2022-05-07
"Harrison",0.043,63,2022-05-07
"Hartley",0,2,2022-05-07
"Haskell",0,0,2022-05-07
"Hays",0.128,947,2022-05-07
"Hemphill",,0,2022-05-07
"Henderson",0.03,122,2022-05-07
"Hidalgo",0.095,1287,2022-05-07
"Hill",0.132,51,2022-05-07
"Hockley",0.017,62,2022-05-07
"Hood",0.056,106,2022-05-07
"Hopkins",0.103,42,2022-05-07
"Houston",0,29,2022-05-07
"Howard",0,14,2022-05-07
"Hudspeth",0,2,2022-05-07
"Hunt",0.034,182,2022-05-07
"Hutchinson",0,8,2022-05-07
"Irion",0,10,2022-05-07
"Jack",0.25,16,2022-05-07
"Jackson",0.027,29,2022-05-07
"Jasper",0.036,71,2022-05-07
"Jeff Davis",0,1,2022-05-07
"Jefferson",0.04,433,2022-05-07
"Jim Hogg",0.167,9,2022-05-07
"Jim Wells",0.068,109,2022-05-07
"Johnson",0.039,463,2022-05-07
"Jones",0.038,24,2022-05-07
"Karnes",0.1,19,2022-05-07
"Kaufman",0.031,408,2022-05-07
"Kendall",0.026,140,2022-05-07
"Kenedy",,0,2022-05-07
"Kent",0,1,2022-05-07
"Kerr",0.022,100,2022-05-07
"Kimble",0,6,2022-05-07
"King",,0,2022-05-07
"Kinney",0,3,2022-05-07
"Kleberg",0.038,54,2022-05-07
"Knox",,2,2022-05-07
"La Salle",0,9,2022-05-07
"Lamar",0.02,54,2022-05-07
"Lamb",0,28,2022-05-07
"Lampasas",0.091,47,2022-05-07
"Lavaca",0.085,50,2022-05-07
"Lee",0.037,32,2022-05-07
"Leon",0,42,2022-05-07
"Liberty",0.028,206,2022-05-07
"Limestone",0.111,19,2022-05-07
"Lipscomb",0,3,2022-05-07
"Live Oak",0.286,19,2022-05-07
"Llano",0.167,46,2022-05-07
"Loving",0.214,9,2022-05-07
"Lubbock",0.033,578,2022-05-07
"Lynn",0,6,2022-05-07
"Madison",0.08,30,2022-05-07
"Marion",0,6,2022-05-07
"Martin",0.5,9,2022-05-07
"Mason",0,1,2022-05-07
"Matagorda",0.023,100,2022-05-07
"Maverick",0.065,91,2022-05-07
"McCulloch",0,4,2022-05-07
"McLennan",0.066,633,2022-05-07
"McMullen",0,1,2022-05-07
"Medina",0.032,92,2022-05-07
"Menard",0,0,2022-05-07
"Midland",0.015,173,2022-05-07
"Milam",0.022,61,2022-05-07
"Mills",0,10,2022-05-07
"Mitchell",,3,2022-05-07
"Montague",0,15,2022-05-07
"Montgomery",0.081,2007,2022-05-07
"Moore",0,7,2022-05-07
"Morris",0,58,2022-05-07
"Motley",0,3,2022-05-07
"Nacogdoches",0.032,138,2022-05-07
"Navarro",0.024,69,2022-05-07
"Newton",0,20,2022-05-07
"Nolan",0,3,2022-05-07
"Nueces",0.071,877,2022-05-07
"Ochiltree",0,20,2022-05-07
"Oldham",0,4,2022-05-07
"Orange",0.028,99,2022-05-07
"Palo Pinto",0,23,2022-05-07
"Panola",0.029,33,2022-05-07
"Parker",0.09,315,2022-05-07
"Parmer",0,4,2022-05-07
"Pecos",0.077,17,2022-05-07
"Polk",0.042,107,2022-05-07
"Potter",0.021,209,2022-05-07
"Presidio",0,6,2022-05-07
"Rains",0,20,2022-05-07
"Randall",0.022,161,2022-05-07
"Reagan",,0,2022-05-07
"Real",0.2,6,2022-05-07
"Red River",0,14,2022-05-07
"Reeves",0.067,42,2022-05-07
"Refugio",0,16,2022-05-07
"Roberts",,1,2022-05-07
"Robertson",0.026,49,2022-05-07
"Rockwall",0.062,222,2022-05-07
"Runnels",0.286,3,2022-05-07
"Rusk",0.051,44,2022-05-07
"Sabine",0,66,2022-05-07
"San Augustine",0,173,2022-05-07
"San Jacinto",0.08,46,2022-05-07
"San Patricio",0.038,195,2022-05-07
"San Saba",0,7,2022-05-07
"Schleicher",0,1,2022-05-07
"Scurry",0,24,2022-05-07
"Shackelford",0,1,2022-05-07
"Shelby",0.039,68,2022-05-07
"Sherman",,1,2022-05-07
"Smith",0.026,640,2022-05-07
"Somervell",0,4,2022-05-07
"Starr",0.072,88,2022-05-07
"Stephens",0,7,2022-05-07
"Sterling",,2,2022-05-07
"Stonewall",,1,2022-05-07
"Sutton",0,0,2022-05-07
"Swisher",0,0,2022-05-07
"Tarrant",0.065,6134,2022-05-07
"Taylor",0.075,94,2022-05-07
"Terrell",,1,2022-05-07
"Terry",0.077,11,2022-05-07
"Throckmorton",,0,2022-05-07
"Titus",0.013,69,2022-05-07
"Tom Green",0.109,70,2022-05-07
"Travis",0.142,5880,2022-05-07
"Trinity",0.045,30,2022-05-07
"Tyler",0.028,40,2022-05-07
"Upshur",0.043,28,2022-05-07
"Upton",,2,2022-05-07
"Uvalde",0.015,69,2022-05-07
"Val Verde",0.019,81,2022-05-07
"Van Zandt",0.05,110,2022-05-07
"Victoria",0.091,251,2022-05-07
"Walker",0.042,385,2022-05-07
"Waller",0.031,137,2022-05-07
"Ward",0,7,2022-05-07
"Washington",0.024,85,2022-05-07
"Webb",0.043,523,2022-05-07
"Wharton",0.064,81,2022-05-07
"Wheeler",0.5,0,2022-05-07
"Wichita",0.081,180,2022-05-07
"Wilbarger",0.058,56,2022-05-07
"Willacy",0.119,102,2022-05-07
"Williamson",0.119,2253,2022-05-07
"Wilson",0.043,103,2022-05-07
"Winkler",0,4,2022-05-07
"Wise",0.081,92,2022-05-07
"Wood",0.029,56,2022-05-07
"Yoakum",0.05,4,2022-05-07
"Young",0,28,2022-05-07
"Zapata",0.143,17,2022-05-07
"Zavala",0.056,21,2022-05-07
