"County","TPR_CPR","Tests","Date"
"Anderson",0.213,364,2022-09-05
"Andrews",0.2,22,2022-09-05
"Angelina",0.187,175,2022-09-05
"Aransas",0.176,209,2022-09-05
"Archer",0.321,43,2022-09-05
"Armstrong",0,14,2022-09-05
"Atascosa",0.215,252,2022-09-05
"Austin",0.163,194,2022-09-05
"Bailey",0,13,2022-09-05
"Bandera",0.134,105,2022-09-05
"Bastrop",0.262,505,2022-09-05
"Baylor",0.333,13,2022-09-05
"Bee",0.259,147,2022-09-05
"Bell",0.207,4137,2022-09-05
"Bexar",0.233,15486,2022-09-05
"Blanco",0.109,61,2022-09-05
"Borden",0,0,2022-09-05
"Bosque",0.321,80,2022-09-05
"Bowie",0.153,443,2022-09-05
"Brazoria",0.154,4924,2022-09-05
"Brazos",0.289,1928,2022-09-05
"Brewster",0.217,42,2022-09-05
"Briscoe",0,22,2022-09-05
"Brooks",0.154,19,2022-09-05
"Brown",0.087,47,2022-09-05
"Burleson",0.114,179,2022-09-05
"Burnet",0.194,250,2022-09-05
"Caldwell",0.268,427,2022-09-05
"Calhoun",0.197,102,2022-09-05
"Callahan",0.25,33,2022-09-05
"Cameron",0.243,2143,2022-09-05
"Camp",0.167,63,2022-09-05
"Carson",0.3,17,2022-09-05
"Cass",0.174,110,2022-09-05
"Castro",0.187,135,2022-09-05
"Chambers",0.215,402,2022-09-05
"Cherokee",0.102,223,2022-09-05
"Childress",0.143,25,2022-09-05
"Clay",0.25,40,2022-09-05
"Cochran",0.125,13,2022-09-05
"Coke",0.667,3,2022-09-05
"Coleman",0.05,56,2022-09-05
"Collin",0.253,6319,2022-09-05
"Collingsworth",0.4,8,2022-09-05
"Colorado",0.152,57,2022-09-05
"Comal",0.219,594,2022-09-05
"Comanche",0.192,36,2022-09-05
"Concho",0,12,2022-09-05
"Cooke",0.133,239,2022-09-05
"Coryell",0.168,419,2022-09-05
"Cottle",0.125,3,2022-09-05
"Crane",0.143,15,2022-09-05
"Crockett",1,1,2022-09-05
"Crosby",0.125,33,2022-09-05
"Culberson",0,3,2022-09-05
"Dallam",0,4,2022-09-05
"Dallas",0.238,18352,2022-09-05
"Dawson",0,12,2022-09-05
"Deaf Smith",0.146,155,2022-09-05
"Delta",0,10,2022-09-05
"Denton",0.25,4799,2022-09-05
"DeWitt",0.257,82,2022-09-05
"Dickens",0,1,2022-09-05
"Dimmit",0.214,24,2022-09-05
"Donley",0.167,5,2022-09-05
"Duval",0.3,123,2022-09-05
"Eastland",0.224,92,2022-09-05
"Ector",0.224,416,2022-09-05
"Edwards",0.333,12,2022-09-05
"El Paso",0.138,4889,2022-09-05
"Ellis",0.209,1156,2022-09-05
"Erath",0.216,177,2022-09-05
"Falls",0.222,58,2022-09-05
"Fannin",0.049,289,2022-09-05
"Fayette",0.225,42,2022-09-05
"Fisher",0.2,11,2022-09-05
"Floyd",0.2,41,2022-09-05
"Foard",0,3,2022-09-05
"Fort Bend",0.205,5824,2022-09-05
"Franklin",0.289,47,2022-09-05
"Freestone",0.144,130,2022-09-05
"Frio",0.04,378,2022-09-05
"Gaines",0.067,20,2022-09-05
"Galveston",0.203,3649,2022-09-05
"Garza",0.091,20,2022-09-05
"Gillespie",0.338,83,2022-09-05
"Glasscock",0,3,2022-09-05
"Goliad",0.226,34,2022-09-05
"Gonzales",0.25,54,2022-09-05
"Gray",0.267,35,2022-09-05
"Grayson",0.213,455,2022-09-05
"Gregg",0.295,240,2022-09-05
"Grimes",0.185,211,2022-09-05
"Guadalupe",0.252,585,2022-09-05
"Hale",0.217,239,2022-09-05
"Hall",0.143,9,2022-09-05
"Hamilton",0.163,72,2022-09-05
"Hansford",0,7,2022-09-05
"Hardeman",0.182,10,2022-09-05
"Hardin",0.156,221,2022-09-05
"Harris",0.187,37136,2022-09-05
"Harrison",0.261,136,2022-09-05
"Hartley",0,1,2022-09-05
"Haskell",0.5,9,2022-09-05
"Hays",0.248,1845,2022-09-05
"Hemphill",0.75,4,2022-09-05
"Henderson",0.204,310,2022-09-05
"Hidalgo",0.196,5652,2022-09-05
"Hill",0.131,185,2022-09-05
"Hockley",0.196,282,2022-09-05
"Hood",0.288,230,2022-09-05
"Hopkins",0.327,177,2022-09-05
"Houston",0.145,59,2022-09-05
"Howard",0.025,49,2022-09-05
"Hudspeth",0.2,17,2022-09-05
"Hunt",0.28,364,2022-09-05
"Hutchinson",0.367,43,2022-09-05
"Irion",0,15,2022-09-05
"Jack",0.231,14,2022-09-05
"Jackson",0.165,106,2022-09-05
"Jasper",0.276,138,2022-09-05
"Jeff Davis",0.167,6,2022-09-05
"Jefferson",0.22,1158,2022-09-05
"Jim Hogg",0,10,2022-09-05
"Jim Wells",0.093,511,2022-09-05
"Johnson",0.208,1303,2022-09-05
"Jones",0.096,18,2022-09-05
"Karnes",0.172,46,2022-09-05
