Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-03-15,73301,105,58,50
2021-03-15,73344,NA,NA,NA
2021-03-15,73960,13,7,NA
2021-03-15,75001,4485,3103,1528
2021-03-15,75002,22536,14601,8229
2021-03-15,75006,12387,8553,4180
2021-03-15,75007,18723,12527,6539
2021-03-15,75009,5003,3230,1827
2021-03-15,75010,12066,8076,4227
2021-03-15,75011,125,86,43
2021-03-15,75013,18674,12193,6783
2021-03-15,75014,79,56,29
2021-03-15,75015,31,23,8
2021-03-15,75016,59,44,15
2021-03-15,75017,39,29,11
2021-03-15,75019,18342,12402,6767
2021-03-15,75020,5798,3789,2257
2021-03-15,75021,1858,1199,735
2021-03-15,75022,10397,6839,3675
2021-03-15,75023,16859,11108,5981
2021-03-15,75024,15078,10193,5189
2021-03-15,75025,20331,13696,6981
2021-03-15,75026,138,96,46
2021-03-15,75027,62,38,25
2021-03-15,75028,18584,12261,6582
2021-03-15,75029,54,41,16
2021-03-15,75030,114,72,42
2021-03-15,75032,11310,7367,4209
2021-03-15,75033,13687,8918,4991
2021-03-15,75034,16659,10757,6179
2021-03-15,75035,25953,17532,8870
2021-03-15,75038,5752,3949,1929
2021-03-15,75039,6647,4598,2220
2021-03-15,75040,14793,10103,5029
2021-03-15,75041,5390,3617,1868
2021-03-15,75042,7188,4931,2456
2021-03-15,75043,15908,10475,5691
2021-03-15,75044,15222,10183,5346
2021-03-15,75045,76,56,21
2021-03-15,75046,56,36,20
2021-03-15,75047,43,29,15
2021-03-15,75048,8042,5280,2927
2021-03-15,75049,98,65,35
2021-03-15,75050,7811,5328,2624
2021-03-15,75051,6172,4402,1886
2021-03-15,75052,23451,16294,7720
2021-03-15,75053,88,70,20
2021-03-15,75054,5133,3471,1766
2021-03-15,75056,19729,13094,6944
2021-03-15,75057,2538,1699,877
2021-03-15,75058,842,533,325
2021-03-15,75060,9691,6580,3210
2021-03-15,75061,9612,6565,3253
2021-03-15,75062,10065,6735,3491
2021-03-15,75063,14092,9830,4683
2021-03-15,75065,3739,2397,1390
2021-03-15,75067,14161,9562,4862
2021-03-15,75068,14952,10215,4968
2021-03-15,75069,12559,7885,4797
2021-03-15,75070,16385,11078,5597
2021-03-15,75071,18961,12419,6763
2021-03-15,75074,12862,8815,4279
2021-03-15,75075,14707,9816,5103
2021-03-15,75076,2792,1845,1001
2021-03-15,75077,15567,10075,5639
2021-03-15,75078,9819,6478,3485
2021-03-15,75080,15543,10257,5544
2021-03-15,75081,12281,8453,4183
2021-03-15,75082,11240,7396,4026
2021-03-15,75083,159,102,58
2021-03-15,75085,67,45,24
2021-03-15,75086,215,129,86
2021-03-15,75087,12966,8566,4884
2021-03-15,75088,8931,5889,3214
2021-03-15,75089,9951,6745,3455
2021-03-15,75090,3910,2556,1561
2021-03-15,75091,198,125,77
2021-03-15,75092,6571,4268,2536
2021-03-15,75093,23507,15002,8800
2021-03-15,75094,8703,5794,3083
2021-03-15,75097,58,38,20
2021-03-15,75098,16453,10651,6022
2021-03-15,75099,NA,NA,NA
2021-03-15,75101,81,57,28
2021-03-15,75102,498,302,196
2021-03-15,75103,2918,2099,875
2021-03-15,75104,12967,8961,4257
2021-03-15,75105,114,74,42
2021-03-15,75106,160,108,52
2021-03-15,75109,2201,1316,888
2021-03-15,75110,9248,5823,3441
2021-03-15,75114,1140,773,396
2021-03-15,75115,16101,10936,5420
2021-03-15,75116,4391,2993,1485
2021-03-15,75117,758,538,238
2021-03-15,75118,27,16,11
2021-03-15,75119,6799,4457,2536
2021-03-15,75120,221,142,83
2021-03-15,75121,49,32,20
2021-03-15,75123,177,122,59
2021-03-15,75124,898,635,294
2021-03-15,75125,1249,886,388
2021-03-15,75126,13415,8935,4709
2021-03-15,75127,266,173,95
2021-03-15,75132,73,49,28
2021-03-15,75134,3881,2650,1307
2021-03-15,75135,1417,940,500
2021-03-15,75137,5632,3749,1963
2021-03-15,75138,156,98,59
2021-03-15,75140,1602,1047,575
2021-03-15,75141,674,455,226
2021-03-15,75142,3736,2608,1234
2021-03-15,75143,2939,1984,1023
2021-03-15,75144,1369,829,546
2021-03-15,75146,4741,3272,1558
2021-03-15,75147,1481,1041,536
2021-03-15,75148,1221,881,361
2021-03-15,75149,11139,7564,3800
2021-03-15,75150,12971,8710,4551
2021-03-15,75151,199,117,83
2021-03-15,75152,1130,746,409
2021-03-15,75153,159,100,59
2021-03-15,75154,11389,7766,3805
2021-03-15,75155,508,349,171
2021-03-15,75156,3218,2268,1072
2021-03-15,75157,62,43,21
2021-03-15,75158,916,640,319
2021-03-15,75159,3169,2118,1128
2021-03-15,75160,5778,3801,2041
2021-03-15,75161,1463,968,520
2021-03-15,75163,646,432,225
2021-03-15,75164,79,53,31
2021-03-15,75165,14407,9384,5376
2021-03-15,75166,1268,841,450
2021-03-15,75167,3550,2331,1303
2021-03-15,75168,280,174,107
2021-03-15,75169,2887,2001,967
2021-03-15,75172,549,385,170
2021-03-15,75173,1328,872,476
2021-03-15,75180,3199,2197,1035
2021-03-15,75181,6326,4257,2184
2021-03-15,75182,3527,2203,1365
2021-03-15,75185,95,58,41
2021-03-15,75187,39,27,12
2021-03-15,75189,6871,4661,2477
2021-03-15,75201,6027,4085,2117
2021-03-15,75202,853,604,269
2021-03-15,75203,2730,1809,970
2021-03-15,75204,10822,7357,3883
2021-03-15,75205,11474,7135,4517
2021-03-15,75206,14366,9673,5158
2021-03-15,75207,1570,1082,520
2021-03-15,75208,10635,7062,3810
2021-03-15,75209,7697,4761,3043
2021-03-15,75210,1112,751,384
2021-03-15,75211,13272,8998,4481
2021-03-15,75212,5756,3890,2041
2021-03-15,75214,17051,11282,6326
2021-03-15,75215,3477,2473,1125
2021-03-15,75216,9311,6376,3150
2021-03-15,75217,12124,8540,4014
2021-03-15,75218,10703,7025,3937
2021-03-15,75219,14231,8799,5640
2021-03-15,75220,9105,6022,3247
2021-03-15,75221,25,18,13
2021-03-15,75222,136,84,53
2021-03-15,75223,3405,2336,1152
2021-03-15,75224,6896,4733,2372
2021-03-15,75225,15591,9615,6256
2021-03-15,75226,1244,891,427
2021-03-15,75227,10997,7627,3674
2021-03-15,75228,15224,10426,5201
2021-03-15,75229,13477,8742,5099
2021-03-15,75230,16720,10452,6584
2021-03-15,75231,9399,6206,3379
2021-03-15,75232,7518,4855,2724
2021-03-15,75233,3598,2385,1246
2021-03-15,75234,9333,6217,3369
2021-03-15,75235,8357,5136,3457
2021-03-15,75236,2703,1873,873
2021-03-15,75237,2083,1438,679
2021-03-15,75238,10636,7071,3823
2021-03-15,75240,5173,3462,1856
2021-03-15,75241,5699,3889,1931
2021-03-15,75242,65,39,28
2021-03-15,75243,14237,9546,4995
2021-03-15,75244,5560,3603,2078
2021-03-15,75246,867,572,308
2021-03-15,75247,466,336,233
2021-03-15,75248,17505,11263,6712
2021-03-15,75249,3186,2243,1052
2021-03-15,75250,10,8,NA
2021-03-15,75251,1359,833,541
2021-03-15,75252,12217,7552,4820
2021-03-15,75253,2324,1593,765
2021-03-15,75254,5570,3674,2036
2021-03-15,75260,NA,NA,NA
2021-03-15,75261,65,45,26
2021-03-15,75262,12,9,NA
2021-03-15,75263,NA,NA,NA
2021-03-15,75264,NA,NA,NA
2021-03-15,75265,9,7,NA
2021-03-15,75266,20,14,NA
2021-03-15,75267,NA,NA,NA
2021-03-15,75270,9,NA,NA
2021-03-15,75275,16,14,NA
2021-03-15,75277,7,NA,NA
2021-03-15,75283,NA,NA,NA
2021-03-15,75284,8,NA,NA
2021-03-15,75285,NA,NA,NA
2021-03-15,75287,11326,7557,4002
2021-03-15,75301,NA,NA,NA
2021-03-15,75303,NA,NA,NA
2021-03-15,75312,NA,NA,NA
2021-03-15,75313,41,28,13
2021-03-15,75315,40,26,14
2021-03-15,75320,NA,NA,NA
2021-03-15,75336,22,13,9
2021-03-15,75339,26,17,9
2021-03-15,75342,NA,NA,NA
2021-03-15,75354,41,28,17
2021-03-15,75355,26,18,10
2021-03-15,75356,24,14,11
2021-03-15,75357,46,30,17
2021-03-15,75358,NA,NA,NA
2021-03-15,75360,91,55,37
2021-03-15,75367,84,51,36
2021-03-15,75368,NA,NA,NA
2021-03-15,75370,66,47,21
2021-03-15,75371,NA,NA,NA
2021-03-15,75372,8,NA,NA
2021-03-15,75374,45,32,13
2021-03-15,75376,64,37,28
2021-03-15,75378,NA,NA,NA
2021-03-15,75379,108,67,44
2021-03-15,75380,99,63,36
2021-03-15,75381,28,18,10
2021-03-15,75382,58,35,24
2021-03-15,75390,54,29,25
2021-03-15,75393,NA,NA,NA
2021-03-15,75395,NA,NA,NA
2021-03-15,75397,NA,NA,NA
2021-03-15,75401,2967,2021,992
2021-03-15,75402,5459,3536,1992
2021-03-15,75403,61,39,24
2021-03-15,75404,86,57,29
2021-03-15,75407,4123,2794,1402
2021-03-15,75409,4140,2719,1499
2021-03-15,75410,1155,799,390
2021-03-15,75411,313,205,108
2021-03-15,75412,183,114,69
2021-03-15,75413,53,34,19
2021-03-15,75414,761,479,310
2021-03-15,75415,44,32,12
2021-03-15,75416,843,536,310
2021-03-15,75417,605,381,226
2021-03-15,75418,3239,2104,1192
2021-03-15,75420,244,154,93
2021-03-15,75421,250,165,85
2021-03-15,75422,748,490,274
2021-03-15,75423,616,417,225
2021-03-15,75424,727,487,253
2021-03-15,75425,22,16,NA
2021-03-15,75426,1451,901,561
2021-03-15,75428,1703,1162,596
2021-03-15,75429,118,72,47
2021-03-15,75431,272,179,100
2021-03-15,75432,832,548,298
2021-03-15,75433,528,360,185
2021-03-15,75434,36,25,11
2021-03-15,75435,279,194,88
2021-03-15,75436,425,279,147
2021-03-15,75437,196,133,64
2021-03-15,75438,330,205,128
2021-03-15,75439,212,133,83
2021-03-15,75440,1573,1076,514
2021-03-15,75441,29,18,11
2021-03-15,75442,2268,1502,803
2021-03-15,75443,22,13,9
2021-03-15,75444,58,39,24
2021-03-15,75446,1277,729,558
2021-03-15,75447,278,177,108
2021-03-15,75448,140,93,53
2021-03-15,75449,237,162,79
2021-03-15,75450,60,38,22
2021-03-15,75451,232,162,80
2021-03-15,75452,956,661,335
2021-03-15,75453,754,507,256
2021-03-15,75454,3437,2235,1247
2021-03-15,75455,5432,3659,1942
2021-03-15,75456,254,162,101
2021-03-15,75457,1625,1042,594
2021-03-15,75458,43,28,16
2021-03-15,75459,868,560,329
2021-03-15,75460,5780,3901,1932
2021-03-15,75461,116,70,50
2021-03-15,75462,4578,2860,1737
2021-03-15,75468,313,203,113
2021-03-15,75469,143,86,58
2021-03-15,75470,62,39,23
2021-03-15,75471,206,148,69
2021-03-15,75472,671,478,203
2021-03-15,75473,1227,789,442
2021-03-15,75474,2817,1931,958
2021-03-15,75475,44,30,16
2021-03-15,75476,319,208,115
2021-03-15,75477,223,153,72
2021-03-15,75478,198,126,73
2021-03-15,75479,392,260,144
2021-03-15,75480,431,285,154
2021-03-15,75481,120,74,49
2021-03-15,75482,5292,3356,1975
2021-03-15,75483,168,98,73
2021-03-15,75485,40,30,11
2021-03-15,75486,703,442,267
2021-03-15,75487,278,192,95
2021-03-15,75488,296,189,110
2021-03-15,75489,216,139,82
2021-03-15,75490,613,427,212
2021-03-15,75491,1007,670,368
2021-03-15,75492,198,116,84
2021-03-15,75493,62,43,21
2021-03-15,75494,2168,1468,758
2021-03-15,75495,2367,1566,870
2021-03-15,75496,861,556,326
2021-03-15,75497,1181,795,407
2021-03-15,75501,5338,3841,1642
2021-03-15,75503,8646,5735,3047
2021-03-15,75504,55,32,23
2021-03-15,75505,131,96,38
2021-03-15,75507,NA,NA,NA
2021-03-15,75550,212,141,71
2021-03-15,75551,2137,1583,573
2021-03-15,75554,429,279,175
2021-03-15,75555,164,128,36
2021-03-15,75556,193,143,52
2021-03-15,75558,298,200,113
2021-03-15,75559,1014,745,369
2021-03-15,75560,188,140,54
2021-03-15,75561,810,593,252
2021-03-15,75562,28,25,NA
2021-03-15,75563,816,652,245
2021-03-15,75564,18,16,NA
2021-03-15,75565,26,21,NA
2021-03-15,75566,121,106,19
2021-03-15,75567,578,418,197
2021-03-15,75568,500,385,141
2021-03-15,75569,486,343,155
2021-03-15,75570,1454,1078,548
2021-03-15,75571,547,403,181
2021-03-15,75572,569,435,140
2021-03-15,75573,85,55,31
2021-03-15,75574,207,161,61
2021-03-15,75601,4681,2900,1800
2021-03-15,75602,3475,2284,1233
2021-03-15,75603,1768,1136,643
2021-03-15,75604,6995,4406,2622
2021-03-15,75605,11600,7091,4571
2021-03-15,75606,217,135,84
2021-03-15,75607,194,132,62
2021-03-15,75608,295,188,111
2021-03-15,75615,NA,NA,NA
2021-03-15,75630,579,443,160
2021-03-15,75631,385,258,144
2021-03-15,75633,2710,1810,1086
2021-03-15,75636,66,52,15
2021-03-15,75637,26,15,12
2021-03-15,75638,1094,760,354
2021-03-15,75639,303,211,122
2021-03-15,75640,833,566,276
2021-03-15,75641,12,9,NA
2021-03-15,75642,64,43,28
2021-03-15,75643,260,181,92
2021-03-15,75644,2534,1778,821
2021-03-15,75645,1999,1354,679
2021-03-15,75647,2774,1809,1002
2021-03-15,75650,2263,1463,830
2021-03-15,75651,458,319,166
2021-03-15,75652,2804,1863,1021
2021-03-15,75653,218,138,88
2021-03-15,75654,2415,1556,913
2021-03-15,75656,782,567,237
2021-03-15,75657,1984,1398,609
2021-03-15,75658,25,18,9
2021-03-15,75659,13,9,NA
2021-03-15,75660,130,82,48
2021-03-15,75661,490,339,182
2021-03-15,75662,4432,2892,1591
2021-03-15,75663,306,195,111
2021-03-15,75666,35,23,13
2021-03-15,75667,216,146,73
2021-03-15,75668,315,232,86
2021-03-15,75669,132,89,57
2021-03-15,75670,2866,1997,956
2021-03-15,75671,222,145,83
2021-03-15,75672,4148,2720,1538
2021-03-15,75680,NA,NA,NA
2021-03-15,75681,538,351,203
2021-03-15,75682,123,75,50
2021-03-15,75683,583,398,208
2021-03-15,75684,974,667,318
2021-03-15,75685,23,19,10
2021-03-15,75686,2901,1933,1042
2021-03-15,75687,15,11,NA
2021-03-15,75688,78,58,21
2021-03-15,75689,14,11,NA
2021-03-15,75691,927,575,361
2021-03-15,75692,606,458,245
2021-03-15,75693,1498,962,545
2021-03-15,75694,60,38,24
2021-03-15,75701,9682,6051,3675
2021-03-15,75702,3571,2372,1249
2021-03-15,75703,17299,10543,6822
