Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-03-21,73301,269,149,125
2022-03-21,73344,NA,NA,NA
2022-03-21,73960,27,14,13
2022-03-21,75001,23127,13009,10968
2022-03-21,75002,95836,51478,45830
2022-03-21,75006,64828,35397,30642
2022-03-21,75007,77992,41835,37403
2022-03-21,75009,22756,12459,10950
2022-03-21,75010,49097,26400,23589
2022-03-21,75011,601,333,280
2022-03-21,75013,75994,40922,36066
2022-03-21,75014,360,203,164
2022-03-21,75015,219,117,106
2022-03-21,75016,398,216,189
2022-03-21,75017,172,98,76
2022-03-21,75019,73322,39694,35011
2022-03-21,75020,22372,12644,10825
2022-03-21,75021,7205,4109,3476
2022-03-21,75022,38187,20388,18475
2022-03-21,75023,65961,35472,31450
2022-03-21,75024,73406,39629,34929
2022-03-21,75025,86279,46218,41090
2022-03-21,75026,484,262,231
2022-03-21,75027,220,123,105
2022-03-21,75028,69221,37056,33315
2022-03-21,75029,325,179,155
2022-03-21,75030,340,182,162
2022-03-21,75032,42091,23093,20030
2022-03-21,75033,63706,34441,30463
2022-03-21,75034,71725,39223,34022
2022-03-21,75035,128066,68735,61020
2022-03-21,75036,50810,27269,24244
2022-03-21,75038,43994,24140,20816
2022-03-21,75039,38744,21362,18380
2022-03-21,75040,83745,45473,39587
2022-03-21,75041,37433,20577,17480
2022-03-21,75042,49750,27249,23308
2022-03-21,75043,75816,41156,35865
2022-03-21,75044,63513,34209,30305
2022-03-21,75045,316,170,148
2022-03-21,75046,157,90,70
2022-03-21,75047,153,86,70
2022-03-21,75048,37457,20070,17979
2022-03-21,75049,348,187,169
2022-03-21,75050,45897,25343,21522
2022-03-21,75051,43513,24066,20253
2022-03-21,75052,119968,65052,56844
2022-03-21,75053,404,230,182
2022-03-21,75054,22182,11911,10582
2022-03-21,75056,92420,49769,44362
2022-03-21,75057,17209,9480,8049
2022-03-21,75058,3524,1958,1724
2022-03-21,75059,17,10,8
2022-03-21,75060,60241,32829,28379
2022-03-21,75061,65405,35917,30606
2022-03-21,75062,62548,34478,29461
2022-03-21,75063,77417,42193,36894
