Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-08-23,73301,193,110,88
2021-08-23,73344,NA,NA,NA
2021-08-23,73960,23,12,11
2021-08-23,75001,19263,11019,9202
2021-08-23,75002,79419,43494,37820
2021-08-23,75006,51538,29149,24098
2021-08-23,75007,64692,35385,31088
2021-08-23,75009,17648,9916,8424
2021-08-23,75010,41104,22400,19872
2021-08-23,75011,424,244,199
2021-08-23,75013,63036,34234,30142
2021-08-23,75014,262,153,116
2021-08-23,75015,154,86,71
2021-08-23,75016,287,162,130
2021-08-23,75017,134,78,58
2021-08-23,75019,59698,32920,29009
2021-08-23,75020,17029,10079,8400
2021-08-23,75021,5481,3279,2710
2021-08-23,75022,32531,17471,15830
2021-08-23,75023,55543,30226,26582
2021-08-23,75024,60312,32637,29130
2021-08-23,75025,72280,38970,34771
2021-08-23,75026,341,190,161
2021-08-23,75027,179,99,85
2021-08-23,75028,58492,31465,28481
2021-08-23,75029,236,133,112
2021-08-23,75030,253,141,117
2021-08-23,75032,33787,19236,15738
2021-08-23,75033,52096,28504,25072
2021-08-23,75034,58226,32144,27970
2021-08-23,75035,103567,56062,49833
2021-08-23,75036,42049,22662,20367
2021-08-23,75038,33704,18955,15909
2021-08-23,75039,31752,17615,15364
2021-08-23,75040,65837,36936,30689
2021-08-23,75041,27741,15865,12660
2021-08-23,75042,37665,21401,17303
2021-08-23,75043,59223,33302,27498
2021-08-23,75044,52615,29053,24945
2021-08-23,75045,228,127,105
2021-08-23,75046,150,83,72
2021-08-23,75047,100,59,44
2021-08-23,75048,30322,16676,14433
2021-08-23,75049,270,150,129
2021-08-23,75050,33672,19300,15585
2021-08-23,75051,31180,17943,14255
2021-08-23,75052,93876,52584,44012
2021-08-23,75053,280,175,119
2021-08-23,75054,17280,9470,8178
2021-08-23,75056,75239,41256,36147
2021-08-23,75057,12776,7248,5901
2021-08-23,75058,2680,1565,1295
2021-08-23,75059,16,10,8
2021-08-23,75060,45224,25823,20654
2021-08-23,75061,47665,27435,21639
2021-08-23,75062,47795,27282,22187
2021-08-23,75063,61931,34251,29930
2021-08-23,75065,12011,6595,5757
2021-08-23,75067,65880,36839,31100
2021-08-23,75068,64042,35309,30513
2021-08-23,75069,36551,20439,17268
2021-08-23,75070,63894,35148,30447
2021-08-23,75071,67299,37123,32088
2021-08-23,75072,59431,32558,28482
2021-08-23,75074,55668,31013,26193
2021-08-23,75075,43643,23982,20749
2021-08-23,75076,6867,3892,3363
2021-08-23,75077,42794,23112,20802
2021-08-23,75078,37135,20437,17845
2021-08-23,75080,54162,29994,25797
2021-08-23,75081,43003,23998,20320
2021-08-23,75082,35137,19185,16869
2021-08-23,75083,518,290,244
2021-08-23,75085,179,103,85
2021-08-23,75086,445,243,208
2021-08-23,75087,38120,21709,17887
2021-08-23,75088,28027,15604,13323
2021-08-23,75089,36745,20582,17380
2021-08-23,75090,15452,9335,7519
2021-08-23,75091,525,306,258
