Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-04-12,73301,125,73,57
2021-04-12,73344,NA,NA,NA
2021-04-12,73960,18,10,8
2021-04-12,75001,9344,6325,3385
2021-04-12,75002,42123,27993,14992
2021-04-12,75006,24618,16445,9126
2021-04-12,75007,35198,22677,13436
2021-04-12,75009,9066,5864,3521
2021-04-12,75010,23177,14903,8910
2021-04-12,75011,229,148,91
2021-04-12,75013,35138,23291,12554
2021-04-12,75014,145,106,44
2021-04-12,75015,74,49,26
2021-04-12,75016,124,86,40
2021-04-12,75017,73,47,27
2021-04-12,75019,33709,21924,13209
2021-04-12,75020,9425,6205,4199
2021-04-12,75021,3023,1959,1346
2021-04-12,75022,19292,12152,7466
2021-04-12,75023,30804,19632,11796
2021-04-12,75024,31292,20721,11288
2021-04-12,75025,39817,25848,14717
2021-04-12,75026,241,160,88
2021-04-12,75027,109,72,42
2021-04-12,75028,34249,21496,13479
2021-04-12,75029,111,72,41
2021-04-12,75030,155,95,63
2021-04-12,75032,17715,10801,7582
2021-04-12,75033,26835,17475,10020
2021-04-12,75034,31284,20618,11533
2021-04-12,75035,54200,35646,19781
2021-04-12,75038,12799,8967,4278
2021-04-12,75039,15163,10512,5215
2021-04-12,75040,30233,20285,10849
2021-04-12,75041,11110,7528,3941
2021-04-12,75042,15091,10273,5341
2021-04-12,75043,28725,18678,10795
2021-04-12,75044,28132,18369,10487
2021-04-12,75045,151,99,54
2021-04-12,75046,92,57,38
2021-04-12,75047,64,44,23
2021-04-12,75048,15555,10256,5706
2021-04-12,75049,151,98,57
2021-04-12,75050,14918,9927,5606
2021-04-12,75051,12686,8565,4636
2021-04-12,75052,45900,30351,17087
2021-04-12,75053,183,127,65
2021-04-12,75054,9433,6021,3623
2021-04-12,75056,39561,25523,15010
2021-04-12,75057,5263,3486,1926
2021-04-12,75058,1463,948,612
2021-04-12,75060,19037,12770,6804
2021-04-12,75061,18701,12593,6818
2021-04-12,75062,19728,13369,6971
2021-04-12,75063,30155,20568,10607
2021-04-12,75065,6686,4163,2677
2021-04-12,75067,29135,19126,10895
2021-04-12,75068,31175,20347,11614
2021-04-12,75069,19642,12219,7858
2021-04-12,75070,32988,22164,11615
2021-04-12,75071,34609,22445,13034
2021-04-12,75074,26116,17171,9605
2021-04-12,75075,25654,16198,9978
2021-04-12,75076,4536,2822,1970
2021-04-12,75077,26424,16238,10749
2021-04-12,75078,19079,12475,7075
2021-04-12,75080,29978,19693,11125
2021-04-12,75081,22715,14779,8674
2021-04-12,75082,20628,13292,7788
2021-04-12,75083,298,194,114
2021-04-12,75085,112,70,46
2021-04-12,75086,294,181,119
2021-04-12,75087,20247,12363,8759
2021-04-12,75088,15326,9674,6089
2021-04-12,75089,18657,12133,7174
2021-04-12,75090,7156,4879,3172
2021-04-12,75091,317,197,135
2021-04-12,75092,11071,7224,4967
2021-04-12,75093,39038,24468,15326
2021-04-12,75094,16654,10834,6194
2021-04-12,75097,103,70,42
2021-04-12,75098,31087,20481,11344
2021-04-12,75099,11,8,NA
2021-04-12,75101,183,125,85
2021-04-12,75102,663,393,283
2021-04-12,75103,5089,3101,2251
2021-04-12,75104,24383,15838,9187
2021-04-12,75105,181,116,66
2021-04-12,75106,294,181,118
2021-04-12,75109,2888,1680,1254
2021-04-12,75110,13386,8347,5293
2021-04-12,75114,2263,1507,853
2021-04-12,75115,28564,18334,11149
2021-04-12,75116,8408,5544,3068
2021-04-12,75117,1327,818,588
2021-04-12,75118,48,31,18
2021-04-12,75119,10888,7028,4565
2021-04-12,75120,351,216,155
2021-04-12,75121,83,54,37
2021-04-12,75123,285,171,118
2021-04-12,75124,1597,1046,656
2021-04-12,75125,2492,1674,917
2021-04-12,75126,25300,16657,9590
2021-04-12,75127,503,331,195
2021-04-12,75132,124,82,51
2021-04-12,75134,7822,5249,2783
2021-04-12,75135,2498,1536,1043
2021-04-12,75137,10158,6545,3874
2021-04-12,75138,256,153,105
2021-04-12,75140,2521,1565,1062
2021-04-12,75141,1395,942,497
2021-04-12,75142,7242,4737,2827
2021-04-12,75143,5244,3453,2166
2021-04-12,75144,1875,1117,814
2021-04-12,75146,9235,6121,3451
2021-04-12,75147,2532,1697,1037
2021-04-12,75148,2159,1404,888
2021-04-12,75149,21597,14339,8004
2021-04-12,75150,24193,15894,9147
2021-04-12,75151,252,145,113
2021-04-12,75152,1827,1148,783
2021-04-12,75153,249,155,97
2021-04-12,75154,20247,12932,7909
2021-04-12,75155,930,628,353
2021-04-12,75156,5497,3575,2214
2021-04-12,75157,100,61,45
2021-04-12,75158,1783,1159,731
2021-04-12,75159,6696,4464,2573
2021-04-12,75160,10663,6833,4147
2021-04-12,75161,2725,1761,1050
2021-04-12,75163,1101,697,478
2021-04-12,75164,131,82,59
2021-04-12,75165,22266,14063,9018
2021-04-12,75166,2289,1455,900
2021-04-12,75167,5638,3490,2352
2021-04-12,75168,381,221,167
2021-04-12,75169,5308,3491,2246
2021-04-12,75172,1251,866,434
2021-04-12,75173,2390,1518,943
2021-04-12,75180,7450,5039,2693
2021-04-12,75181,12753,8282,4911
2021-04-12,75182,5626,3444,2333
2021-04-12,75185,148,92,61
2021-04-12,75187,74,42,32
2021-04-12,75189,12182,7696,5051
2021-04-12,75201,12410,8426,4591
2021-04-12,75202,1957,1369,673
2021-04-12,75203,5438,3677,1944
2021-04-12,75204,21600,14630,7953
2021-04-12,75205,18497,11712,7376
2021-04-12,75206,28320,18957,10435
2021-04-12,75207,2866,2002,1069
2021-04-12,75208,19149,12339,7345
2021-04-12,75209,12015,7320,4994
2021-04-12,75210,2096,1414,755
2021-04-12,75211,28013,18789,10256
2021-04-12,75212,10915,7252,4066
2021-04-12,75214,28407,18012,11336
2021-04-12,75215,6345,4154,2430
2021-04-12,75216,17861,11882,6534
2021-04-12,75217,25388,17354,9105
2021-04-12,75218,17852,11194,7173
2021-04-12,75219,23702,14963,9497
2021-04-12,75220,15731,10012,6200
2021-04-12,75221,51,39,27
2021-04-12,75222,206,125,84
2021-04-12,75223,6745,4464,2504
2021-04-12,75224,13237,8749,4910
2021-04-12,75225,21499,12954,9042
2021-04-12,75226,2633,1840,938
2021-04-12,75227,21264,14311,7739
2021-04-12,75228,28112,18364,10694
2021-04-12,75229,21875,13780,8795
2021-04-12,75230,24087,14677,10039
2021-04-12,75231,16511,10606,6397
2021-04-12,75232,13287,8574,4998
2021-04-12,75233,6516,4197,2446
2021-04-12,75234,19431,12994,7170
2021-04-12,75235,13156,8236,5525
2021-04-12,75236,5889,3987,2066
2021-04-12,75237,4257,2871,1497
2021-04-12,75238,17871,11337,7059
2021-04-12,75240,9933,6688,3666
2021-04-12,75241,10778,7076,4066
2021-04-12,75242,84,52,33
2021-04-12,75243,24598,15778,9556
2021-04-12,75244,9784,6293,3933
2021-04-12,75246,1465,971,529
2021-04-12,75247,784,564,351
2021-04-12,75248,28094,17656,11320
2021-04-12,75249,6595,4380,2441
2021-04-12,75250,32,26,11
2021-04-12,75251,2340,1511,907
2021-04-12,75252,20248,12948,7738
2021-04-12,75253,5669,3901,1993
2021-04-12,75254,10870,7296,3992
2021-04-12,75260,15,13,NA
2021-04-12,75261,188,143,72
2021-04-12,75262,20,13,7
2021-04-12,75263,12,9,NA
2021-04-12,75264,NA,NA,NA
2021-04-12,75265,14,8,7
2021-04-12,75266,30,20,11
2021-04-12,75267,NA,NA,NA
2021-04-12,75270,17,13,7
2021-04-12,75275,114,106,15
2021-04-12,75277,14,11,NA
2021-04-12,75283,NA,NA,NA
