Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-05-16,73301,286,159,132
2022-05-16,73344,,,
2022-05-16,73960,29,15,14
2022-05-16,75001,23376,13137,11078
2022-05-16,75002,96618,51838,46224
2022-05-16,75006,65533,35735,30979
2022-05-16,75007,78613,42126,37703
2022-05-16,75009,23101,12635,11113
2022-05-16,75010,49550,26622,23807
2022-05-16,75011,610,335,284
2022-05-16,75013,76800,41336,36444
2022-05-16,75014,361,205,163
2022-05-16,75015,224,120,108
2022-05-16,75016,397,216,189
2022-05-16,75017,176,100,78
2022-05-16,75019,74116,40072,35391
2022-05-16,75020,22640,12778,10954
2022-05-16,75021,7277,4126,3518
2022-05-16,75022,38450,20526,18606
2022-05-16,75023,66551,35782,31708
2022-05-16,75024,74127,40051,35232
2022-05-16,75025,86935,46523,41420
2022-05-16,75026,494,266,238
2022-05-16,75027,233,129,111
2022-05-16,75028,69787,37341,33589
2022-05-16,75029,334,183,159
2022-05-16,75030,346,185,165
2022-05-16,75032,42454,23258,20226
2022-05-16,75033,64688,34969,30899
2022-05-16,75034,72597,39665,34436
2022-05-16,75035,129254,69339,61585
2022-05-16,75036,51231,27477,24439
2022-05-16,75038,44565,24460,21064
2022-05-16,75039,39115,21587,18516
2022-05-16,75040,84566,45867,39993
2022-05-16,75041,37785,20762,17644
2022-05-16,75042,50297,27530,23555
2022-05-16,75043,76631,41553,36254
2022-05-16,75044,64077,34480,30582
2022-05-16,75045,318,171,149
2022-05-16,75046,154,88,69
2022-05-16,75047,157,88,72
2022-05-16,75048,37855,20273,18180
2022-05-16,75049,349,188,169
2022-05-16,75050,46495,25662,21786
2022-05-16,75051,44090,24375,20514
2022-05-16,75052,121283,65704,57469
2022-05-16,75053,408,230,184
2022-05-16,75054,22366,11997,10672
2022-05-16,75056,93126,50132,44691
2022-05-16,75057,17588,9676,8233
2022-05-16,75058,3544,1972,1734
2022-05-16,75059,17,10,8
2022-05-16,75060,60767,33061,28663
2022-05-16,75061,66175,36285,30987
2022-05-16,75062,63304,34833,29827
2022-05-16,75063,78155,42605,37193
2022-05-16,75065,14764,7987,7094
2022-05-16,75067,86271,46993,40897
2022-05-16,75068,81964,44117,39254
2022-05-16,75069,46725,25423,22272
2022-05-16,75070,80496,43519,38292
2022-05-16,75071,83885,45328,40143
2022-05-16,75072,72797,39184,34989
2022-05-16,75074,70879,38548,33485
2022-05-16,75075,52363,28321,24830
2022-05-16,75076,8550,4700,4138
2022-05-16,75077,50467,26959,24438
2022-05-16,75078,47336,25651,22698
2022-05-16,75080,64558,35156,30532
2022-05-16,75081,52901,28699,25157
2022-05-16,75082,41295,22275,19706
2022-05-16,75083,622,341,291
2022-05-16,75085,260,138,124
2022-05-16,75086,519,282,241
2022-05-16,75087,48131,26283,23041
2022-05-16,75088,34310,18578,16461
2022-05-16,75089,45620,24693,21835
2022-05-16,75090,22048,12518,10620
2022-05-16,75091,788,433,383
2022-05-16,75092,25972,14565,12675
2022-05-16,75093,77447,41713,36866
2022-05-16,75094,37229,19786,17920
2022-05-16,75097,202,114,93
2022-05-16,75098,82388,44363,39346
2022-05-16,75099,17,11,7
2022-05-16,75101,555,308,270
2022-05-16,75102,1199,659,575
2022-05-16,75103,11039,6044,5417
2022-05-16,75104,60359,32530,28625
2022-05-16,75105,299,161,144
2022-05-16,75106,775,413,369
2022-05-16,75109,4422,2375,2137
2022-05-16,75110,29322,15885,13904
2022-05-16,75114,7259,3967,3428
2022-05-16,75115,67482,36444,32049
2022-05-16,75116,23162,12620,10844
2022-05-16,75117,2890,1574,1421
2022-05-16,75118,126,70,62
2022-05-16,75119,29363,16118,13936
2022-05-16,75120,635,345,305
2022-05-16,75121,205,113,102
2022-05-16,75123,635,339,307
2022-05-16,75124,3707,2065,1773
2022-05-16,75125,7700,4206,3602
2022-05-16,75126,74243,40375,35334
2022-05-16,75127,1156,637,560
2022-05-16,75132,205,111,95
2022-05-16,75134,22963,12371,10838
2022-05-16,75135,7269,3967,3540
2022-05-16,75137,23752,12832,11253
2022-05-16,75138,482,251,235
2022-05-16,75140,5345,2938,2604
2022-05-16,75141,4522,2468,2120
2022-05-16,75142,20722,11407,9817
2022-05-16,75143,12490,6918,6021
2022-05-16,75144,3271,1773,1563
2022-05-16,75146,26036,14143,12261
2022-05-16,75147,6227,3456,2989
2022-05-16,75148,4844,2655,2344
2022-05-16,75149,64617,35532,30149
2022-05-16,75150,71751,39398,33491
2022-05-16,75151,547,292,261
2022-05-16,75152,4912,2678,2356
2022-05-16,75153,645,350,307
2022-05-16,75154,51496,27742,24578
2022-05-16,75155,3244,1772,1543
2022-05-16,75156,12593,6926,5983
2022-05-16,75157,206,113,98
2022-05-16,75158,4356,2384,2090
2022-05-16,75159,21461,11747,10097
2022-05-16,75160,26099,14239,12381
2022-05-16,75161,6911,3774,3299
2022-05-16,75163,2020,1116,980
2022-05-16,75164,278,154,136
2022-05-16,75165,51054,27689,24574
2022-05-16,75166,6099,3302,2947
2022-05-16,75167,13001,7041,6289
2022-05-16,75168,662,346,326
2022-05-16,75169,13085,7211,6464
2022-05-16,75172,4843,2655,2272
2022-05-16,75173,6937,3823,3296
2022-05-16,75180,27251,15057,12619
2022-05-16,75181,33150,17976,15676
2022-05-16,75182,11144,5965,5360
2022-05-16,75185,340,184,162
2022-05-16,75187,149,80,72
2022-05-16,75189,37553,20691,17831
2022-05-16,75201,32058,19129,15441
2022-05-16,75202,6516,4064,3095
2022-05-16,75203,16368,9135,7580
2022-05-16,75204,46795,26019,22303
2022-05-16,75205,34499,18822,16451
2022-05-16,75206,58614,32036,28052
2022-05-16,75207,7530,4676,3630
2022-05-16,75208,43061,23501,20374
2022-05-16,75209,21792,11837,10393
2022-05-16,75210,7851,4420,3610
2022-05-16,75211,88491,48468,41344
2022-05-16,75212,31737,17405,14939
2022-05-16,75214,52765,28467,25271
2022-05-16,75215,18071,10057,8425
2022-05-16,75216,56717,31336,26373
2022-05-16,75217,93925,51757,43508
2022-05-16,75218,33793,18147,16175
2022-05-16,75219,42446,23333,20258
2022-05-16,75220,47634,26413,22078
2022-05-16,75221,154,98,72
2022-05-16,75222,442,239,206
2022-05-16,75223,18288,10006,8578
2022-05-16,75224,38162,20836,17910
2022-05-16,75225,36836,20108,17654
2022-05-16,75226,6240,3548,2989
2022-05-16,75227,66750,36661,31051
2022-05-16,75228,80019,43932,37439
2022-05-16,75229,47819,26097,22657
2022-05-16,75230,43586,23701,20682
2022-05-16,75231,48851,27247,22651
2022-05-16,75232,35687,19396,16719
2022-05-16,75233,17230,9323,8115
2022-05-16,75234,51129,28174,24202
2022-05-16,75235,29744,16532,14280
2022-05-16,75236,18893,10332,8822
2022-05-16,75237,14823,8162,6835
2022-05-16,75238,40494,21869,19228
2022-05-16,75240,34103,19524,15718
2022-05-16,75241,33727,18517,15848
2022-05-16,75242,87,52,37
2022-05-16,75243,70237,38757,32752
2022-05-16,75244,20736,11532,9874
2022-05-16,75246,3575,1998,1687
2022-05-16,75247,3377,2182,1616
2022-05-16,75248,55093,29798,26229
2022-05-16,75249,17980,9713,8492
2022-05-16,75250,88,51,40
2022-05-16,75251,5486,3091,2588
2022-05-16,75252,41650,22594,19693
2022-05-16,75253,23428,12933,10842
2022-05-16,75254,31860,17664,14972
2022-05-16,75260,38,23,17
2022-05-16,75261,5014,3872,1476
2022-05-16,75262,20,14,7
2022-05-16,75263,13,7,7
2022-05-16,75264,7,,
2022-05-16,75265,45,28,17
2022-05-16,75266,42,25,17
2022-05-16,75267,14,8,
2022-05-16,75270,37,21,17
2022-05-16,75275,1033,625,425
2022-05-16,75277,45,27,20
2022-05-16,75283,18,12,
2022-05-16,75284,45,23,22
2022-05-16,75285,29,17,12
2022-05-16,75287,67478,37118,31532
2022-05-16,75301,9,,
2022-05-16,75303,,,
2022-05-16,75312,15,9,
2022-05-16,75313,148,82,71
2022-05-16,75315,159,84,77
2022-05-16,75320,16,10,7
2022-05-16,75326,14,8,8
2022-05-16,75336,82,46,38
2022-05-16,75339,118,65,54
2022-05-16,75342,10,,
2022-05-16,75354,166,92,76
2022-05-16,75355,82,47,39
2022-05-16,75356,69,36,34
2022-05-16,75357,180,100,82
2022-05-16,75358,,,
2022-05-16,75359,8,,
2022-05-16,75360,248,134,122
2022-05-16,75367,200,107,97
2022-05-16,75368,,,
2022-05-16,75370,332,182,156
2022-05-16,75371,18,9,9
2022-05-16,75372,52,28,26
2022-05-16,75373,,,
2022-05-16,75374,263,143,127
2022-05-16,75376,274,146,135
2022-05-16,75378,,,
2022-05-16,75379,266,143,127
2022-05-16,75380,344,179,167
2022-05-16,75381,146,79,70
2022-05-16,75382,213,114,104
2022-05-16,75389,,,
2022-05-16,75390,116,63,54
2022-05-16,75391,,,
2022-05-16,75392,,,
2022-05-16,75393,,,
2022-05-16,75394,,,
2022-05-16,75395,,,
2022-05-16,75397,,,
2022-05-16,75398,15,9,8
2022-05-16,75401,17683,9735,8379
2022-05-16,75402,19718,10692,9550
2022-05-16,75403,365,201,173
2022-05-16,75404,348,186,172
2022-05-16,75407,27102,14809,12967
2022-05-16,75409,21242,11575,10259
2022-05-16,75410,4051,2198,1970
2022-05-16,75411,785,437,380
2022-05-16,75412,512,290,249
2022-05-16,75413,156,93,73
2022-05-16,75414,2639,1495,1291
2022-05-16,75415,148,80,69
2022-05-16,75416,2137,1159,1038
2022-05-16,75417,1756,965,855
2022-05-16,75418,13221,7254,6412
2022-05-16,75420,965,525,469
2022-05-16,75421,759,409,367
2022-05-16,75422,2665,1439,1284
2022-05-16,75423,2358,1310,1154
2022-05-16,75424,3314,1809,1633
2022-05-16,75425,54,30,25
2022-05-16,75426,4198,2366,2110
2022-05-16,75428,8070,4452,3847
2022-05-16,75429,351,188,169
2022-05-16,75431,1632,877,792
2022-05-16,75432,2609,1421,1243
2022-05-16,75433,2235,1212,1071
2022-05-16,75434,77,42,37
2022-05-16,75435,756,415,368
2022-05-16,75436,1419,794,695
2022-05-16,75437,894,486,425
2022-05-16,75438,760,420,372
2022-05-16,75439,664,370,330
2022-05-16,75440,5868,3161,2837
2022-05-16,75441,90,50,41
2022-05-16,75442,10039,5487,4862
2022-05-16,75443,178,111,80
2022-05-16,75444,219,121,109
2022-05-16,75446,2827,1517,1398
2022-05-16,75447,796,439,404
2022-05-16,75448,480,261,237
2022-05-16,75449,871,476,419
2022-05-16,75450,158,84,75
2022-05-16,75451,971,529,468
2022-05-16,75452,3632,2063,1838
2022-05-16,75453,3079,1669,1494
2022-05-16,75454,16475,8922,7941
2022-05-16,75455,25859,14341,12081
2022-05-16,75456,807,434,388
2022-05-16,75457,4947,2763,2385
2022-05-16,75458,187,98,93
2022-05-16,75459,4127,2328,2030
2022-05-16,75460,17581,9675,8466
2022-05-16,75461,357,190,173
2022-05-16,75462,10827,5887,5290
2022-05-16,75468,767,413,366
2022-05-16,75469,282,146,140
2022-05-16,75470,147,81,72
2022-05-16,75471,1059,577,513
2022-05-16,75472,3119,1698,1505
2022-05-16,75473,2984,1630,1479
2022-05-16,75474,13018,7225,6332
2022-05-16,75475,188,107,93
2022-05-16,75476,1007,547,491
2022-05-16,75477,651,357,322
2022-05-16,75478,687,372,329
2022-05-16,75479,1622,916,783
2022-05-16,75480,1465,804,706
2022-05-16,75481,298,160,145
2022-05-16,75482,21993,12000,10571
2022-05-16,75483,522,277,255
2022-05-16,75485,199,110,99
2022-05-16,75486,1662,912,814
2022-05-16,75487,1046,584,501
2022-05-16,75488,839,475,408
2022-05-16,75489,733,409,357
2022-05-16,75490,2204,1225,1099
2022-05-16,75491,4250,2386,2123
2022-05-16,75492,428,241,211
2022-05-16,75493,449,255,206
2022-05-16,75494,10048,5541,4956
2022-05-16,75495,9319,5120,4581
2022-05-16,75496,2874,1562,1403
2022-05-16,75497,3849,2080,1876
2022-05-16,75501,23992,13521,11292
2022-05-16,75503,23871,13228,11224
2022-05-16,75504,139,77,65
2022-05-16,75505,570,306,271
2022-05-16,75507,13,7,7
2022-05-16,75550,583,325,280
2022-05-16,75551,8258,4577,3942
2022-05-16,75554,1216,689,591
2022-05-16,75555,826,475,386
2022-05-16,75556,637,351,315
2022-05-16,75558,1140,626,547
2022-05-16,75559,3832,2160,1897
2022-05-16,75560,786,438,394
2022-05-16,75561,3365,1886,1628
2022-05-16,75562,95,54,49
2022-05-16,75563,2985,1706,1529
