Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-08-30,73301,192,109,88
2021-08-30,73344,NA,NA,NA
2021-08-30,73960,23,12,11
2021-08-30,75001,19507,11137,9336
2021-08-30,75002,80483,43971,38430
2021-08-30,75006,52449,29573,24593
2021-08-30,75007,65521,35741,31574
2021-08-30,75009,18005,10102,8605
2021-08-30,75010,41515,22571,20125
2021-08-30,75011,434,249,204
2021-08-30,75013,63587,34470,30470
2021-08-30,75014,276,160,124
2021-08-30,75015,161,87,77
2021-08-30,75016,294,164,135
2021-08-30,75017,138,81,59
2021-08-30,75019,60181,33118,29313
2021-08-30,75020,17344,10273,8544
2021-08-30,75021,5580,3330,2771
2021-08-30,75022,32768,17576,15967
2021-08-30,75023,56072,30482,26871
2021-08-30,75024,60840,32860,29447
2021-08-30,75025,72794,39197,35071
2021-08-30,75026,346,194,162
2021-08-30,75027,178,98,85
2021-08-30,75028,59070,31732,28799
2021-08-30,75029,248,139,118
2021-08-30,75030,255,143,118
2021-08-30,75032,34392,19516,16079
2021-08-30,75033,52922,28945,25484
2021-08-30,75034,58974,32542,28341
2021-08-30,75035,104562,56502,50409
2021-08-30,75036,42455,22865,20589
2021-08-30,75038,34268,19231,16204
2021-08-30,75039,32056,17766,15520
2021-08-30,75040,67101,37529,31371
2021-08-30,75041,28446,16187,13045
2021-08-30,75042,38431,21770,17705
2021-08-30,75043,60343,33782,28147
2021-08-30,75044,53232,29355,25268
2021-08-30,75045,232,129,107
2021-08-30,75046,152,84,73
2021-08-30,75047,105,59,49
2021-08-30,75048,30785,16889,14691
2021-08-30,75049,270,148,131
2021-08-30,75050,34510,19692,16034
2021-08-30,75051,32081,18360,14742
2021-08-30,75052,95530,53320,44939
2021-08-30,75053,291,179,126
2021-08-30,75054,17524,9602,8300
2021-08-30,75056,76316,41766,36727
2021-08-30,75057,13045,7381,6039
2021-08-30,75058,2759,1603,1339
2021-08-30,75059,12,8,NA
2021-08-30,75060,46521,26430,21354
2021-08-30,75061,49023,28103,22337
2021-08-30,75062,48829,27791,22723
2021-08-30,75063,62472,34473,30252
2021-08-30,75065,12201,6697,5851
2021-08-30,75067,67063,37418,31709
2021-08-30,75068,65162,35866,31088
2021-08-30,75069,37218,20785,17601
