Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-10-11,73301,208,117,98
2021-10-11,73344,NA,NA,NA
2021-10-11,73960,23,12,11
2021-10-11,75001,20541,11585,9939
2021-10-11,75002,84950,45834,41105
2021-10-11,75006,56700,31366,27073
2021-10-11,75007,68876,37198,33523
2021-10-11,75009,19497,10725,9534
2021-10-11,75010,43283,23323,21173
2021-10-11,75011,516,286,250
2021-10-11,75013,65860,35398,31856
2021-10-11,75014,312,176,143
2021-10-11,75015,182,97,89
2021-10-11,75016,310,168,147
2021-10-11,75017,160,90,73
2021-10-11,75019,62425,34136,30570
2021-10-11,75020,19065,11112,9466
2021-10-11,75021,6095,3600,3025
2021-10-11,75022,33942,18072,16674
2021-10-11,75023,58633,31590,28360
2021-10-11,75024,63062,33879,30693
2021-10-11,75025,75419,40347,36585
2021-10-11,75026,393,217,188
2021-10-11,75027,219,121,106
2021-10-11,75028,61238,32677,30068
2021-10-11,75029,274,153,133
2021-10-11,75030,264,145,124
2021-10-11,75032,36926,20609,17590
2021-10-11,75033,55560,30005,27126
2021-10-11,75034,62179,33938,30195
2021-10-11,75035,108519,58059,52876
2021-10-11,75036,43826,23418,21423
2021-10-11,75038,37038,20478,17747
2021-10-11,75039,33552,18449,16363
2021-10-11,75040,72629,39895,34580
2021-10-11,75041,31715,17612,14909
2021-10-11,75042,42172,23417,19824
2021-10-11,75043,65507,36063,31079
2021-10-11,75044,56019,30518,26914
2021-10-11,75045,268,145,128
2021-10-11,75046,166,93,78
2021-10-11,75047,110,61,53
2021-10-11,75048,32660,17677,15809
2021-10-11,75049,285,153,141
2021-10-11,75050,38317,21391,18159
2021-10-11,75051,35879,20138,16778
2021-10-11,75052,103270,56688,49350
2021-10-11,75053,328,190,151
2021-10-11,75054,18932,10232,9101
2021-10-11,75056,80594,43507,39351
2021-10-11,75057,14632,8103,6912
2021-10-11,75058,3092,1754,1530
2021-10-11,75059,12,7,NA
2021-10-11,75060,51539,28459,24365
2021-10-11,75061,54893,30633,25693
2021-10-11,75062,53293,29771,25239
2021-10-11,75063,65505,35864,31920
2021-10-11,75065,13059,7065,6350
2021-10-11,75067,72513,39771,34833
2021-10-11,75068,70093,37812,34132
2021-10-11,75069,40437,22186,19460
2021-10-11,75070,68430,37072,33118
2021-10-11,75071,72152,39207,34967
2021-10-11,75072,63224,34129,30778
2021-10-11,75074,60778,33283,29062
2021-10-11,75075,46025,25009,22129
2021-10-11,75076,7587,4259,3751
2021-10-11,75077,45264,24193,22252
2021-10-11,75078,39898,21588,19528
2021-10-11,75080,57096,31263,27497
2021-10-11,75081,46200,25400,22133
2021-10-11,75082,36854,19937,17862
2021-10-11,75083,551,303,263
2021-10-11,75085,199,113,93
2021-10-11,75086,463,251,219
2021-10-11,75087,41588,23180,19965
2021-10-11,75088,30331,16619,14657
2021-10-11,75089,39787,21889,19175
2021-10-11,75090,17976,10539,8897
2021-10-11,75091,624,354,313
2021-10-11,75092,22007,12692,11055
2021-10-11,75093,68107,36766,32939
2021-10-11,75094,32838,17593,15925
2021-10-11,75097,167,99,80
2021-10-11,75098,71500,38868,34408
2021-10-11,75099,11,NA,NA
2021-10-11,75101,452,265,224
2021-10-11,75102,1048,586,502
2021-10-11,75103,9662,5416,4767
2021-10-11,75104,51760,28280,24613
2021-10-11,75105,273,147,133
2021-10-11,75106,635,342,303
2021-10-11,75109,4056,2200,1964
2021-10-11,75110,25244,13889,11943
2021-10-11,75114,5992,3325,2848
2021-10-11,75115,57991,31865,27538
2021-10-11,75116,19517,10772,9162
2021-10-11,75117,2542,1420,1265
2021-10-11,75118,102,57,53
2021-10-11,75119,24959,14098,11863
2021-10-11,75120,550,309,262
2021-10-11,75121,174,98,89
2021-10-11,75123,544,288,267
2021-10-11,75124,3218,1832,1547
2021-10-11,75125,6497,3603,3049
2021-10-11,75126,61718,34058,29547
2021-10-11,75127,1014,571,492
2021-10-11,75132,196,106,92
2021-10-11,75134,19149,10472,9039
2021-10-11,75135,6140,3422,2967
2021-10-11,75137,20611,11298,9753
2021-10-11,75138,435,231,211
2021-10-11,75140,4762,2676,2320
2021-10-11,75141,3805,2104,1794
2021-10-11,75142,17570,9870,8367
2021-10-11,75143,10777,6150,5298
2021-10-11,75144,2858,1583,1377
2021-10-11,75146,21727,11956,10293
2021-10-11,75147,5352,3076,2594
2021-10-11,75148,4171,2358,2025
2021-10-11,75149,54499,30380,25507
2021-10-11,75150,59852,33317,28087
2021-10-11,75151,458,243,224
2021-10-11,75152,4149,2313,1996
