Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-02-07,73301,279,153,131
2022-02-07,73344,NA,NA,NA
2022-02-07,73960,27,14,13
2022-02-07,75001,22835,12877,10817
2022-02-07,75002,94834,51062,45267
2022-02-07,75006,63901,35013,30132
2022-02-07,75007,76981,41421,36843
2022-02-07,75009,22232,12242,10645
2022-02-07,75010,48498,26140,23266
2022-02-07,75011,586,325,274
2022-02-07,75013,75131,40544,35610
2022-02-07,75014,355,202,160
2022-02-07,75015,219,118,105
2022-02-07,75016,389,210,185
2022-02-07,75017,169,95,76
2022-02-07,75019,72268,39250,34424
2022-02-07,75020,21976,12474,10614
2022-02-07,75021,7076,4061,3404
2022-02-07,75022,37898,20276,18296
2022-02-07,75023,65221,35145,31052
2022-02-07,75024,72586,39248,34505
2022-02-07,75025,85312,45789,40582
2022-02-07,75026,482,260,231
2022-02-07,75027,223,125,106
2022-02-07,75028,68566,36788,32948
2022-02-07,75029,315,175,149
2022-02-07,75030,328,177,155
2022-02-07,75032,41604,22899,19750
2022-02-07,75033,62715,34032,29896
2022-02-07,75034,70676,38744,33475
2022-02-07,75035,125502,67644,59596
2022-02-07,75036,50061,26962,23823
2022-02-07,75038,43072,23737,20324
2022-02-07,75039,38250,21123,18150
2022-02-07,75040,82474,44952,38881
2022-02-07,75041,36764,20300,17098
2022-02-07,75042,48604,26784,22641
2022-02-07,75043,74593,40688,35127
2022-02-07,75044,62724,33875,29874
2022-02-07,75045,299,160,141
2022-02-07,75046,158,90,71
2022-02-07,75047,146,83,66
2022-02-07,75048,37027,19908,17723
2022-02-07,75049,351,190,169
2022-02-07,75050,44834,24899,20919
2022-02-07,75051,42501,23650,19684
2022-02-07,75052,117861,64256,55592
2022-02-07,75053,383,221,170
2022-02-07,75054,21544,11673,10192
2022-02-07,75056,91350,49314,43778
2022-02-07,75057,16892,9352,7863
2022-02-07,75058,3472,1935,1698
2022-02-07,75059,17,10,8
2022-02-07,75060,58861,32232,27623
2022-02-07,75061,63696,35196,29639
2022-02-07,75062,61120,33839,28706
2022-02-07,75063,76427,41734,36401
2022-02-07,75065,14448,7848,6922
2022-02-07,75067,83473,45793,39332
2022-02-07,75068,79760,43145,38059
2022-02-07,75069,45253,24766,21494
2022-02-07,75070,78313,42582,37102
2022-02-07,75071,81425,44230,38810
2022-02-07,75072,70904,38319,33972
2022-02-07,75074,68998,37684,32504
2022-02-07,75075,51430,27886,24356
2022-02-07,75076,8417,4646,4075
2022-02-07,75077,49576,26557,23955
2022-02-07,75078,45696,24885,21839
2022-02-07,75080,62920,34332,29765
2022-02-07,75081,51547,28081,24449
2022-02-07,75082,40576,21897,19401
2022-02-07,75083,598,331,278
2022-02-07,75085,249,133,118
2022-02-07,75086,511,277,238
2022-02-07,75087,46976,25817,22373
2022-02-07,75088,33605,18254,16079
2022-02-07,75089,44624,24284,21271
