Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-03-14,73301,268,147,126
2022-03-14,73344,NA,NA,NA
2022-03-14,73960,27,14,13
2022-03-14,75001,23098,12988,10961
2022-03-14,75002,95783,51453,45806
2022-03-14,75006,64731,35342,30603
2022-03-14,75007,77898,41787,37356
2022-03-14,75009,22705,12430,10929
2022-03-14,75010,49034,26371,23556
2022-03-14,75011,602,333,281
2022-03-14,75013,75921,40890,36029
2022-03-14,75014,360,203,164
2022-03-14,75015,221,118,107
2022-03-14,75016,395,214,188
2022-03-14,75017,174,99,77
2022-03-14,75019,73245,39648,34984
2022-03-14,75020,22331,12631,10799
2022-03-14,75021,7193,4105,3468
2022-03-14,75022,38154,20368,18462
2022-03-14,75023,65896,35441,31416
2022-03-14,75024,73332,39595,34890
2022-03-14,75025,86190,46178,41042
2022-03-14,75026,486,263,232
2022-03-14,75027,220,123,105
2022-03-14,75028,69157,37022,33287
2022-03-14,75029,327,180,156
2022-03-14,75030,331,178,157
2022-03-14,75032,42051,23079,20007
2022-03-14,75033,63647,34411,30433
2022-03-14,75034,71605,39165,33959
2022-03-14,75035,127896,68650,60944
2022-03-14,75036,50720,27228,24200
2022-03-14,75038,43924,24107,20780
2022-03-14,75039,38702,21335,18368
2022-03-14,75040,83619,45419,39517
2022-03-14,75041,37374,20546,17453
2022-03-14,75042,49626,27191,23246
2022-03-14,75043,75662,41085,35785
2022-03-14,75044,63463,34191,30282
2022-03-14,75045,316,170,148
2022-03-14,75046,155,89,69
2022-03-14,75047,151,85,69
2022-03-14,75048,37415,20046,17961
2022-03-14,75049,354,190,172
2022-03-14,75050,45789,25294,21466
2022-03-14,75051,43429,24011,20227
2022-03-14,75052,119768,64964,56741
2022-03-14,75053,403,230,181
2022-03-14,75054,22142,11892,10562
2022-03-14,75056,92316,49716,44317
2022-03-14,75057,17181,9466,8035
2022-03-14,75058,3522,1957,1723
2022-03-14,75059,17,10,8
2022-03-14,75060,60100,32763,28306
2022-03-14,75061,65300,35874,30545
2022-03-14,75062,62431,34424,29404
2022-03-14,75063,77326,42143,36853
2022-03-14,75065,14632,7924,7027
2022-03-14,75067,84913,46312,40238
2022-03-14,75068,81014,43639,38799
2022-03-14,75069,46064,25111,21935
2022-03-14,75070,79547,43069,37817
2022-03-14,75071,82782,44787,39589
2022-03-14,75072,71945,38766,34562
2022-03-14,75074,69888,38061,33003
2022-03-14,75075,51907,28102,24602
2022-03-14,75076,8473,4668,4105
2022-03-14,75077,49949,26685,24187
2022-03-14,75078,46508,25232,22288
2022-03-14,75080,63845,34797,30204
2022-03-14,75081,52370,28469,24873
2022-03-14,75082,40904,22073,19538
2022-03-14,75083,615,338,288
2022-03-14,75085,254,135,121
2022-03-14,75086,517,280,241
2022-03-14,75087,47523,26007,22720
2022-03-14,75088,33915,18369,16270
2022-03-14,75089,45105,24451,21571
2022-03-14,75090,21706,12361,10456
2022-03-14,75091,777,429,375
2022-03-14,75092,25559,14365,12484
2022-03-14,75093,76800,41400,36568
2022-03-14,75094,36900,19634,17754
2022-03-14,75097,194,110,89
2022-03-14,75098,81373,43885,38835
2022-03-14,75099,19,12,8
2022-03-14,75101,544,304,264
2022-03-14,75102,1177,649,561
2022-03-14,75103,10915,5986,5355
2022-03-14,75104,59583,32159,28229
2022-03-14,75105,305,165,146
2022-03-14,75106,769,410,366
2022-03-14,75109,4392,2362,2122
2022-03-14,75110,29022,15752,13749
2022-03-14,75114,7140,3906,3374
2022-03-14,75115,66641,36014,31653
2022-03-14,75116,22783,12425,10656
2022-03-14,75117,2872,1567,1412
2022-03-14,75118,131,72,65
2022-03-14,75119,29071,15993,13776
2022-03-14,75120,623,340,298
2022-03-14,75121,203,113,101
2022-03-14,75123,633,337,308
2022-03-14,75124,3665,2049,1748
2022-03-14,75125,7620,4169,3559
2022-03-14,75126,72997,39756,34712
