Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-04-05,73301,121,71,55
2021-04-05,73344,NA,NA,NA
2021-04-05,73960,16,9,7
2021-04-05,75001,7928,5380,2736
2021-04-05,75002,36112,24053,12581
2021-04-05,75006,20956,14217,7243
2021-04-05,75007,30341,20093,10827
2021-04-05,75009,7947,5177,2967
2021-04-05,75010,19707,13117,6995
2021-04-05,75011,202,137,73
2021-04-05,75013,30309,20314,10453
2021-04-05,75014,122,92,34
2021-04-05,75015,64,42,22
2021-04-05,75016,107,75,34
2021-04-05,75017,62,41,21
2021-04-05,75019,29481,19600,10908
2021-04-05,75020,8280,5461,3567
2021-04-05,75021,2650,1719,1140
2021-04-05,75022,16740,10871,6080
2021-04-05,75023,26754,17325,9826
2021-04-05,75024,26121,17630,8968
2021-04-05,75025,33908,22567,11864
2021-04-05,75026,213,142,78
2021-04-05,75027,88,60,32
2021-04-05,75028,29664,19274,10853
2021-04-05,75029,95,63,32
2021-04-05,75030,145,88,58
2021-04-05,75032,15884,10041,6262
2021-04-05,75033,22544,14995,7965
2021-04-05,75034,26723,17817,9466
2021-04-05,75035,45360,30570,15595
2021-04-05,75038,10490,7357,3323
2021-04-05,75039,12581,8839,4005
2021-04-05,75040,25201,17187,8535
2021-04-05,75041,9244,6316,3131
2021-04-05,75042,12326,8454,4126
2021-04-05,75043,24825,16325,8882
2021-04-05,75044,24054,15968,8516
2021-04-05,75045,128,87,42
2021-04-05,75046,80,53,29
2021-04-05,75047,60,39,23
2021-04-05,75048,13322,8885,4714
2021-04-05,75049,143,91,56
2021-04-05,75050,12444,8367,4343
2021-04-05,75051,10413,7184,3465
2021-04-05,75052,38159,25913,13042
2021-04-05,75053,150,109,46
2021-04-05,75054,8117,5355,2872
2021-04-05,75056,33501,22352,11746
2021-04-05,75057,4347,2945,1480
2021-04-05,75058,1284,849,512
2021-04-05,75060,16119,10781,5557
2021-04-05,75061,15930,10699,5613
2021-04-05,75062,16778,11381,5672
2021-04-05,75063,25432,17678,8367
2021-04-05,75065,5802,3719,2174
2021-04-05,75067,24220,16384,8317
2021-04-05,75068,26143,17717,8908
2021-04-05,75069,17680,11017,6936
2021-04-05,75070,28052,18996,9577
2021-04-05,75071,30242,19642,11171
2021-04-05,75074,21841,14730,7559
2021-04-05,75075,22429,14462,8319
2021-04-05,75076,4044,2577,1663
2021-04-05,75077,23386,14809,8947
2021-04-05,75078,16288,10819,5771
2021-04-05,75080,25520,16820,9182
2021-04-05,75081,19633,12987,7091
2021-04-05,75082,17753,11657,6378
2021-04-05,75083,263,173,95
2021-04-05,75085,100,63,39
2021-04-05,75086,261,157,105
2021-04-05,75087,18056,11581,7106
2021-04-05,75088,13445,8651,5054
2021-04-05,75089,16173,10757,5874
2021-04-05,75090,5980,4137,2566
2021-04-05,75091,272,166,117
2021-04-05,75092,9663,6411,4186
2021-04-05,75093,34553,21932,13129
2021-04-05,75094,14440,9621,5074
2021-04-05,75097,93,65,37
2021-04-05,75098,26860,17958,9366
2021-04-05,75099,10,7,NA
2021-04-05,75101,158,112,67
2021-04-05,75102,631,375,265
2021-04-05,75103,4450,2806,1799
2021-04-05,75104,21036,13837,7540
2021-04-05,75105,168,108,61
2021-04-05,75106,248,153,96
2021-04-05,75109,2788,1616,1193
2021-04-05,75110,12620,7832,4930
2021-04-05,75114,1931,1299,705
2021-04-05,75115,24884,16207,9295
2021-04-05,75116,7241,4822,2530
2021-04-05,75117,1174,753,485
2021-04-05,75118,47,30,17
2021-04-05,75119,9687,6372,3842
