Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-02-21,73301,274,150,129
2022-02-21,73344,NA,NA,NA
2022-02-21,73960,27,14,13
2022-02-21,75001,22989,12938,10910
2022-02-21,75002,95382,51259,45614
2022-02-21,75006,64447,35232,30444
2022-02-21,75007,77610,41675,37196
2022-02-21,75009,22485,12330,10809
2022-02-21,75010,48823,26273,23446
2022-02-21,75011,597,331,279
2022-02-21,75013,75564,40722,35854
2022-02-21,75014,358,202,163
2022-02-21,75015,220,118,106
2022-02-21,75016,393,212,187
2022-02-21,75017,174,99,77
2022-02-21,75019,72925,39511,34810
2022-02-21,75020,22155,12551,10710
2022-02-21,75021,7146,4084,3443
2022-02-21,75022,38030,20317,18387
2022-02-21,75023,65645,35323,31282
2022-02-21,75024,72990,39434,34711
2022-02-21,75025,85710,45942,40808
2022-02-21,75026,475,257,227
2022-02-21,75027,224,125,107
2022-02-21,75028,68898,36898,33154
2022-02-21,75029,325,179,155
2022-02-21,75030,329,178,155
2022-02-21,75032,41844,22982,19898
2022-02-21,75033,63276,34242,30237
2022-02-21,75034,71189,38964,33760
2022-02-21,75035,126458,68053,60127
2022-02-21,75036,50444,27121,24041
2022-02-21,75038,43566,23957,20587
2022-02-21,75039,38524,21251,18283
2022-02-21,75040,83136,45194,39275
2022-02-21,75041,37108,20426,17314
2022-02-21,75042,49171,27003,22986
2022-02-21,75043,75168,40880,35505
2022-02-21,75044,63192,34069,30135
2022-02-21,75045,306,165,143
2022-02-21,75046,156,89,70
2022-02-21,75047,151,85,69
2022-02-21,75048,37257,19978,17875
2022-02-21,75049,352,189,171
2022-02-21,75050,45436,25152,21264
2022-02-21,75051,43044,23835,20026
2022-02-21,75052,119074,64666,56367
2022-02-21,75053,389,223,174
2022-02-21,75054,21957,11823,10452
2022-02-21,75056,91917,49538,44111
2022-02-21,75057,17077,9422,7977
2022-02-21,75058,3490,1938,1709
2022-02-21,75059,17,10,8
2022-02-21,75060,59658,32560,28074
2022-02-21,75061,64776,35653,30248
2022-02-21,75062,61916,34174,29152
2022-02-21,75063,76989,41992,36683
2022-02-21,75065,14539,7880,6977
2022-02-21,75067,84360,46104,39901
2022-02-21,75068,80427,43407,38457
2022-02-21,75069,45741,24968,21766
2022-02-21,75070,79044,42863,37533
2022-02-21,75071,82223,44548,39275
2022-02-21,75072,71540,38574,34354
2022-02-21,75074,69486,37866,32797
2022-02-21,75075,51688,28004,24491
2022-02-21,75076,8462,4666,4096
2022-02-21,75077,49764,26611,24073
2022-02-21,75078,46158,25058,22114
2022-02-21,75080,63594,34686,30071
2022-02-21,75081,52171,28369,24776
2022-02-21,75082,40712,21955,19471
2022-02-21,75083,607,335,283
2022-02-21,75085,253,135,120
2022-02-21,75086,515,279,240
2022-02-21,75087,47293,25921,22584
2022-02-21,75088,33769,18310,16186
2022-02-21,75089,44910,24379,21450
2022-02-21,75090,21543,12296,10371
2022-02-21,75091,770,427,370
2022-02-21,75092,25454,14330,12427
2022-02-21,75093,76527,41290,36411
2022-02-21,75094,36792,19584,17703
2022-02-21,75097,194,110,89
2022-02-21,75098,80966,43724,38599
2022-02-21,75099,18,11,8
2022-02-21,75101,540,303,261
2022-02-21,75102,1168,642,559
2022-02-21,75103,10874,5971,5331
2022-02-21,75104,59202,32003,28014
2022-02-21,75105,307,166,148
