Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-11-01,73301,262,144,124
2021-11-01,73344,NA,NA,NA
2021-11-01,73960,23,12,11
2021-11-01,75001,20980,11797,10152
2021-11-01,75002,86359,46500,41818
2021-11-01,75006,58080,31976,27784
2021-11-01,75007,69994,37688,34098
2021-11-01,75009,19801,10882,9685
2021-11-01,75010,43862,23605,21468
2021-11-01,75011,548,305,264
2021-11-01,75013,66634,35781,32197
2021-11-01,75014,325,182,151
2021-11-01,75015,194,103,95
2021-11-01,75016,321,173,153
2021-11-01,75017,164,91,75
2021-11-01,75019,63405,34556,31017
2021-11-01,75020,19662,11342,9765
2021-11-01,75021,6282,3674,3115
2021-11-01,75022,34304,18254,16832
2021-11-01,75023,59561,32030,28827
2021-11-01,75024,63935,34300,31106
2021-11-01,75025,76582,40904,37126
2021-11-01,75026,408,223,195
2021-11-01,75027,231,128,111
2021-11-01,75028,62184,33150,30491
2021-11-01,75029,287,160,139
2021-11-01,75030,283,154,134
2021-11-01,75032,37696,20934,18011
2021-11-01,75033,56237,30315,27463
2021-11-01,75034,63327,34498,30760
2021-11-01,75035,109595,58558,53376
2021-11-01,75036,44108,23559,21551
2021-11-01,75038,37999,20937,18238
2021-11-01,75039,34172,18767,16640
2021-11-01,75040,74198,40572,35440
2021-11-01,75041,32558,18006,15352
2021-11-01,75042,43242,23856,20438
2021-11-01,75043,66850,36609,31848
2021-11-01,75044,57057,30975,27467
2021-11-01,75045,288,153,138
2021-11-01,75046,165,94,76
2021-11-01,75047,118,64,58
2021-11-01,75048,33247,17940,16108
2021-11-01,75049,292,156,145
2021-11-01,75050,39524,21929,18813
2021-11-01,75051,37183,20670,17546
2021-11-01,75052,105692,57750,50642
2021-11-01,75053,344,197,158
2021-11-01,75054,19267,10399,9265
2021-11-01,75056,81811,44014,39971
2021-11-01,75057,15086,8302,7164
2021-11-01,75058,3180,1790,1580
2021-11-01,75059,16,9,8
2021-11-01,75060,52901,29034,25123
2021-11-01,75061,56672,31376,26710
2021-11-01,75062,54782,30432,26054
2021-11-01,75063,66485,36333,32392
2021-11-01,75065,13256,7158,6465
2021-11-01,75067,74258,40590,35696
2021-11-01,75068,71182,38305,34701
2021-11-01,75069,41350,22608,19949
2021-11-01,75070,69629,37664,33692
2021-11-01,75071,73411,39846,35576
2021-11-01,75072,63998,34454,31187
2021-11-01,75074,62068,33868,29724
2021-11-01,75075,46752,25349,22488
2021-11-01,75076,7755,4330,3841
2021-11-01,75077,45756,24417,22490
2021-11-01,75078,40374,21813,19762
2021-11-01,75080,57646,31483,27764
2021-11-01,75081,47143,25822,22604
2021-11-01,75082,37386,20187,18114
2021-11-01,75083,572,316,271
2021-11-01,75085,209,116,100
2021-11-01,75086,473,256,223
2021-11-01,75087,42306,23485,20355
2021-11-01,75088,30949,16888,14978
