Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-06-28,73301,175,98,82
2021-06-28,73344,NA,NA,NA
2021-06-28,73960,23,12,11
2021-06-28,75001,17111,9690,8318
2021-06-28,75002,71146,38734,34130
2021-06-28,75006,44837,25074,21367
2021-06-28,75007,57764,31626,27770
2021-06-28,75009,15448,8541,7522
2021-06-28,75010,37245,20365,17965
2021-06-28,75011,367,211,174
2021-06-28,75013,57577,31132,27668
2021-06-28,75014,228,131,103
2021-06-28,75015,119,65,57
2021-06-28,75016,222,122,104
2021-06-28,75017,110,64,48
2021-06-28,75019,54892,30283,26737
2021-06-28,75020,15125,8825,7647
2021-06-28,75021,4785,2819,2420
2021-06-28,75022,29607,15996,14283
2021-06-28,75023,50387,27295,24231
2021-06-28,75024,55480,30034,26771
2021-06-28,75025,66276,35690,31932
2021-06-28,75026,296,163,141
2021-06-28,75027,145,81,68
2021-06-28,75028,52938,28750,25529
2021-06-28,75029,189,108,88
2021-06-28,75030,218,120,102
2021-06-28,75032,29806,16720,14152
2021-06-28,75033,46647,25422,22538
2021-06-28,75034,52112,28688,25112
2021-06-28,75035,93496,50371,45247
2021-06-28,75036,38294,20731,18453
2021-06-28,75038,29183,16406,13887
2021-06-28,75039,29179,16183,14159
2021-06-28,75040,56881,31529,27015
2021-06-28,75041,22961,12901,10787
2021-06-28,75042,31561,17784,14738
2021-06-28,75043,51035,28310,24164
2021-06-28,75044,47263,25947,22593
2021-06-28,75045,191,107,88
2021-06-28,75046,128,71,60
2021-06-28,75047,88,50,41
2021-06-28,75048,26923,14734,12905
2021-06-28,75049,226,123,111
2021-06-28,75050,28358,16045,13434
2021-06-28,75051,25924,14713,12152
2021-06-28,75052,81403,45124,38874
2021-06-28,75053,228,132,108
2021-06-28,75054,15336,8345,7332
2021-06-28,75056,66481,36647,31774
2021-06-28,75057,10467,5898,4909
2021-06-28,75058,2324,1324,1166
2021-06-28,75059,17,10,9
2021-06-28,75060,37793,21214,17706
2021-06-28,75061,39109,22208,18209
2021-06-28,75062,40703,23069,19198
2021-06-28,75063,56849,31553,27421
2021-06-28,75065,10405,5728,4989
2021-06-28,75067,56275,31435,26733
2021-06-28,75068,55582,30504,26673
2021-06-28,75069,31577,17442,15188
2021-06-28,75070,55916,30494,26886
2021-06-28,75071,59171,32372,28476
2021-06-28,75072,53075,28812,25628
2021-06-28,75074,48598,26869,23128
2021-06-28,75075,40017,21815,19181
2021-06-28,75076,6330,3514,3178
2021-06-28,75077,38520,20996,18555
2021-06-28,75078,32844,17887,15945
2021-06-28,75080,49527,27151,23896
2021-06-28,75081,38717,21452,18505
2021-06-28,75082,32604,17744,15713
2021-06-28,75083,454,249,220
2021-06-28,75085,167,94,81
2021-06-28,75086,396,220,181
2021-06-28,75087,33552,18836,16058
2021-06-28,75088,25000,13735,12083
2021-06-28,75089,32361,17943,15528
2021-06-28,75090,13080,7703,6680
2021-06-28,75091,468,264,242
2021-06-28,75092,17585,10160,8975
2021-06-28,75093,59922,32545,28828
2021-06-28,75094,28284,15348,13553
2021-06-28,75097,141,81,70
2021-06-28,75098,57346,31458,27419
2021-06-28,75099,8,NA,NA
2021-06-28,75101,323,191,168
2021-06-28,75102,827,456,398
2021-06-28,75103,7240,4037,3633
2021-06-28,75104,40866,22516,19360
2021-06-28,75105,220,118,104
2021-06-28,75106,431,237,203
2021-06-28,75109,3464,1875,1674
2021-06-28,75110,18770,10400,8840
2021-06-28,75114,4124,2323,1962
2021-06-28,75115,45731,25350,21692
2021-06-28,75116,15014,8324,7065
2021-06-28,75117,1942,1080,977
2021-06-28,75118,81,45,42
2021-06-28,75119,18509,10541,8867
2021-06-28,75120,446,249,217
2021-06-28,75121,134,75,72
2021-06-28,75123,404,218,195
2021-06-28,75124,2467,1402,1204
2021-06-28,75125,4699,2639,2198
2021-06-28,75126,45953,25723,21911
2021-06-28,75127,773,428,387
2021-06-28,75132,157,86,73
2021-06-28,75134,13727,7591,6456
2021-06-28,75135,4290,2403,2067
2021-06-28,75137,16334,8980,7759
2021-06-28,75138,332,180,157
2021-06-28,75140,3662,2039,1810
2021-06-28,75141,2675,1514,1247
2021-06-28,75142,12385,7128,5834
2021-06-28,75143,8106,4630,4016
2021-06-28,75144,2351,1306,1135
2021-06-28,75146,15512,8632,7332
2021-06-28,75147,4095,2370,2010
2021-06-28,75148,3218,1826,1577
2021-06-28,75149,40512,22684,19071
2021-06-28,75150,45373,25476,21293
2021-06-28,75151,313,172,146
2021-06-28,75152,2970,1665,1444
2021-06-28,75153,371,203,179
2021-06-28,75154,32722,18157,15469
2021-06-28,75155,1746,998,823
2021-06-28,75156,8678,4905,4201
2021-06-28,75157,138,79,66
2021-06-28,75158,2850,1609,1389
2021-06-28,75159,12738,7192,6043
2021-06-28,75160,17181,9717,8042
2021-06-28,75161,4624,2599,2204
2021-06-28,75163,1526,853,759
2021-06-28,75164,166,93,81
2021-06-28,75165,33624,18704,16169
2021-06-28,75166,4014,2206,1964
2021-06-28,75167,8629,4763,4192
