Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-10-17,73301,345,194,156
2022-10-17,73344,,,
2022-10-17,73960,30,16,14
2022-10-17,75001,23790,13372,11245
2022-10-17,75002,98391,52727,47071
2022-10-17,75006,66727,36337,31518
2022-10-17,75007,79907,42804,38275
2022-10-17,75009,23910,13086,11468
2022-10-17,75010,50586,27176,24261
2022-10-17,75011,652,354,307
2022-10-17,75013,78612,42311,37254
2022-10-17,75014,367,207,167
2022-10-17,75015,238,128,114
2022-10-17,75016,401,219,190
2022-10-17,75017,178,100,79
2022-10-17,75019,75907,41002,36187
2022-10-17,75020,23199,13053,11210
2022-10-17,75021,7440,4218,3587
2022-10-17,75022,39214,20903,18969
2022-10-17,75023,68028,36555,32387
2022-10-17,75024,75882,41078,35932
2022-10-17,75025,88672,47457,42193
2022-10-17,75026,467,251,226
2022-10-17,75027,272,149,131
2022-10-17,75028,71198,38100,34220
2022-10-17,75029,345,187,166
2022-10-17,75030,341,182,163
2022-10-17,75032,43308,23663,20654
2022-10-17,75033,65847,35573,31436
2022-10-17,75034,74289,40609,35149
2022-10-17,75035,132714,71282,63056
2022-10-17,75036,52168,27971,24863
2022-10-17,75038,45464,24972,21423
2022-10-17,75039,39907,22054,18818
2022-10-17,75040,86143,46657,40741
2022-10-17,75041,38472,21140,17936
2022-10-17,75042,51295,28063,23986
2022-10-17,75043,78133,42328,36943
2022-10-17,75044,65154,35000,31099
2022-10-17,75045,321,172,150
2022-10-17,75046,154,87,70
2022-10-17,75047,170,94,78
2022-10-17,75048,38589,20627,18536
2022-10-17,75049,351,190,168
2022-10-17,75050,47515,26205,22238
2022-10-17,75051,44931,24808,20907
2022-10-17,75052,123874,67007,58690
2022-10-17,75053,432,244,194
2022-10-17,75054,22860,12249,10903
2022-10-17,75056,94935,51130,45476
2022-10-17,75057,17893,9837,8361
2022-10-17,75058,3586,1990,1752
2022-10-17,75059,17,10,8
2022-10-17,75060,61673,33533,29080
2022-10-17,75061,67455,36960,31580
2022-10-17,75062,64601,35517,30406
2022-10-17,75063,79852,43585,37860
2022-10-17,75065,15065,8149,7230
2022-10-17,75067,87955,47900,41626
2022-10-17,75068,83499,44947,39921
2022-10-17,75069,47888,26041,22803
2022-10-17,75070,83126,44940,39453
2022-10-17,75071,86192,46542,41210
2022-10-17,75072,74189,39887,35633
2022-10-17,75074,72437,39353,34189
2022-10-17,75075,53497,28931,25325
2022-10-17,75076,8741,4794,4235
2022-10-17,75077,51248,27360,24808
2022-10-17,75078,48697,26386,23315
2022-10-17,75080,66001,35899,31182
2022-10-17,75081,54124,29323,25717
2022-10-17,75082,42215,22726,20146
2022-10-17,75083,634,346,298
2022-10-17,75085,265,141,126
2022-10-17,75086,526,284,246
2022-10-17,75087,49484,26925,23722
2022-10-17,75088,35036,18937,16798
2022-10-17,75089,46495,25114,22262
2022-10-17,75090,22554,12775,10838
2022-10-17,75091,806,445,391
2022-10-17,75092,26550,14837,12947
2022-10-17,75093,78904,42483,37533
2022-10-17,75094,37950,20173,18231
2022-10-17,75097,199,112,92
2022-10-17,75098,84276,45357,40213
2022-10-17,75099,20,13,8
2022-10-17,75101,562,311,272
2022-10-17,75102,1222,672,584
2022-10-17,75103,11206,6121,5503
2022-10-17,75104,61404,33104,29094
2022-10-17,75105,302,162,146
2022-10-17,75106,809,428,388
2022-10-17,75109,4465,2398,2155
2022-10-17,75110,29702,16080,14081
2022-10-17,75114,7478,4080,3530
2022-10-17,75115,68936,37187,32712
2022-10-17,75116,23656,12880,11068
2022-10-17,75117,2921,1590,1435
2022-10-17,75118,138,76,68
2022-10-17,75119,29929,16381,14216
2022-10-17,75120,654,355,315
2022-10-17,75121,210,117,103
2022-10-17,75123,645,343,312
2022-10-17,75124,3774,2102,1801
2022-10-17,75125,7858,4287,3675
2022-10-17,75126,76740,41726,36457
2022-10-17,75127,1179,651,571
2022-10-17,75132,197,106,93
2022-10-17,75134,23407,12603,11036
2022-10-17,75135,7452,4067,3620
2022-10-17,75137,24330,13136,11535
2022-10-17,75138,493,256,241
2022-10-17,75140,5496,3015,2668
2022-10-17,75141,4622,2524,2162
2022-10-17,75142,21142,11620,10014
2022-10-17,75143,12720,7024,6137
2022-10-17,75144,3349,1811,1601
2022-10-17,75146,26794,14533,12613
2022-10-17,75147,6332,3514,3037
2022-10-17,75148,4909,2682,2381
2022-10-17,75149,65778,36128,30675
2022-10-17,75150,73285,40242,34145
2022-10-17,75151,554,295,265
2022-10-17,75152,4979,2717,2382
2022-10-17,75153,644,349,306
2022-10-17,75154,52519,28259,25059
2022-10-17,75155,3297,1802,1564
2022-10-17,75156,12885,7064,6124
2022-10-17,75157,206,113,98
2022-10-17,75158,4470,2438,2147
2022-10-17,75159,21850,11963,10252
2022-10-17,75160,26568,14472,12612
2022-10-17,75161,7054,3843,3375
2022-10-17,75163,2036,1122,988
2022-10-17,75164,287,159,140
2022-10-17,75165,52181,28240,25152
2022-10-17,75166,6335,3433,3045
2022-10-17,75167,13297,7183,6443
2022-10-17,75168,673,352,330
2022-10-17,75169,13374,7364,6592
2022-10-17,75172,4949,2714,2319
2022-10-17,75173,7099,3906,3376
2022-10-17,75180,27851,15385,12887
2022-10-17,75181,33676,18271,15896
2022-10-17,75182,11397,6097,5472
2022-10-17,75185,356,191,170
2022-10-17,75187,152,81,74
2022-10-17,75189,38718,21270,18385
2022-10-17,75201,32655,19491,15631
2022-10-17,75202,6665,4171,3132
2022-10-17,75203,16805,9373,7752
2022-10-17,75204,47550,26445,22591
2022-10-17,75205,35375,19293,16857
2022-10-17,75206,59737,32652,28522
2022-10-17,75207,7722,4778,3702
2022-10-17,75208,43917,23942,20758
2022-10-17,75209,22212,12038,10593
2022-10-17,75210,8036,4525,3695
2022-10-17,75211,90228,49434,42071
2022-10-17,75212,32468,17795,15264
2022-10-17,75214,53805,28995,25747
2022-10-17,75215,18532,10311,8620
2022-10-17,75216,58230,32134,27045
2022-10-17,75217,95728,52716,44325
2022-10-17,75218,34615,18574,16552
2022-10-17,75219,43288,23755,20624
2022-10-17,75220,48492,26903,22418
2022-10-17,75221,157,96,74
2022-10-17,75222,463,251,215
2022-10-17,75223,18546,10123,8704
2022-10-17,75224,39089,21324,18333
2022-10-17,75225,37541,20426,18012
2022-10-17,75226,6385,3631,3037
2022-10-17,75227,67952,37284,31603
2022-10-17,75228,81541,44766,38098
2022-10-17,75229,48700,26540,23064
2022-10-17,75230,44525,24163,21124
2022-10-17,75231,49946,27858,23116
2022-10-17,75232,36406,19792,17030
2022-10-17,75233,17560,9497,8267
2022-10-17,75234,51974,28618,24560
2022-10-17,75235,30817,17154,14702
2022-10-17,75236,19349,10559,9037
2022-10-17,75237,15358,8467,7071
2022-10-17,75238,41452,22397,19643
2022-10-17,75240,34829,19935,16009
2022-10-17,75241,34486,18910,16184
2022-10-17,75242,95,56,41
2022-10-17,75243,71783,39563,33461
2022-10-17,75244,21098,11724,10027
2022-10-17,75246,3645,2045,1704
2022-10-17,75247,3541,2281,1666
2022-10-17,75248,56443,30478,26885
2022-10-17,75249,18400,9946,8677
2022-10-17,75250,85,49,38
2022-10-17,75251,5668,3188,2671
2022-10-17,75252,42644,23151,20115
2022-10-17,75253,23876,13191,11025
2022-10-17,75254,32528,18036,15255
2022-10-17,75260,39,24,17
2022-10-17,75261,4941,3827,1445
2022-10-17,75262,23,16,8
2022-10-17,75263,10,,
2022-10-17,75264,,,
2022-10-17,75265,47,29,18
2022-10-17,75266,50,29,21
2022-10-17,75267,16,9,7
2022-10-17,75270,35,20,16
2022-10-17,75275,1019,618,418
2022-10-17,75277,48,29,21
2022-10-17,75283,21,14,7
2022-10-17,75284,45,23,22
2022-10-17,75285,28,16,12
2022-10-17,75287,69016,37971,32184
2022-10-17,75301,9,,
2022-10-17,75303,7,,
2022-10-17,75312,15,9,
2022-10-17,75313,144,81,69
2022-10-17,75315,159,84,78
2022-10-17,75320,14,9,
2022-10-17,75326,16,9,9
2022-10-17,75336,89,49,42
2022-10-17,75339,128,70,59
2022-10-17,75342,10,,
2022-10-17,75354,151,85,68
2022-10-17,75355,84,47,41
2022-10-17,75356,66,35,32
2022-10-17,75357,186,102,86
2022-10-17,75358,,,
2022-10-17,75359,10,,
2022-10-17,75360,251,135,124
2022-10-17,75367,226,120,110
2022-10-17,75368,,,
2022-10-17,75370,354,192,167
2022-10-17,75371,20,11,9
2022-10-17,75372,51,28,25
2022-10-17,75373,,,
2022-10-17,75374,263,142,128
2022-10-17,75376,279,149,137
2022-10-17,75378,,,
2022-10-17,75379,290,154,141
2022-10-17,75380,349,181,169
2022-10-17,75381,135,73,65
2022-10-17,75382,211,114,102
2022-10-17,75389,,,
2022-10-17,75390,131,71,61
2022-10-17,75391,,,
2022-10-17,75392,,,
2022-10-17,75393,,,
2022-10-17,75394,,,
2022-10-17,75395,,,
2022-10-17,75397,,,
2022-10-17,75398,20,12,10
2022-10-17,75401,18122,9976,8569
2022-10-17,75402,20105,10895,9731
2022-10-17,75403,370,202,177
2022-10-17,75404,332,178,165
2022-10-17,75407,28123,15350,13442
2022-10-17,75409,21925,11944,10565
2022-10-17,75410,4132,2239,2009
2022-10-17,75411,784,435,382
2022-10-17,75412,517,291,251
2022-10-17,75413,158,93,75
2022-10-17,75414,2723,1539,1324
2022-10-17,75415,148,80,69
2022-10-17,75416,2174,1180,1055
2022-10-17,75417,1820,1001,882
2022-10-17,75418,13699,7522,6622
2022-10-17,75420,973,529,474
2022-10-17,75421,761,408,369
2022-10-17,75422,2743,1480,1320
2022-10-17,75423,2416,1336,1187
2022-10-17,75424,3352,1830,1650
2022-10-17,75425,57,31,27
2022-10-17,75426,4299,2415,2146
2022-10-17,75428,8170,4498,3892
2022-10-17,75429,353,188,171
2022-10-17,75431,1661,893,806
2022-10-17,75432,2673,1454,1273
2022-10-17,75433,2253,1221,1082
2022-10-17,75434,76,41,36
2022-10-17,75435,767,419,375
2022-10-17,75436,1458,817,712
2022-10-17,75437,912,497,435
2022-10-17,75438,780,431,381
2022-10-17,75439,687,382,342
2022-10-17,75440,5979,3212,2897
2022-10-17,75441,90,49,42
2022-10-17,75442,10222,5578,4947
2022-10-17,75443,178,111,80
2022-10-17,75444,233,128,116
2022-10-17,75446,2879,1549,1417
2022-10-17,75447,803,442,406
2022-10-17,75448,487,262,239
2022-10-17,75449,886,482,427
2022-10-17,75450,166,88,79
2022-10-17,75451,996,545,478
2022-10-17,75452,3677,2091,1852
2022-10-17,75453,3144,1698,1530
2022-10-17,75454,17049,9236,8196
2022-10-17,75455,26575,14716,12424
2022-10-17,75456,802,432,385
2022-10-17,75457,5041,2804,2441
2022-10-17,75458,179,94,89
2022-10-17,75459,4244,2387,2087
2022-10-17,75460,17866,9822,8604
2022-10-17,75461,370,197,180
2022-10-17,75462,10972,5968,5345
