Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2021-08-09,73301,184,106,83
2021-08-09,73344,NA,NA,NA
2021-08-09,73960,23,12,11
2021-08-09,75001,18587,10601,8930
2021-08-09,75002,76654,41985,36535
2021-08-09,75006,49402,27808,23282
2021-08-09,75007,62942,34390,30299
2021-08-09,75009,16847,9431,8087
2021-08-09,75010,40094,21791,19454
2021-08-09,75011,407,234,192
2021-08-09,75013,61387,33341,29360
2021-08-09,75014,250,144,113
2021-08-09,75015,147,82,68
2021-08-09,75016,266,153,117
2021-08-09,75017,128,73,57
2021-08-09,75019,58465,32173,28506
2021-08-09,75020,16391,9664,8153
2021-08-09,75021,5255,3140,2617
2021-08-09,75022,31834,17053,15537
2021-08-09,75023,53950,29326,25857
2021-08-09,75024,58929,31877,28472
2021-08-09,75025,70615,38075,33969
2021-08-09,75026,328,183,155
2021-08-09,75027,172,99,77
2021-08-09,75028,57201,30744,27894
2021-08-09,75029,223,126,104
2021-08-09,75030,242,133,115
2021-08-09,75032,32338,18349,15146
2021-08-09,75033,50641,27619,24469
2021-08-09,75034,56539,31142,27239
2021-08-09,75035,100787,54548,48522
2021-08-09,75036,41122,22127,19964
2021-08-09,75038,32552,18261,15438
2021-08-09,75039,31075,17203,15082
2021-08-09,75040,63114,35364,29513
2021-08-09,75041,26194,14915,12054
2021-08-09,75042,35828,20271,16576
2021-08-09,75043,56797,31849,26516
2021-08-09,75044,50997,28099,24265
2021-08-09,75045,220,123,101
2021-08-09,75046,142,82,65
2021-08-09,75047,96,56,43
2021-08-09,75048,29305,16123,13953
2021-08-09,75049,258,146,121
2021-08-09,75050,32003,18266,14933
2021-08-09,75051,29530,16876,13665
2021-08-09,75052,90110,50305,42506
2021-08-09,75053,249,152,110
2021-08-09,75054,16754,9173,7946
2021-08-09,75056,72984,39930,35177
2021-08-09,75057,12083,6799,5652
2021-08-09,75058,2553,1481,1247
2021-08-09,75059,15,9,8
2021-08-09,75060,42924,24348,19815
2021-08-09,75061,44974,25684,20687
2021-08-09,75062,45838,26023,21464
2021-08-09,75063,60745,33585,29382
2021-08-09,75065,11525,6284,5569
2021-08-09,75067,63142,35086,30079
2021-08-09,75068,61541,33704,29581
2021-08-09,75069,34589,19291,16433
2021-08-09,75070,61342,33772,29234
2021-08-09,75071,64287,35494,30655
2021-08-09,75072,57256,31377,27450
2021-08-09,75074,53502,29724,25287
2021-08-09,75075,42486,23254,20288
2021-08-09,75076,6672,3754,3307
2021-08-09,75077,41707,22445,20359
2021-08-09,75078,35696,19608,17186
2021-08-09,75080,52621,29022,25198
2021-08-09,75081,41725,23224,19806
2021-08-09,75082,34402,18762,16544
2021-08-09,75083,501,278,239
2021-08-09,75085,173,98,83
2021-08-09,75086,433,237,202
2021-08-09,75087,36492,20743,17201
2021-08-09,75088,27024,15030,12882
2021-08-09,75089,35364,19779,16782
2021-08-09,75090,14572,8735,7226
2021-08-09,75091,507,290,255
2021-08-09,75092,18927,11041,9542
2021-08-09,75093,63385,34509,30405
2021-08-09,75094,30329,16509,14482
2021-08-09,75097,144,84,70
2021-08-09,75098,63177,35021,29809
2021-08-09,75099,10,NA,NA
2021-08-09,75101,346,208,174
2021-08-09,75102,878,492,420
2021-08-09,75103,7911,4517,3863
2021-08-09,75104,44991,25014,21043
2021-08-09,75105,241,131,116
2021-08-09,75106,498,279,229
2021-08-09,75109,3652,1998,1751
2021-08-09,75110,20782,11745,9582
2021-08-09,75114,4707,2698,2182
2021-08-09,75115,50381,28265,23491
2021-08-09,75116,16785,9461,7728
2021-08-09,75117,2134,1225,1039
2021-08-09,75118,95,54,47
2021-08-09,75119,20463,11826,9612
2021-08-09,75120,485,276,229
2021-08-09,75121,150,87,76
2021-08-09,75123,463,256,218
2021-08-09,75124,2686,1553,1289
2021-08-09,75125,5279,3024,2404
2021-08-09,75126,51432,29076,24149
2021-08-09,75127,844,473,415
2021-08-09,75132,172,96,79
2021-08-09,75134,15685,8880,7156
2021-08-09,75135,4832,2760,2283
2021-08-09,75137,17875,9991,8312
2021-08-09,75138,366,198,174
2021-08-09,75140,3943,2244,1908
2021-08-09,75141,3103,1777,1416
2021-08-09,75142,13991,8140,6474
2021-08-09,75143,8908,5185,4355
2021-08-09,75144,2530,1416,1214
2021-08-09,75146,17669,10022,8134
2021-08-09,75147,4479,2628,2153
2021-08-09,75148,3532,2036,1697
2021-08-09,75149,45689,25990,21038
2021-08-09,75150,50799,28845,23480
2021-08-09,75151,373,207,175
2021-08-09,75152,3313,1877,1583
2021-08-09,75153,426,245,194
2021-08-09,75154,36513,20598,16901
2021-08-09,75155,2027,1171,938
2021-08-09,75156,9441,5393,4534
2021-08-09,75157,145,87,65
2021-08-09,75158,3147,1807,1502
