Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-03-28,73301,269,149,125
2022-03-28,73344,NA,NA,NA
2022-03-28,73960,27,14,13
2022-03-28,75001,23147,13020,10978
2022-03-28,75002,95935,51530,45873
2022-03-28,75006,64933,35455,30682
2022-03-28,75007,78089,41874,37457
2022-03-28,75009,22787,12480,10960
2022-03-28,75010,49158,26438,23607
2022-03-28,75011,603,333,280
2022-03-28,75013,76048,40957,36083
2022-03-28,75014,363,205,165
2022-03-28,75015,221,118,107
2022-03-28,75016,396,215,188
2022-03-28,75017,172,98,76
2022-03-28,75019,73447,39757,35070
2022-03-28,75020,22399,12653,10844
2022-03-28,75021,7220,4116,3482
2022-03-28,75022,38211,20400,18487
2022-03-28,75023,66007,35490,31475
2022-03-28,75024,73458,39659,34951
2022-03-28,75025,86335,46240,41124
2022-03-28,75026,482,261,230
2022-03-28,75027,221,123,105
2022-03-28,75028,69261,37082,33330
2022-03-28,75029,325,179,155
2022-03-28,75030,338,181,161
2022-03-28,75032,42128,23106,20054
2022-03-28,75033,63937,34561,30577
2022-03-28,75034,71843,39293,34072
2022-03-28,75035,128191,68811,61067
2022-03-28,75036,50863,27298,24270
2022-03-28,75038,44092,24199,20854
2022-03-28,75039,38782,21383,18396
2022-03-28,75040,83863,45528,39643
2022-03-28,75041,37473,20596,17493
2022-03-28,75042,49832,27293,23342
2022-03-28,75043,75945,41217,35928
2022-03-28,75044,63579,34245,30334
2022-03-28,75045,319,172,149
2022-03-28,75046,156,89,70
2022-03-28,75047,153,86,70
2022-03-28,75048,37516,20100,18008
2022-03-28,75049,350,188,170
2022-03-28,75050,45980,25392,21556
2022-03-28,75051,43610,24116,20300
2022-03-28,75052,120161,65145,56938
2022-03-28,75053,409,231,185
2022-03-28,75054,22209,11924,10596
2022-03-28,75056,92512,49822,44397
2022-03-28,75057,17226,9487,8056
2022-03-28,75058,3525,1958,1725
2022-03-28,75059,17,10,8
2022-03-28,75060,60326,32860,28433
2022-03-28,75061,65532,35972,30676
2022-03-28,75062,62661,34525,29520
2022-03-28,75063,77529,42262,36933
2022-03-28,75065,14645,7928,7037
2022-03-28,75067,85203,46453,40392
2022-03-28,75068,81242,43754,38910
2022-03-28,75069,46218,25204,22001
2022-03-28,75070,79776,43167,37945
2022-03-28,75071,83021,44908,39708
2022-03-28,75072,72123,38853,34652
2022-03-28,75074,70073,38147,33099
2022-03-28,75075,52038,28174,24659
2022-03-28,75076,8480,4669,4111
2022-03-28,75077,50022,26729,24212
2022-03-28,75078,46733,25348,22396
2022-03-28,75080,64011,34879,30283
2022-03-28,75081,52485,28514,24938
2022-03-28,75082,40956,22105,19552
2022-03-28,75083,616,338,289
2022-03-28,75085,259,138,123
2022-03-28,75086,519,281,242
2022-03-28,75087,47665,26072,22794
2022-03-28,75088,34046,18444,16331
2022-03-28,75089,45202,24502,21613
2022-03-28,75090,21782,12385,10499
2022-03-28,75091,789,434,382
2022-03-28,75092,25651,14404,12533
2022-03-28,75093,76910,41458,36610
2022-03-28,75094,36994,19683,17800
2022-03-28,75097,195,111,89
2022-03-28,75098,81616,44009,38951
2022-03-28,75099,19,12,8
2022-03-28,75101,549,305,267
2022-03-28,75102,1187,652,568
2022-03-28,75103,10943,5998,5370
2022-03-28,75104,59744,32245,28305
2022-03-28,75105,303,164,145
2022-03-28,75106,773,412,368
2022-03-28,75109,4394,2363,2123
2022-03-28,75110,29146,15810,13813
2022-03-28,75114,7175,3919,3396
2022-03-28,75115,66854,36122,31756
2022-03-28,75116,22878,12474,10700
2022-03-28,75117,2873,1567,1412
2022-03-28,75118,129,71,64
2022-03-28,75119,29144,16021,13820
2022-03-28,75120,631,344,302
2022-03-28,75121,204,113,102
2022-03-28,75123,634,338,308
2022-03-28,75124,3677,2055,1753
2022-03-28,75125,7629,4173,3564
2022-03-28,75126,73403,39962,34911
2022-03-28,75127,1143,631,553
2022-03-28,75132,201,109,92
2022-03-28,75134,22756,12276,10731
2022-03-28,75135,7199,3939,3502
2022-03-28,75137,23536,12718,11144
2022-03-28,75138,489,254,239
2022-03-28,75140,5306,2922,2582
