Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-03-07,73301,272,149,128
2022-03-07,73344,NA,NA,NA
2022-03-07,73960,27,14,13
2022-03-07,75001,23067,12975,10947
2022-03-07,75002,95628,51370,45738
2022-03-07,75006,64650,35313,30556
2022-03-07,75007,77807,41758,37302
2022-03-07,75009,22642,12398,10898
2022-03-07,75010,48968,26338,23524
2022-03-07,75011,604,334,282
2022-03-07,75013,75848,40852,35996
2022-03-07,75014,360,203,164
2022-03-07,75015,221,118,107
2022-03-07,75016,396,214,189
2022-03-07,75017,176,100,78
2022-03-07,75019,73125,39600,34916
2022-03-07,75020,22295,12617,10777
2022-03-07,75021,7178,4099,3461
2022-03-07,75022,38119,20348,18443
2022-03-07,75023,65811,35404,31369
2022-03-07,75024,73186,39529,34810
2022-03-07,75025,86028,46107,40954
2022-03-07,75026,480,260,229
2022-03-07,75027,220,123,105
2022-03-07,75028,69079,36981,33247
2022-03-07,75029,329,181,157
2022-03-07,75030,327,176,155
2022-03-07,75032,41982,23039,19978
2022-03-07,75033,63531,34353,30376
2022-03-07,75034,71452,39090,33888
2022-03-07,75035,127408,68494,60626
2022-03-07,75036,50642,27207,24148
2022-03-07,75038,43813,24067,20714
2022-03-07,75039,38649,21316,18336
2022-03-07,75040,83434,45318,39435
2022-03-07,75041,37304,20503,17428
2022-03-07,75042,49500,27136,23178
2022-03-07,75043,75527,41022,35718
2022-03-07,75044,63379,34153,30239
2022-03-07,75045,309,167,144
2022-03-07,75046,153,88,68
2022-03-07,75047,154,87,70
2022-03-07,75048,37374,20035,17932
2022-03-07,75049,350,188,170
2022-03-07,75050,45677,25252,21402
2022-03-07,75051,43334,23962,20183
2022-03-07,75052,119557,64877,56620
2022-03-07,75053,401,229,180
2022-03-07,75054,22106,11878,10542
2022-03-07,75056,92214,49670,44264
2022-03-07,75057,17157,9453,8025
2022-03-07,75058,3511,1951,1718
2022-03-07,75059,17,10,8
2022-03-07,75060,59976,32707,28239
2022-03-07,75061,65156,35817,30463
2022-03-07,75062,62307,34368,29342
2022-03-07,75063,77251,42113,36813
2022-03-07,75065,14605,7910,7011
2022-03-07,75067,84735,46245,40127
2022-03-07,75068,80816,43549,38692
2022-03-07,75069,45973,25070,21889
2022-03-07,75070,79401,42997,37747
2022-03-07,75071,82649,44728,39518
2022-03-07,75072,71796,38702,34480
2022-03-07,75074,69763,37992,32943
2022-03-07,75075,51850,28074,24574
2022-03-07,75076,8474,4668,4103
2022-03-07,75077,49893,26663,24153
2022-03-07,75078,46375,25172,22219
2022-03-07,75080,63768,34759,30167
2022-03-07,75081,52309,28440,24843
2022-03-07,75082,40809,22004,19515
2022-03-07,75083,611,337,285
2022-03-07,75085,252,134,120
2022-03-07,75086,517,280,241
2022-03-07,75087,47475,25986,22697
2022-03-07,75088,33862,18338,16250
2022-03-07,75089,45048,24423,21541
2022-03-07,75090,21664,12349,10430
2022-03-07,75091,772,427,372
2022-03-07,75092,25542,14361,12475
2022-03-07,75093,76691,41356,36504
2022-03-07,75094,36891,19629,17753
2022-03-07,75097,194,110,89
2022-03-07,75098,81270,43845,38775
2022-03-07,75099,18,11,8
2022-03-07,75101,544,304,264
2022-03-07,75102,1176,648,561
2022-03-07,75103,10909,5988,5348
2022-03-07,75104,59473,32114,28169
2022-03-07,75105,304,164,146
2022-03-07,75106,766,409,364
2022-03-07,75109,4388,2363,2118
2022-03-07,75110,28989,15738,13730
2022-03-07,75114,7117,3899,3360
2022-03-07,75115,66531,35973,31587
2022-03-07,75116,22730,12403,10625
2022-03-07,75117,2874,1568,1415
2022-03-07,75118,131,72,65
2022-03-07,75119,29034,15976,13756
2022-03-07,75120,619,338,296
2022-03-07,75121,203,113,101
2022-03-07,75123,629,335,306
2022-03-07,75124,3653,2042,1743
2022-03-07,75125,7562,4134,3539
2022-03-07,75126,72853,39696,34629
2022-03-07,75127,1137,628,551
2022-03-07,75132,202,109,93
2022-03-07,75134,22624,12216,10662
2022-03-07,75135,7148,3916,3473
2022-03-07,75137,23403,12666,11067
2022-03-07,75138,484,251,237
2022-03-07,75140,5275,2903,2568
2022-03-07,75141,4466,2440,2094
2022-03-07,75142,20410,11257,9661
2022-03-07,75143,12381,6866,5965
2022-03-07,75144,3238,1761,1542
2022-03-07,75146,25547,13909,12009
2022-03-07,75147,6127,3414,2934
2022-03-07,75148,4760,2608,2304
2022-03-07,75149,63669,35085,29671
2022-03-07,75150,70629,38850,32958
2022-03-07,75151,538,286,258
2022-03-07,75152,4844,2637,2323
2022-03-07,75153,629,343,297
2022-03-07,75154,50789,27429,24199
2022-03-07,75155,3191,1745,1517
2022-03-07,75156,12476,6873,5928
2022-03-07,75157,201,110,96
2022-03-07,75158,4302,2356,2064
2022-03-07,75159,21061,11545,9908
2022-03-07,75160,25741,14057,12211
2022-03-07,75161,6825,3738,3253
2022-03-07,75163,2005,1106,973
2022-03-07,75164,271,150,132
2022-03-07,75165,50336,27353,24189
2022-03-07,75166,6021,3272,2901
2022-03-07,75167,12790,6950,6172
2022-03-07,75168,646,338,317
2022-03-07,75169,12913,7138,6379
2022-03-07,75172,4762,2617,2227
2022-03-07,75173,6828,3769,3240
2022-03-07,75180,26833,14843,12424
2022-03-07,75181,32748,17783,15470
2022-03-07,75182,10955,5871,5265
2022-03-07,75185,337,183,160
2022-03-07,75187,150,80,73
2022-03-07,75189,36968,20407,17525
2022-03-07,75201,31477,18826,15223
2022-03-07,75202,6417,4011,3053
2022-03-07,75203,16019,8937,7443
2022-03-07,75204,46321,25778,22090
2022-03-07,75205,34152,18665,16272
2022-03-07,75206,57906,31694,27707
2022-03-07,75207,7341,4565,3565
2022-03-07,75208,42537,23259,20114
2022-03-07,75209,21458,11694,10220
2022-03-07,75210,7709,4359,3534
2022-03-07,75211,87068,47773,40647
2022-03-07,75212,31239,17154,14708
2022-03-07,75214,52286,28255,25028
2022-03-07,75215,17616,9837,8204
2022-03-07,75216,55695,30804,25907
2022-03-07,75217,92488,51028,42844
2022-03-07,75218,33548,18031,16051
2022-03-07,75219,42000,23127,20045
2022-03-07,75220,47003,26089,21798
2022-03-07,75221,154,96,73
2022-03-07,75222,425,232,197
2022-03-07,75223,18039,9881,8468
2022-03-07,75224,37607,20566,17638
2022-03-07,75225,36341,19907,17385
2022-03-07,75226,6184,3522,2963
2022-03-07,75227,65710,36146,30545
2022-03-07,75228,78791,43353,36817
2022-03-07,75229,47217,25807,22362
2022-03-07,75230,43112,23482,20458
2022-03-07,75231,47903,26764,22213
2022-03-07,75232,35189,19142,16478
2022-03-07,75233,16958,9185,7984
2022-03-07,75234,50461,27836,23898
2022-03-07,75235,29016,16151,13971
2022-03-07,75236,18556,10167,8656
2022-03-07,75237,14530,8011,6694
2022-03-07,75238,40040,21662,18992
2022-03-07,75240,33518,19235,15430
2022-03-07,75241,32812,18051,15411
2022-03-07,75242,87,52,36
2022-03-07,75243,69078,38156,32222
2022-03-07,75244,20555,11438,9800
2022-03-07,75246,3509,1963,1657
2022-03-07,75247,3313,2136,1607
2022-03-07,75248,54496,29536,25923
2022-03-07,75249,17710,9594,8345
2022-03-07,75250,87,51,39
2022-03-07,75251,5415,3053,2556
2022-03-07,75252,41107,22305,19455
2022-03-07,75253,22964,12697,10616
2022-03-07,75254,31416,17465,14751
2022-03-07,75260,37,22,17
2022-03-07,75261,5022,3869,1493
2022-03-07,75262,18,13,NA
2022-03-07,75263,11,NA,NA
2022-03-07,75264,NA,NA,NA
2022-03-07,75265,46,28,18
2022-03-07,75266,42,25,17
2022-03-07,75267,12,7,NA
2022-03-07,75270,35,21,17
2022-03-07,75275,1009,616,409
2022-03-07,75277,40,25,17
2022-03-07,75283,17,11,NA
2022-03-07,75284,43,22,21
2022-03-07,75285,26,16,10
2022-03-07,75287,66380,36563,31012
2022-03-07,75301,11,NA,NA
2022-03-07,75303,NA,NA,NA
2022-03-07,75312,15,9,NA
2022-03-07,75313,144,79,70
2022-03-07,75315,154,83,73
2022-03-07,75320,20,12,9
2022-03-07,75326,14,8,8
2022-03-07,75336,87,48,41
2022-03-07,75339,119,65,55
2022-03-07,75342,8,NA,NA
2022-03-07,75354,161,90,73
2022-03-07,75355,82,47,39
2022-03-07,75356,69,36,34
2022-03-07,75357,174,96,80
2022-03-07,75358,NA,NA,NA
2022-03-07,75359,8,NA,NA
2022-03-07,75360,255,138,125
2022-03-07,75367,195,104,95
2022-03-07,75368,NA,NA,NA
2022-03-07,75370,328,180,154
2022-03-07,75371,16,8,8
2022-03-07,75372,57,31,28
2022-03-07,75373,NA,NA,NA
2022-03-07,75374,267,145,128
2022-03-07,75376,276,146,136
2022-03-07,75378,NA,NA,NA
2022-03-07,75379,261,140,125
2022-03-07,75380,348,182,168
2022-03-07,75381,149,81,71
2022-03-07,75382,217,116,106
2022-03-07,75389,NA,NA,NA
2022-03-07,75390,92,50,43
2022-03-07,75391,NA,NA,NA
2022-03-07,75392,NA,NA,NA
2022-03-07,75393,NA,NA,NA
2022-03-07,75394,NA,NA,NA
2022-03-07,75395,NA,NA,NA
2022-03-07,75397,NA,NA,NA
2022-03-07,75398,15,9,8
2022-03-07,75401,17356,9579,8199
2022-03-07,75402,19427,10564,9386
2022-03-07,75403,376,207,180
2022-03-07,75404,365,195,180
2022-03-07,75407,26612,14558,12732
2022-03-07,75409,20851,11386,10069
2022-03-07,75410,4004,2177,1950
2022-03-07,75411,765,425,371
2022-03-07,75412,503,285,245
2022-03-07,75413,158,94,74
2022-03-07,75414,2616,1487,1277
2022-03-07,75415,148,80,69
2022-03-07,75416,2106,1145,1024
2022-03-07,75417,1721,947,840
2022-03-07,75418,12862,7112,6208
2022-03-07,75420,938,512,454
2022-03-07,75421,750,407,361
2022-03-07,75422,2634,1422,1270
2022-03-07,75423,2322,1296,1133
2022-03-07,75424,3247,1777,1598
2022-03-07,75425,52,29,24
2022-03-07,75426,4128,2330,2082
2022-03-07,75428,7928,4376,3784
2022-03-07,75429,368,196,178
2022-03-07,75431,1606,868,775
2022-03-07,75432,2579,1407,1226
2022-03-07,75433,2212,1200,1063
2022-03-07,75434,76,42,36
2022-03-07,75435,733,401,357
2022-03-07,75436,1397,788,683
2022-03-07,75437,884,482,423
2022-03-07,75438,747,416,366
2022-03-07,75439,666,370,332
2022-03-07,75440,5785,3120,2797
2022-03-07,75441,87,49,39
2022-03-07,75442,9930,5440,4801
2022-03-07,75443,175,110,78
2022-03-07,75444,214,118,106
2022-03-07,75446,2794,1502,1382
2022-03-07,75447,782,433,397
2022-03-07,75448,469,256,231
2022-03-07,75449,866,474,416
2022-03-07,75450,157,84,74
2022-03-07,75451,968,528,467
2022-03-07,75452,3599,2049,1825
2022-03-07,75453,3017,1636,1467
2022-03-07,75454,16203,8780,7812
2022-03-07,75455,25421,14117,11858
2022-03-07,75456,801,430,387
2022-03-07,75457,4874,2723,2349
2022-03-07,75458,184,97,91
2022-03-07,75459,4055,2293,1992
2022-03-07,75460,17316,9572,8320
2022-03-07,75461,347,185,169
2022-03-07,75462,10675,5816,5205
2022-03-07,75468,759,409,363
2022-03-07,75469,278,144,138
2022-03-07,75470,147,82,71
2022-03-07,75471,1050,572,509
2022-03-07,75472,3083,1685,1483
2022-03-07,75473,2962,1624,1466
2022-03-07,75474,12876,7164,6255
2022-03-07,75475,187,106,92
2022-03-07,75476,992,541,482
2022-03-07,75477,652,359,321
2022-03-07,75478,686,372,327
2022-03-07,75479,1592,902,767
2022-03-07,75480,1468,803,706
2022-03-07,75481,292,156,143
2022-03-07,75482,21781,11908,10454
2022-03-07,75483,524,279,256
2022-03-07,75485,195,109,96
2022-03-07,75486,1639,903,798
2022-03-07,75487,1032,579,496
2022-03-07,75488,834,474,406
2022-03-07,75489,726,407,354
2022-03-07,75490,2182,1215,1090
2022-03-07,75491,4195,2360,2094
2022-03-07,75492,424,239,210
2022-03-07,75493,441,251,203
2022-03-07,75494,9855,5456,4850
2022-03-07,75495,9160,5033,4512
2022-03-07,75496,2850,1554,1389
2022-03-07,75497,3825,2070,1862
2022-03-07,75501,23587,13310,11089
2022-03-07,75503,23601,13097,11093
2022-03-07,75504,145,80,68
2022-03-07,75505,571,306,271
2022-03-07,75507,11,NA,NA
2022-03-07,75550,574,317,279
2022-03-07,75551,8153,4537,3878
2022-03-07,75554,1203,683,583
2022-03-07,75555,817,469,384
2022-03-07,75556,628,347,309
2022-03-07,75558,1130,623,541
2022-03-07,75559,3795,2146,1876
2022-03-07,75560,776,431,391
2022-03-07,75561,3328,1875,1605
2022-03-07,75562,94,53,49
2022-03-07,75563,2967,1698,1520
2022-03-07,75564,60,34,29
2022-03-07,75565,132,77,60
2022-03-07,75566,617,339,298
2022-03-07,75567,2249,1283,1099
2022-03-07,75568,2353,1293,1122
2022-03-07,75569,2324,1308,1092
2022-03-07,75570,8155,4587,4031
2022-03-07,75571,2210,1232,1049
2022-03-07,75572,2452,1357,1164
2022-03-07,75573,271,149,135
2022-03-07,75574,1037,589,524
2022-03-07,75601,15508,8400,7330
2022-03-07,75602,19089,10424,8982
2022-03-07,75603,5864,3165,2791
2022-03-07,75604,27100,14712,12903
2022-03-07,75605,33403,18072,15922
2022-03-07,75606,543,292,257
2022-03-07,75607,680,361,324
2022-03-07,75608,697,377,332
2022-03-07,75615,23,12,12
2022-03-07,75630,2215,1224,1119
2022-03-07,75631,1804,996,890
2022-03-07,75633,11211,6194,5432
2022-03-07,75636,249,131,121
2022-03-07,75637,73,42,36
2022-03-07,75638,4737,2628,2311
2022-03-07,75639,1538,852,748
2022-03-07,75640,3838,2111,1815
2022-03-07,75641,70,39,32
2022-03-07,75642,222,127,105
2022-03-07,75643,1302,728,628
2022-03-07,75644,9169,5019,4446
2022-03-07,75645,7475,4092,3623
2022-03-07,75647,10632,5787,5082
2022-03-07,75650,8263,4503,3987
2022-03-07,75651,1675,930,818
2022-03-07,75652,13882,7835,6812
2022-03-07,75653,961,532,457
2022-03-07,75654,9532,5331,4622
2022-03-07,75656,3229,1813,1538
2022-03-07,75657,6562,3597,3232
2022-03-07,75658,120,67,62
2022-03-07,75659,43,25,25
2022-03-07,75660,329,173,165
2022-03-07,75661,1943,1086,947
2022-03-07,75662,20068,10903,9514
2022-03-07,75663,803,426,383
2022-03-07,75666,127,69,60
2022-03-07,75667,929,526,471
2022-03-07,75668,1426,783,689
2022-03-07,75669,445,244,227
2022-03-07,75670,13694,7582,6559
2022-03-07,75671,648,353,315
2022-03-07,75672,14449,7933,7060
2022-03-07,75680,13,8,NA
2022-03-07,75681,2029,1141,1004
2022-03-07,75682,423,226,211
2022-03-07,75683,2846,1555,1363
2022-03-07,75684,5270,2842,2519
2022-03-07,75685,89,49,47
2022-03-07,75686,11729,6426,5533
2022-03-07,75687,71,44,35
2022-03-07,75688,232,123,112
2022-03-07,75689,70,39,33
2022-03-07,75691,3803,2082,1820
2022-03-07,75692,2663,1559,1343
2022-03-07,75693,5284,2863,2601
2022-03-07,75694,180,97,90
2022-03-07,75701,34544,18677,16418
2022-03-07,75702,23702,12946,11151
2022-03-07,75703,48873,26275,23442
2022-03-07,75704,9107,4899,4357
2022-03-07,75705,2340,1261,1103
2022-03-07,75706,8659,4724,4082
2022-03-07,75707,16357,8798,7843
2022-03-07,75708,6741,3659,3210
2022-03-07,75709,6079,3273,2904
2022-03-07,75710,183,97,89
2022-03-07,75711,795,424,384
2022-03-07,75712,417,222,197
2022-03-07,75713,534,285,258
2022-03-07,75750,3135,1720,1517
2022-03-07,75751,15640,8621,7494
2022-03-07,75752,6056,3296,2963
2022-03-07,75754,4667,2538,2280
2022-03-07,75755,3581,1976,1734
2022-03-07,75756,3127,1712,1503
2022-03-07,75757,12550,6778,6083
2022-03-07,75758,8610,4694,4129
2022-03-07,75759,98,56,45
2022-03-07,75760,1970,1122,978
2022-03-07,75762,12865,6952,6185
2022-03-07,75763,4758,2647,2332
2022-03-07,75764,141,76,69
2022-03-07,75765,7173,3900,3552
2022-03-07,75766,22693,12527,10946
2022-03-07,75770,2429,1318,1160
2022-03-07,75771,17904,9781,8663
2022-03-07,75772,95,54,50
2022-03-07,75773,11034,6037,5382
2022-03-07,75778,2636,1440,1292
2022-03-07,75779,208,112,104
2022-03-07,75780,494,278,226
2022-03-07,75782,131,72,65
2022-03-07,75783,6435,3541,3168
2022-03-07,75784,554,301,268
2022-03-07,75785,9288,5058,4553
2022-03-07,75788,71,41,36
2022-03-07,75789,6332,3452,3068
2022-03-07,75790,3348,1870,1624
2022-03-07,75791,12757,6880,6119
2022-03-07,75792,2977,1613,1426
2022-03-07,75797,NA,NA,NA
2022-03-07,75798,9,NA,NA
2022-03-07,75799,78,43,35
2022-03-07,75801,13905,7785,6717
2022-03-07,75802,826,461,400
2022-03-07,75803,11101,6178,5362
2022-03-07,75831,3643,2101,1806
2022-03-07,75832,120,65,62
2022-03-07,75833,2618,1480,1263
2022-03-07,75834,NA,NA,NA
2022-03-07,75835,9863,5408,4798
2022-03-07,75838,382,218,195
2022-03-07,75839,3221,1810,1577
2022-03-07,75840,5550,3066,2711
2022-03-07,75844,3651,2047,1801
2022-03-07,75845,2257,1272,1111
2022-03-07,75846,1813,1022,889
2022-03-07,75847,1205,647,600
2022-03-07,75848,87,48,43
2022-03-07,75849,149,84,73
2022-03-07,75850,396,226,200
2022-03-07,75851,4653,2505,2235
2022-03-07,75852,3994,2146,1911
2022-03-07,75853,739,412,369
2022-03-07,75855,1955,1097,957
2022-03-07,75856,201,110,96
2022-03-07,75858,137,75,66
2022-03-07,75859,1974,1067,972
2022-03-07,75860,6008,3347,3019
2022-03-07,75861,1064,601,529
2022-03-07,75862,9176,5073,4411
2022-03-07,75865,111,61,56
2022-03-07,75880,3358,1829,1625
2022-03-07,75882,2073,1088,1037
2022-03-07,75884,5178,2678,2575
2022-03-07,75886,3847,1987,1860
2022-03-07,75901,28051,15267,13518
2022-03-07,75902,364,195,181
2022-03-07,75903,182,97,86
2022-03-07,75904,32711,17757,15846
2022-03-07,75915,799,429,388
2022-03-07,75925,2793,1562,1412
2022-03-07,75926,862,479,418
2022-03-07,75928,812,437,396
2022-03-07,75929,1282,685,626
2022-03-07,75930,1053,585,509
2022-03-07,75931,2133,1167,1042
2022-03-07,75932,854,459,418
2022-03-07,75933,911,505,446
2022-03-07,75934,130,70,63
2022-03-07,75935,11489,6437,5431
2022-03-07,75936,776,419,380
2022-03-07,75937,910,508,454
2022-03-07,75938,1720,941,838
2022-03-07,75939,3270,1793,1593
2022-03-07,75941,8901,4793,4285
2022-03-07,75942,249,134,121
2022-03-07,75943,1259,704,634
2022-03-07,75944,1148,619,560
2022-03-07,75946,2885,1639,1409
2022-03-07,75948,4918,2694,2384
2022-03-07,75949,5373,2951,2641
2022-03-07,75951,13333,7386,6420
2022-03-07,75954,1798,1012,864
2022-03-07,75956,4901,2696,2408
2022-03-07,75958,131,72,62
2022-03-07,75959,738,400,361
2022-03-07,75960,700,387,333
