Date,ZIP,Doses_Administered,At_Least_One_Dose,Fully_Vaccinated
2022-06-12,73301,299,166,138
2022-06-12,73344,,,
2022-06-12,73960,30,16,14
2022-06-12,75001,23470,13190,11115
2022-06-12,75002,97022,52015,46436
2022-06-12,75006,65807,35867,31109
2022-06-12,75007,78841,42248,37801
2022-06-12,75009,23272,12732,11186
2022-06-12,75010,49749,26724,23904
2022-06-12,75011,621,340,290
2022-06-12,75013,77208,41540,36639
2022-06-12,75014,367,208,166
2022-06-12,75015,229,123,110
2022-06-12,75016,399,216,190
2022-06-12,75017,177,100,78
2022-06-12,75019,74509,40265,35570
2022-06-12,75020,22761,12833,11020
2022-06-12,75021,7320,4151,3537
2022-06-12,75022,38612,20607,18679
2022-06-12,75023,66867,35938,31863
2022-06-12,75024,74437,40223,35365
2022-06-12,75025,87193,46655,41536
2022-06-12,75026,495,266,239
2022-06-12,75027,237,131,113
2022-06-12,75028,70088,37498,33734
2022-06-12,75029,340,186,162
2022-06-12,75030,345,185,164
2022-06-12,75032,42641,23347,20315
2022-06-12,75033,64920,35074,31030
2022-06-12,75034,72975,39880,34593
2022-06-12,75035,129932,69706,61882
2022-06-12,75036,51418,27554,24538
2022-06-12,75038,44794,24569,21177
2022-06-12,75039,39264,21673,18578
2022-06-12,75040,84860,46009,40142
2022-06-12,75041,37859,20813,17665
2022-06-12,75042,50474,27612,23646
2022-06-12,75043,76983,41721,36428
2022-06-12,75044,64354,34604,30726
2022-06-12,75045,323,174,151
2022-06-12,75046,154,88,69
2022-06-12,75047,159,89,73
2022-06-12,75048,37975,20328,18241
2022-06-12,75049,349,188,169
2022-06-12,75050,46695,25767,21879
2022-06-12,75051,44304,24472,20628
2022-06-12,75052,121838,65967,57749
2022-06-12,75053,412,233,185
2022-06-12,75054,22467,12042,10730
2022-06-12,75056,93473,50330,44837
2022-06-12,75057,17637,9701,8250
2022-06-12,75058,3555,1977,1740
2022-06-12,75059,17,10,8
2022-06-12,75060,61013,33180,28790
2022-06-12,75061,66494,36435,31150
2022-06-12,75062,63550,34948,29946
2022-06-12,75063,78522,42813,37343
2022-06-12,75065,14824,8015,7124
2022-06-12,75067,86665,47188,41084
2022-06-12,75068,82250,44255,39396
2022-06-12,75069,46935,25537,22364
2022-06-12,75070,80911,43735,38481
2022-06-12,75071,84399,45593,40384
2022-06-12,75072,73103,39337,35132
2022-06-12,75074,71233,38722,33654
2022-06-12,75075,52582,28437,24929
2022-06-12,75076,8576,4713,4149
2022-06-12,75077,50640,27045,24533
2022-06-12,75078,47622,25794,22839
2022-06-12,75080,64862,35285,30696
2022-06-12,75081,53188,28836,25292
2022-06-12,75082,41491,22372,19801
2022-06-12,75083,619,340,289
2022-06-12,75085,260,138,124
2022-06-12,75086,527,285,246
2022-06-12,75087,48398,26396,23183
2022-06-12,75088,34443,18639,16531
2022-06-12,75089,45801,24778,21926
2022-06-12,75090,22164,12571,10681
2022-06-12,75091,789,434,383
2022-06-12,75092,26110,14627,12752
2022-06-12,75093,77791,41873,37044
2022-06-12,75094,37395,19873,17992
2022-06-12,75097,202,114,93
2022-06-12,75098,82716,44520,39516
2022-06-12,75099,18,12,7
2022-06-12,75101,559,310,272
2022-06-12,75102,1202,661,576
2022-06-12,75103,11096,6073,5444
2022-06-12,75104,60594,32656,28738
2022-06-12,75105,300,162,144
2022-06-12,75106,783,416,374
2022-06-12,75109,4432,2380,2142
2022-06-12,75110,29444,15943,13967
2022-06-12,75114,7299,3984,3451
2022-06-12,75115,67806,36601,32200
2022-06-12,75116,23252,12674,10883
2022-06-12,75117,2903,1579,1429
2022-06-12,75118,125,69,62
2022-06-12,75119,29457,16157,13987
2022-06-12,75120,635,345,305
2022-06-12,75121,207,114,103
2022-06-12,75123,637,338,309
2022-06-12,75124,3715,2072,1773
2022-06-12,75125,7734,4229,3614
2022-06-12,75126,74722,40623,35560
2022-06-12,75127,1166,641,566
2022-06-12,75132,213,115,99
2022-06-12,75134,23045,12409,10876
2022-06-12,75135,7316,3996,3557
2022-06-12,75137,23850,12887,11302
2022-06-12,75138,503,261,246
2022-06-12,75140,5367,2950,2614
2022-06-12,75141,4555,2485,2135
2022-06-12,75142,20840,11467,9871
2022-06-12,75143,12540,6935,6051
2022-06-12,75144,3273,1775,1563
2022-06-12,75146,26176,14207,12335
2022-06-12,75147,6235,3459,2994
2022-06-12,75148,4848,2658,2343
2022-06-12,75149,64875,35653,30275
2022-06-12,75150,71960,39507,33586
2022-06-12,75151,546,291,261
2022-06-12,75152,4920,2686,2359
2022-06-12,75153,643,349,306
2022-06-12,75154,51769,27895,24699
2022-06-12,75155,3255,1777,1548
2022-06-12,75156,12680,6965,6030
2022-06-12,75157,207,114,98
2022-06-12,75158,4372,2391,2100
2022-06-12,75159,21526,11777,10127
2022-06-12,75160,26186,14276,12431
2022-06-12,75161,6928,3780,3309
2022-06-12,75163,2023,1117,981
2022-06-12,75164,282,156,138
2022-06-12,75165,51264,27791,24685
2022-06-12,75166,6146,3328,2967
2022-06-12,75167,13069,7072,6326
2022-06-12,75168,672,351,331
2022-06-12,75169,13124,7230,6482
2022-06-12,75172,4870,2672,2283
2022-06-12,75173,6970,3837,3317
2022-06-12,75180,27380,15130,12675
2022-06-12,75181,33260,18035,15723
2022-06-12,75182,11190,5983,5384
2022-06-12,75185,342,185,163
2022-06-12,75187,151,81,73
2022-06-12,75189,37742,20778,17919
2022-06-12,75201,32190,19200,15494
2022-06-12,75202,6525,4076,3089
2022-06-12,75203,16470,9186,7619
2022-06-12,75204,46939,26085,22371
2022-06-12,75205,34646,18897,16521
2022-06-12,75206,58789,32138,28121
2022-06-12,75207,7526,4671,3630
2022-06-12,75208,43239,23580,20465
2022-06-12,75209,21863,11855,10437
2022-06-12,75210,7872,4426,3624
2022-06-12,75211,88809,48636,41486
2022-06-12,75212,31866,17472,15003
2022-06-12,75214,52982,28555,25392
2022-06-12,75215,18176,10112,8471
2022-06-12,75216,57028,31497,26515
2022-06-12,75217,94285,51934,43691
2022-06-12,75218,33901,18193,16234
2022-06-12,75219,42613,23409,20340
2022-06-12,75220,47815,26513,22154
2022-06-12,75221,153,96,71
2022-06-12,75222,452,244,211
2022-06-12,75223,18330,10019,8605
2022-06-12,75224,38322,20925,17981
2022-06-12,75225,37037,20197,17755
2022-06-12,75226,6263,3561,2995
2022-06-12,75227,66945,36754,31149
2022-06-12,75228,80374,44112,37614
2022-06-12,75229,48065,26214,22778
2022-06-12,75230,43781,23786,20787
2022-06-12,75231,49121,27395,22772
2022-06-12,75232,35798,19450,16773
2022-06-12,75233,17290,9348,8148
2022-06-12,75234,51303,28276,24267
2022-06-12,75235,29949,16652,14355
2022-06-12,75236,18985,10379,8864
2022-06-12,75237,14967,8243,6904
2022-06-12,75238,40684,21966,19317
2022-06-12,75240,34272,19611,15790
2022-06-12,75241,33847,18574,15910
2022-06-12,75242,87,52,37
2022-06-12,75243,70583,38909,32946
2022-06-12,75244,20860,11600,9924
2022-06-12,75246,3590,2006,1691
2022-06-12,75247,3434,2216,1638
2022-06-12,75248,55327,29894,26363
2022-06-12,75249,18071,9762,8535
2022-06-12,75250,89,52,40
2022-06-12,75251,5512,3105,2599
2022-06-12,75252,42137,22884,19890
2022-06-12,75253,23491,12971,10868
2022-06-12,75254,32036,17758,15051
2022-06-12,75260,38,23,17
2022-06-12,75261,4984,3856,1462
2022-06-12,75262,20,14,7
2022-06-12,75263,12,7,
2022-06-12,75264,7,,
2022-06-12,75265,46,28,18
2022-06-12,75266,42,25,17
2022-06-12,75267,16,9,7
2022-06-12,75270,35,20,16
2022-06-12,75275,1030,622,425
2022-06-12,75277,46,27,21
2022-06-12,75283,18,12,
2022-06-12,75284,45,23,22
2022-06-12,75285,29,17,12
2022-06-12,75287,67756,37256,31665
2022-06-12,75301,9,,
2022-06-12,75303,,,
2022-06-12,75312,15,9,
2022-06-12,75313,149,83,71
2022-06-12,75315,157,83,76
2022-06-12,75320,16,10,7
2022-06-12,75326,14,8,8
2022-06-12,75336,83,46,39
2022-06-12,75339,114,63,52
2022-06-12,75342,10,,
2022-06-12,75354,164,91,75
2022-06-12,75355,84,47,41
2022-06-12,75356,69,36,34
2022-06-12,75357,186,102,86
2022-06-12,75358,,,
2022-06-12,75359,8,,
2022-06-12,75360,253,136,125
2022-06-12,75367,202,108,98
2022-06-12,75368,,,
2022-06-12,75370,338,183,160
2022-06-12,75371,18,9,9
2022-06-12,75372,50,27,25
2022-06-12,75373,,,
2022-06-12,75374,263,142,128
2022-06-12,75376,271,144,134
2022-06-12,75378,,,
2022-06-12,75379,267,142,129
2022-06-12,75380,359,186,174
2022-06-12,75381,145,78,70
2022-06-12,75382,209,112,102
2022-06-12,75389,,,
2022-06-12,75390,120,66,55
2022-06-12,75391,,,
2022-06-12,75392,,,
2022-06-12,75393,,,
2022-06-12,75394,,,
2022-06-12,75395,,,
2022-06-12,75397,,,
2022-06-12,75398,20,12,10
2022-06-12,75401,17762,9777,8413
2022-06-12,75402,19781,10721,9583
