"Level","current_ratio","current_ratio_cat"
"1 - Lubbock PHR",1.80287693127331,"(1.5,1.8]"
"11 - Harlingen PHR",0.842562929061785,"(0.5,0.843]"
"2/3 - Arlington PHR",1.09639681796912,"(0.9,1.096]"
"4/5N - Tyler PHR",0.787849566055931,"(0.5,0.788]"
"6/5S - Houston PHR",0.990183660544648,"(0.9,0.99]"
"7 - Temple PHR",0.92503123698459,"(0.9,0.925]"
"8 - San Antonio PHR",0.910041841004184,"(0.9,0.91]"
"9/10 - El Paso PHR",1.31176770249618,"(1.1,1.31]"
