"County","Date","Tests","TPR_CMS"
"Anderson",2020-10-21,1006,0.083
"Andrews",2020-10-21,132,0.273
"Angelina",2020-10-21,2192,0.021
"Aransas",2020-10-21,163,0.025
"Archer",2020-10-21,170,0.2
"Armstrong",2020-10-21,31,0.161
"Atascosa",2020-10-21,1076,0.045
"Austin",2020-10-21,546,0.027
"Bailey",2020-10-21,82,0.232
"Bandera",2020-10-21,231,0.039
"Bastrop",2020-10-21,1940,0.04
"Baylor",2020-10-21,128,0.055
"Bee",2020-10-21,250,0.12
"Bell",2020-10-21,15598,0.034
"Bexar",2020-10-21,41338,0.058
"Blanco",2020-10-21,310,0.039
"Borden",2020-10-21,NA,NA
"Bosque",2020-10-21,531,0.079
"Bowie",2020-10-21,2088,0.168
"Brazoria",2020-10-21,8731,0.049
"Brazos",2020-10-21,12169,0.043
"Brewster",2020-10-21,865,0.045
"Briscoe",2020-10-21,29,0.31
"Brooks",2020-10-21,1052,0.051
"Brown",2020-10-21,377,0.072
"Burleson",2020-10-21,819,0.095
"Burnet",2020-10-21,1553,0.068
"Caldwell",2020-10-21,872,0.063
"Calhoun",2020-10-21,436,0.039
"Callahan",2020-10-21,137,0.161
"Cameron",2020-10-21,7776,0.088
"Camp",2020-10-21,147,0.088
"Carson",2020-10-21,79,0.253
"Cass",2020-10-21,848,0.111
"Castro",2020-10-21,89,0.18
"Chambers",2020-10-21,724,0.076
"Cherokee",2020-10-21,969,0.037
"Childress",2020-10-21,118,0.322
"Clay",2020-10-21,164,0.122
"Cochran",2020-10-21,50,0.3
"Coke",2020-10-21,161,0.41
"Coleman",2020-10-21,76,0.066
"Collin",2020-10-21,28438,0.068
"Collingsworth",2020-10-21,37,0.135
"Colorado",2020-10-21,252,0.032
"Comal",2020-10-21,2405,0.041
"Comanche",2020-10-21,199,0.095
"Concho",2020-10-21,55,0.073
"Cooke",2020-10-21,923,0.092
"Coryell",2020-10-21,2660,0.032
"Cottle",2020-10-21,40,0.275
"Crane",2020-10-21,246,0.008
"Crockett",2020-10-21,NA,NA
"Crosby",2020-10-21,207,0.121
"Culberson",2020-10-21,180,0.289
"Dallam",2020-10-21,25,0.2
"Dallas",2020-10-21,72563,0.097
"Dawson",2020-10-21,417,0.254
"DeWitt",2020-10-21,188,0.085
"Deaf Smith",2020-10-21,94,0.17
"Delta",2020-10-21,116,0.06
"Denton",2020-10-21,23364,0.076
"Dickens",2020-10-21,27,0
"Dimmit",2020-10-21,135,0.104
"Donley",2020-10-21,60,0.2
"Duval",2020-10-21,792,0.083
"Eastland",2020-10-21,195,0.128
"Ector",2020-10-21,1526,0.189
"Edwards",2020-10-21,21,0.048
"El Paso",2020-10-21,40270,0.191
"Ellis",2020-10-21,5305,0.086
"Erath",2020-10-21,557,0.135
"Falls",2020-10-21,884,0.115
"Fannin",2020-10-21,760,0.158
"Fayette",2020-10-21,419,0.043
"Fisher",2020-10-21,66,0.288
"Floyd",2020-10-21,93,0.172
"Foard",2020-10-21,25,0.08
"Fort Bend",2020-10-21,18118,0.048
"Franklin",2020-10-21,189,0.132
"Freestone",2020-10-21,596,0.035
"Frio",2020-10-21,412,0.056
"Gaines",2020-10-21,146,0.247
"Galveston",2020-10-21,10615,0.037
"Garza",2020-10-21,64,0.266
"Gillespie",2020-10-21,767,0.082
"Glasscock",2020-10-21,NA,NA
"Goliad",2020-10-21,83,0.048
"Gonzales",2020-10-21,469,0.085
"Gray",2020-10-21,410,0.205
"Grayson",2020-10-21,4133,0.077
"Gregg",2020-10-21,2718,0.079
"Grimes",2020-10-21,992,0.055
"Guadalupe",2020-10-21,2027,0.06
"Hale",2020-10-21,839,0.135
"Hall",2020-10-21,47,0.362
"Hamilton",2020-10-21,307,0.081
"Hansford",2020-10-21,38,0.342
"Hardeman",2020-10-21,93,0.387
"Hardin",2020-10-21,607,0.081
"Harris",2020-10-21,110717,0.06
"Harrison",2020-10-21,1366,0.094
"Hartley",2020-10-21,NA,NA
"Haskell",2020-10-21,31,0.194
"Hays",2020-10-21,8231,0.041
"Hemphill",2020-10-21,72,0.014
"Henderson",2020-10-21,1180,0.138
"Hidalgo",2020-10-21,18093,0.103
"Hill",2020-10-21,1692,0.057
"Hockley",2020-10-21,556,0.221
"Hood",2020-10-21,1126,0.117
"Hopkins",2020-10-21,1154,0.115
"Houston",2020-10-21,379,0.058
"Howard",2020-10-21,643,0.128
"Hudspeth",2020-10-21,259,0.124
"Hunt",2020-10-21,1310,0.074
"Hutchinson",2020-10-21,473,0.302
"Irion",2020-10-21,NA,NA
"Jack",2020-10-21,51,0.059
"Jackson",2020-10-21,177,0.073
"Jasper",2020-10-21,540,0.028
"Jeff Davis",2020-10-21,114,0.026
"Jefferson",2020-10-21,4793,0.053
"Jim Hogg",2020-10-21,879,0.041
"Jim Wells",2020-10-21,1748,0.073
"Johnson",2020-10-21,3579,0.111
"Jones",2020-10-21,257,0.086
"Karnes",2020-10-21,171,0.094
"Kaufman",2020-10-21,3054,0.107
"Kendall",2020-10-21,595,0.067
"Kenedy",2020-10-21,NA,NA
"Kent",2020-10-21,64,0.016
"Kerr",2020-10-21,852,0.038
"Kimble",2020-10-21,87,0.195
"King",2020-10-21,NA,NA
"Kinney",2020-10-21,67,0.463
"Kleberg",2020-10-21,931,0.073
"Knox",2020-10-21,25,0.16
"La Salle",2020-10-21,166,0.03
"Lamar",2020-10-21,397,0.128
"Lamb",2020-10-21,148,0.128
"Lampasas",2020-10-21,815,0.04
"Lavaca",2020-10-21,369,0.211
"Lee",2020-10-21,315,0.025
"Leon",2020-10-21,436,0.128
"Liberty",2020-10-21,1492,0.072
"Limestone",2020-10-21,1650,0.038
"Lipscomb",2020-10-21,NA,NA
"Live Oak",2020-10-21,150,0.093
"Llano",2020-10-21,938,0.036
"Loving",2020-10-21,NA,NA
"Lubbock",2020-10-21,11225,0.116
"Lynn",2020-10-21,166,0.181
"Madison",2020-10-21,365,0.052
"Marion",2020-10-21,122,0.09
"Martin",2020-10-21,38,0.132
"Mason",2020-10-21,66,0.015
"Matagorda",2020-10-21,610,0.066
"Maverick",2020-10-21,1507,0.171
"McCulloch",2020-10-21,126,0.119
"McLennan",2020-10-21,11609,0.062
"McMullen",2020-10-21,NA,NA
"Medina",2020-10-21,596,0.067
"Menard",2020-10-21,179,0.073
"Midland",2020-10-21,1459,0.09
"Milam",2020-10-21,1058,0.017
"Mills",2020-10-21,194,0.052
"Mitchell",2020-10-21,86,0.221
"Montague",2020-10-21,772,0.034
"Montgomery",2020-10-21,11397,0.074
"Moore",2020-10-21,171,0.187
"Morris",2020-10-21,175,0.069
"Motley",2020-10-21,98,0.061
"Nacogdoches",2020-10-21,1723,0.079
"Navarro",2020-10-21,850,0.042
"Newton",2020-10-21,80,0.025
"Nolan",2020-10-21,293,0.16
"Nueces",2020-10-21,5595,0.05
"Ochiltree",2020-10-21,26,0.115
"Oldham",2020-10-21,30,0.167
"Orange",2020-10-21,951,0.069
"Palo Pinto",2020-10-21,515,0.175
"Panola",2020-10-21,287,0.23
"Parker",2020-10-21,2253,0.122
"Parmer",2020-10-21,91,0.176
"Pecos",2020-10-21,600,0.072
"Polk",2020-10-21,759,0.071
"Potter",2020-10-21,2713,0.162
"Presidio",2020-10-21,550,0.049
"Rains",2020-10-21,125,0.088
"Randall",2020-10-21,2277,0.163
"Reagan",2020-10-21,NA,NA
"Real",2020-10-21,64,0.047
"Red River",2020-10-21,315,0.032
"Reeves",2020-10-21,181,0.265
"Refugio",2020-10-21,79,0.038
"Roberts",2020-10-21,NA,NA
"Robertson",2020-10-21,767,0.055
"Rockwall",2020-10-21,3199,0.066
"Runnels",2020-10-21,279,0.05
"Rusk",2020-10-21,459,0.211
"Sabine",2020-10-21,170,0.047
"San Augustine",2020-10-21,64,0.141
"San Jacinto",2020-10-21,263,0.053
"San Patricio",2020-10-21,759,0.049
"San Saba",2020-10-21,246,0.199
"Schleicher",2020-10-21,35,0.114
"Scurry",2020-10-21,104,0.106
"Shackelford",2020-10-21,56,0.214
"Shelby",2020-10-21,477,0.088
"Sherman",2020-10-21,NA,NA
"Smith",2020-10-21,6367,0.115
"Somervell",2020-10-21,128,0.039
"Starr",2020-10-21,1336,0.076
"Stephens",2020-10-21,86,0.14
"Sterling",2020-10-21,50,0.22
"Stonewall",2020-10-21,NA,NA
"Sutton",2020-10-21,57,0.456
"Swisher",2020-10-21,108,0.306
"Tarrant",2020-10-21,49768,0.107
"Taylor",2020-10-21,2009,0.178
"Terrell",2020-10-21,NA,NA
"Terry",2020-10-21,83,0.096
"Throckmorton",2020-10-21,NA,NA
"Titus",2020-10-21,537,0.065
"Tom Green",2020-10-21,3812,0.087
"Travis",2020-10-21,33830,0.044
"Trinity",2020-10-21,295,0.034
"Tyler",2020-10-21,178,0.084
"Upshur",2020-10-21,452,0.104
"Upton",2020-10-21,21,0.143
"Uvalde",2020-10-21,309,0.107
"Val Verde",2020-10-21,1316,0.11
"Van Zandt",2020-10-21,563,0.144
"Victoria",2020-10-21,1070,0.064
"Walker",2020-10-21,2770,0.061
"Waller",2020-10-21,997,0.061
"Ward",2020-10-21,173,0.069
"Washington",2020-10-21,1522,0.033
"Webb",2020-10-21,9374,0.097
"Wharton",2020-10-21,740,0.062
"Wheeler",2020-10-21,87,0.172
"Wichita",2020-10-21,5007,0.186
"Wilbarger",2020-10-21,560,0.184
"Willacy",2020-10-21,1060,0.108
"Williamson",2020-10-21,15861,0.036
"Wilson",2020-10-21,906,0.036
"Winkler",2020-10-21,42,0.19
"Wise",2020-10-21,1671,0.073
"Wood",2020-10-21,620,0.156
"Yoakum",2020-10-21,58,0.034
"Young",2020-10-21,217,0.184
"Zapata",2020-10-21,426,0.033
"Zavala",2020-10-21,183,0.175
