"County","Date","Tests","TPR_CMS"
"Jim Hogg",2020-10-14,488,0.061
"Jim Wells",2020-10-14,1654,0.088
"Johnson",2020-10-14,3805,0.101
"Jones",2020-10-14,238,0.084
"Karnes",2020-10-14,206,0.053
"Kaufman",2020-10-14,2988,0.083
"Kendall",2020-10-14,673,0.046
"Kenedy",2020-10-14,NA,NA
"Kent",2020-10-14,60,0.017
"Kerr",2020-10-14,983,0.027
"Kimble",2020-10-14,67,0.209
"King",2020-10-14,NA,NA
"Kinney",2020-10-14,58,0.466
"Kleberg",2020-10-14,845,0.084
"Knox",2020-10-14,31,0.129
"La Salle",2020-10-14,149,0.054
"Lamar",2020-10-14,450,0.104
"Lamb",2020-10-14,126,0.143
"Lampasas",2020-10-14,885,0.051
"Lavaca",2020-10-14,364,0.198
"Lee",2020-10-14,394,0.025
"Leon",2020-10-14,448,0.134
"Liberty",2020-10-14,1904,0.05
"Limestone",2020-10-14,1487,0.038
"Lipscomb",2020-10-14,NA,NA
"Live Oak",2020-10-14,122,0.123
"Llano",2020-10-14,887,0.045
"Loving",2020-10-14,NA,NA
"Lubbock",2020-10-14,10880,0.101
"Lynn",2020-10-14,134,0.172
"Madison",2020-10-14,416,0.034
"Marion",2020-10-14,133,0.06
"Martin",2020-10-14,31,0.032
"Mason",2020-10-14,62,0.016
"Matagorda",2020-10-14,632,0.078
"Maverick",2020-10-14,1294,0.167
"McCulloch",2020-10-14,96,0.156
"McLennan",2020-10-14,12511,0.059
"McMullen",2020-10-14,NA,NA
"Medina",2020-10-14,627,0.051
"Menard",2020-10-14,58,0.121
"Midland",2020-10-14,1313,0.055
"Milam",2020-10-14,1067,0.02
"Mills",2020-10-14,335,0.021
"Mitchell",2020-10-14,60,0.25
"Montague",2020-10-14,848,0.026
"Montgomery",2020-10-14,11804,0.071
"Moore",2020-10-14,181,0.144
"Morris",2020-10-14,215,0.074
"Motley",2020-10-14,63,0.063
"Nacogdoches",2020-10-14,1864,0.073
"Navarro",2020-10-14,827,0.067
"Newton",2020-10-14,116,0.043
"Nolan",2020-10-14,211,0.1
"Nueces",2020-10-14,4732,0.056
"Ochiltree",2020-10-14,20,0.15
"Oldham",2020-10-14,30,0.233
"Orange",2020-10-14,968,0.074
"Palo Pinto",2020-10-14,478,0.167
"Panola",2020-10-14,342,0.225
"Parker",2020-10-14,2151,0.113
"Parmer",2020-10-14,79,0.152
"Pecos",2020-10-14,561,0.073
"Polk",2020-10-14,914,0.075
"Potter",2020-10-14,3000,0.128
"Presidio",2020-10-14,538,0.046
"Rains",2020-10-14,117,0.06
"Randall",2020-10-14,2176,0.146
"Reagan",2020-10-14,NA,NA
"Real",2020-10-14,72,0.042
"Red River",2020-10-14,166,0.042
"Reeves",2020-10-14,207,0.159
"Refugio",2020-10-14,137,0.029
"Roberts",2020-10-14,NA,NA
"Robertson",2020-10-14,847,0.07
"Rockwall",2020-10-14,3440,0.043
"Runnels",2020-10-14,254,0.031
"Rusk",2020-10-14,450,0.202
"Sabine",2020-10-14,251,0.02
"San Augustine",2020-10-14,70,0.086
"San Jacinto",2020-10-14,264,0.038
"San Patricio",2020-10-14,814,0.055
"San Saba",2020-10-14,233,0.266
"Schleicher",2020-10-14,36,0.167
"Scurry",2020-10-14,105,0.057
"Shackelford",2020-10-14,38,0.132
"Shelby",2020-10-14,434,0.143
"Sherman",2020-10-14,NA,NA
"Smith",2020-10-14,7662,0.098
"Somervell",2020-10-14,193,0.036
"Starr",2020-10-14,1168,0.085
"Stephens",2020-10-14,88,0.125
"Sterling",2020-10-14,37,0.216
"Stonewall",2020-10-14,NA,NA
"Sutton",2020-10-14,43,0.209
"Swisher",2020-10-14,114,0.184
"Tarrant",2020-10-14,52081,0.098
"Taylor",2020-10-14,3065,0.087
"Terrell",2020-10-14,NA,NA
"Terry",2020-10-14,93,0.043
"Throckmorton",2020-10-14,NA,NA
"Titus",2020-10-14,545,0.053
"Tom Green",2020-10-14,3881,0.072
"Travis",2020-10-14,30837,0.047
"Trinity",2020-10-14,303,0.056
"Tyler",2020-10-14,221,0.059
"Upshur",2020-10-14,500,0.098
"Upton",2020-10-14,36,0.111
"Uvalde",2020-10-14,405,0.109
"Val Verde",2020-10-14,1037,0.113
"Van Zandt",2020-10-14,585,0.104
"Victoria",2020-10-14,1417,0.063
"Walker",2020-10-14,3448,0.069
"Waller",2020-10-14,927,0.074
"Ward",2020-10-14,186,0.086
"Washington",2020-10-14,1736,0.025
"Webb",2020-10-14,9589,0.113
"Wharton",2020-10-14,804,0.062
"Wheeler",2020-10-14,185,0.032
"Wichita",2020-10-14,4333,0.159
"Wilbarger",2020-10-14,487,0.187
"Willacy",2020-10-14,1065,0.147
"Williamson",2020-10-14,14702,0.039
"Wilson",2020-10-14,1280,0.021
"Winkler",2020-10-14,25,0.16
"Wise",2020-10-14,1562,0.06
"Wood",2020-10-14,695,0.092
"Yoakum",2020-10-14,51,0.059
"Young",2020-10-14,229,0.188
"Zapata",2020-10-14,213,0.028
"Zavala",2020-10-14,227,0.198
