"County","Date","Data_Type","cases_percentdiff","tests_percentdiff","cases_percentdiff_spline","cases_percentdiff_spline_lower","cases_percentdiff_spline_upper","tests_percentdiff_spline","tests_percentdiff_spline_lower","tests_percentdiff_spline_upper"
"Anderson",2020-04-22,"Raw",0,0,-26.8083124849113,-959.391984435967,905.775359466145,-378.636415808288,-2106.35584985942,1349.08301824284
"Anderson",2020-04-23,"Raw",-100,25,-15.8208449834242,-931.479603304589,899.837913337741,-348.653286771734,-2025.06871152769,1327.76213798422
"Anderson",2020-04-24,"Raw",-50,166.666666666667,-4.83246008529827,-903.856795855029,894.191875684432,-318.643211828769,-1945.13031734066,1307.84389368312
"Anderson",2020-04-25,"Raw",-100,-33.3333333333333,6.15775960610516,-876.542843564462,888.858362776672,-288.579245072983,-1866.67211933704,1289.51362919107
"Anderson",2020-04-26,"Raw",-50,-100,17.1507314874257,-849.55576349719,883.857226472041,-258.434440597964,-1789.81820050959,1272.94931931366
"Anderson",2020-04-27,"Raw",-75,91.6666666666667,28.147372955302,-822.912163176402,879.206909087006,-228.181852497302,-1714.68292824259,1258.31922324799
"Anderson",2020-04-28,"Raw",0,-100,39.1486014063728,-796.627102223907,874.924305036653,-197.794534864586,-1641.36836708429,1245.77929735512
"Anderson",2020-04-29,"Raw",-100,208.333333333333,50.1553342372771,-770.713963984642,871.024632459196,-167.245541793405,-1569.96150135006,1235.47041776325
"Anderson",2020-04-30,"Raw",50,58.3333333333333,61.1684888446538,-745.184340787554,867.521318476861,-136.507927377348,-1500.531349402,1227.51549464731
"Anderson",2020-05-01,"Raw",-75,-108.333333333333,72.1889826251419,-720.047936895372,864.425902145656,-105.554745710005,-1433.12608569985,1222.01659427984
"Anderson",2020-05-02,"Raw",-50,25,83.2177329753802,-695.312493542646,861.747959493407,-74.3590508849641,-1367.77032045271,1219.05221868278
"Anderson",2020-05-03,"Raw",-100,-91.6666666666667,94.2556572920078,-670.983740734091,859.495055318107,-42.8938969958148,-1304.46271526587,1218.67492127424
"Anderson",2020-05-04,"Raw",-100,125,105.303672971663,-647.065380655046,857.672726598373,-11.132338136147,-1243.17413119644,1220.90945492415
"Anderson",2020-05-05,"Raw",-50,NA,116.362697410986,-623.55910761725,856.284502439223,20.952571600451,-1183.84650796899,1225.75165116989
"Anderson",2020-05-06,"Raw",0,NA,127.433648006615,-600.464669415564,855.331965428794,53.3877781203893,-1126.39265612867,1233.16821236945
"Anderson",2020-05-07,"Raw",-50,141.666666666667,138.517442155188,-577.779974800278,854.814859110655,86.2002273300796,-1070.69710678966,1243.09756144982
"Anderson",2020-05-08,"Raw",-75,208.333333333333,149.614997253346,-555.501251478117,854.731245984808,119.416865135932,-1016.61810920674,1255.4518394786
"Anderson",2020-05-09,"Raw",-100,58.3333333333333,160.727230697726,-533.623258652683,855.077720048134,153.064637444357,-963.990801223934,1270.12007611265
"Anderson",2020-05-10,"Raw",-100,175,171.855059884967,-512.13955761793,855.849677387865,187.170490161767,-912.631511072977,1286.97249139651
"Anderson",2020-05-11,"Raw",-100,16.6666666666667,182.99940221171,-491.042843346103,857.041647769522,221.761369194571,-862.343091265373,1305.86582965452
"Anderson",2020-05-12,"Raw",125,416.666666666667,194.161175074591,-470.325339384467,858.647689533649,256.864220449181,-812.921145379775,1326.64958627814
"Anderson",2020-05-13,"Raw",-100,16.6666666666667,205.341295870251,-449.979257708941,860.661849449443,292.505989832007,-764.16099199456,1349.17297165857
"Anderson",2020-05-14,"Raw",-75,83.3333333333333,216.540681995329,-429.997324482805,863.078688473463,328.713623249461,-715.865217926882,1373.2924644258
"Anderson",2020-05-15,"Raw",-75,-83.3333333333333,227.759894762326,-410.375161086345,865.894950610996,365.511854089013,-667.870421617268,1398.89412979529
"Anderson",2020-05-16,"Raw",-50,0,238.9980711472,-391.117188429442,869.113330723842,402.91656566238,-620.110025080841,1425.9431564056
"Anderson",2020-05-17,"Raw",-100,75,250.25399204177,-372.231171688346,872.739155771887,440.941428762336,-572.556942162242,1454.43979968691
"Anderson",2020-05-18,"Raw",-100,1158.33333333333,261.526438337859,-353.725894084963,876.77877076068,479.600114181659,-525.198951650769,1484.39918001409
"Anderson",2020-05-19,"Raw",50,116.666666666667,272.814190927284,-335.61059979122,881.238981645789,518.906292713124,-478.032692287813,1515.84527771406
"Anderson",2020-05-20,"Raw",-75,0,284.116030701868,-317.894459803309,886.126521207046,558.873635149508,-431.057992074552,1548.80526237357
"Anderson",2020-05-21,"Raw",-50,-8.33333333333334,295.430738553431,-300.586070198126,891.447547304987,599.515812283585,-384.272652261249,1583.30427682842
"Anderson",2020-05-22,"Raw",-75,208.333333333333,306.757095373792,-283.69299283549,897.207183583074,640.846494908133,-337.667806019003,1619.36079583527
"Anderson",2020-05-23,"Raw",-50,NA,318.093882054772,-267.221348962671,903.409113072215,682.879353815927,-291.22396776545,1656.9826753973
"Anderson",2020-05-24,"Raw",-100,NA,329.439879488192,-251.175476214177,910.055235190561,725.628059799744,-244.9078783089,1696.16399790839
"Anderson",2020-05-25,"Raw",-100,-33.3333333333333,340.793868565872,-235.557659105356,917.145396237101,769.106283652359,-198.670231868071,1736.88279917279
"Anderson",2020-05-26,"Raw",-100,-58.3333333333333,352.154630179633,-220.367942253516,924.677202612781,813.327696166548,-152.444344037991,1779.09973637109
"Anderson",2020-05-27,"Raw",-100,-83.3333333333333,363.520945221293,-205.60403422922,932.645924671807,858.305968135088,-106.145787252699,1822.75772352288
"Anderson",2020-05-28,"Raw",-100,-25,374.891594582676,-191.261308194413,941.044497359764,904.054770350754,-59.6729860951015,1867.78252679661
"Anderson",2020-05-29,"Raw",50,-41.6666666666667,386.265359155599,-177.33290341922,949.863621730418,950.587773606323,-12.9087335397703,1914.08428075242
"Anderson",2020-05-30,"Raw",-100,-41.6666666666667,397.641019831884,-163.809929517399,959.091969181167,997.918648694571,34.277434634181,1961.55986275496
"Anderson",2020-05-31,"Raw",-100,-91.6666666666667,409.017357503352,-150.681772954025,968.716487960728,1046.06106640827,82.0260829369524,2010.09604987959
"Anderson",2020-06-01,"Raw",-100,500,420.393153061822,-137.936503212159,978.722809335802,1095.02869754021,130.484012425383,2059.57338265503
"Anderson",2020-06-02,"Raw",0,8.33333333333333,431.767187399115,-125.561374093612,989.095748891841,1144.83521288315,179.799752536479,2109.87067322981
"Anderson",2020-06-03,"Raw",-50,191.666666666667,443.138241407051,-113.543414070807,999.819896884908,1195.49428322987,230.118445712338,2160.8701207474
"Anderson",2020-06-04,"Raw",75,200,454.505095977451,-101.870098448934,1010.88029040384,1247.01957937315,281.576127360905,2212.46303138539
"Anderson",2020-06-05,"Raw",-50,341.666666666667,465.866532002134,-90.53009532688,1022.26315933115,1299.42477210576,334.293362892177,2264.55618131935
"Anderson",2020-06-06,"Raw",-150,316.666666666667,477.221332003199,-79.5164747768524,1033.95913878325,1352.71171570979,388.333918724508,2317.08951269508
"Anderson",2020-06-07,"Raw",-100,1141.66666666667,488.568285023843,-68.8344174122976,1045.97098745998,1406.83499842454,443.596798518434,2370.07319833064
"Anderson",2020-06-08,"Raw",-100,-41.6666666666667,499.906181737542,-58.4935263423386,1058.30588981742,1461.73739197859,499.922215270376,2423.5525686868
"Anderson",2020-06-09,"Raw",50,16.6666666666667,511.233812817773,-48.5046388461361,1070.97226448168,1517.36166810055,557.132441354511,2477.59089484659
"Anderson",2020-06-10,"Raw",-100,NA,522.549968938011,-38.8791050816682,1083.97904295769,1573.65059851902,615.037908506714,2532.26328853133
"Anderson",2020-06-11,"Raw",0,NA,533.85344077173,-29.6281439881193,1097.33502553158,1630.54695496261,673.442741718935,2587.65116820627
"Anderson",2020-06-12,"Raw",-100,-58.3333333333333,545.143018992408,-20.7622832604929,1111.04832124531,1687.9935091599,732.149775806283,2643.83724251351
"Anderson",2020-06-13,"Raw",75,-83.3333333333333,556.417494273519,-12.2908892489622,1125.125877796,1745.9330328395,790.965064019091,2700.90100165991
"Anderson",2020-06-14,"Raw",-100,3241.66666666667,567.675657288539,-4.22179133809766,1139.57310591517,1804.30829773001,849.701851630342,2758.91474382968
"Anderson",2020-06-15,"Raw",-100,4341.66666666667,578.916298710943,3.43899620908996,1154.3936012128,1863.06207556003,908.183957487404,2817.94019363266
"Anderson",2020-06-16,"Raw",22075,825,590.138209214208,10.6874537526509,1169.58896467576,1922.13713805817,966.248486200091,2878.02578991624
"Anderson",2020-06-17,"Raw",-75,100,601.340179471808,17.5216378661532,1185.15872107746,1981.47625695301,1023.74778531446,2939.20472859156
"Anderson",2020-06-18,"Raw",225,-16.6666666666667,612.521000157219,23.9416677171754,1201.10033259726,2041.02220397316,1080.55056665092,3001.4938412954
"Anderson",2020-06-19,"Raw",0,-16.6666666666667,623.679461943917,29.9496207986618,1217.40930308917,2100.71775084722,1136.54212852029,3064.89337317414
"Anderson",2020-06-20,"Raw",-125,8.33333333333333,634.814355505378,35.5493442179633,1234.07936679279,2160.50566930379,1191.62364358585,3129.38769502172
"Anderson",2020-06-21,"Raw",-100,4675,645.924471515076,40.7461890881727,1251.10275394198,2220.32873107146,1245.71051202766,3194.94695011526
"Anderson",2020-06-22,"Raw",-100,14475,657.008600646488,45.5466765329829,1268.47052475999,2280.12970787885,1298.7298168241,3261.5295989336
"Anderson",2020-06-23,"Raw",-25,NA,668.065533573089,49.9581043861134,1286.17296276006,2339.85137145454,1350.61695282821,3329.08579008087
"Anderson",2020-06-24,"Raw",0,6108.33333333333,679.094060968355,53.9881038511471,1304.20001808556,2399.43649352715,1401.31153022386,3397.56145683043
"Anderson",2020-06-25,"Raw",-75,2508.33333333333,690.092973505761,57.6441552326978,1322.54179177882,2458.82784582526,1450.75267384414,3466.90301780638
"Anderson",2020-06-26,"Raw",-25,3500,701.061061858782,60.9330714263489,1341.18905229122,2517.96820007748,1498.87385260341,3537.06254755154
"Anderson",2020-06-27,"Raw",-100,25,711.997116700895,63.8604572508027,1360.13377615099,2576.80032801241,1545.59737963862,3608.0032763862
"Anderson",2020-06-28,"Raw",-125,-33.3333333333333,722.900382099673,66.4290703255183,1379.37169387383,2635.26700135864,1590.82872672766,3679.70527598963
"Anderson",2020-06-29,"Raw",-100,-41.6666666666667,733.771915699084,68.6353480570118,1398.90848334116,2693.32405224719,1634.44879900014,3752.19930549424
"Anderson",2020-06-30,"Raw",300,8.33333333333333,744.613228537191,70.4732201814935,1418.75323689289,2750.97955441864,1676.30881727172,3825.65029156557
"Anderson",2020-07-01,"Raw",100,4066.66666666667,755.425831652061,71.9358198563968,1438.91584344772,2808.25464201602,1716.24890518886,3900.26037884318
"Anderson",2020-07-02,"Raw",475,7475,766.211236081758,73.0160279275941,1459.40644423592,2865.17044918231,1754.10997705214,3976.23092131249
"Anderson",2020-07-03,"Raw",125,24750,776.970952864348,73.7069546237778,1480.23495110492,2921.74811006054,1789.74191011849,4053.75431000258
"Anderson",2020-07-04,"Raw",-150,191.666666666667,787.706493037895,74.0023594580445,1501.41062661775,2978.00875879369,1823.01068649237,4133.00683109501
"Anderson",2020-07-05,"Raw",200,66.6666666666667,798.419367640465,73.8970105953725,1522.94172468556,3033.97352952478,1853.80433214639,4214.14272690317
"Anderson",2020-07-06,"Raw",-100,266.666666666667,809.111087710124,73.3869854301284,1544.83518999012,3089.66355639681,1882.03751478471,4297.2895980089
"Anderson",2020-07-07,"Raw",550,1566.66666666667,819.783164284935,72.4699146120701,1567.0964139578,3145.09997355278,1907.65472300221,4382.54522410335
"Anderson",2020-07-08,"Raw",1000,166.666666666667,830.437108402965,71.1451722508268,1589.7290445551,3200.3039151357,1930.63202699459,4469.97580327682
"Anderson",2020-07-09,"Raw",9425,483.333333333333,841.074431102279,69.4140154976401,1612.73484670692,3255.29651528858,1950.9775031235,4559.61552745365
"Anderson",2020-07-10,"Raw",5600,2375,851.696643420941,67.2796771261191,1636.11360971576,3310.09890815441,1968.7304779289,4651.46733837992
"Anderson",2020-07-11,"Raw",775,16583.3333333333,862.305256397016,64.7474150884954,1659.86309770554,3364.73222787621,1983.95980142615,4745.50465432628
"Anderson",2020-07-12,"Raw",-100,2566.66666666667,872.901781068571,61.824523291794,1683.97903884535,3419.21760859698,1996.76138906954,4841.67382812442
"Anderson",2020-07-13,"Raw",2250,5066.66666666667,883.487728473669,58.5203080066635,1708.45514894068,3473.57618445972,2007.25527603307,4939.89709288636
"Anderson",2020-07-14,"Raw",575,4791.66666666667,894.064609650377,54.8460343842978,1733.28318491646,3527.82908960743,2015.58241011496,5040.07576909991
"Anderson",2020-07-15,"Raw",575,3658.33333333333,904.633935636759,50.8148475146425,1758.45302375888,3581.99745818313,2021.90137686937,5142.09353949689
"Anderson",2020-07-16,"Raw",200,25,915.197217470881,46.4416723187841,1783.95276262298,3636.10242432981,2026.3852095548,5245.81963910483
"Anderson",2020-07-17,"Raw",1075,1383.33333333333,925.755966190807,41.743096341849,1809.76883603976,3690.16512219049,2029.21839354116,5351.11185083981
"Anderson",2020-07-18,"Raw",250,-158.333333333333,936.311692834602,36.7372392151468,1835.88614645406,3744.20668590816,2030.59413477766,5457.81923703865
"Anderson",2020-07-19,"Raw",-100,NA,946.865908440333,31.443612204897,1862.28820467577,3798.24472726866,2030.69718657352,5565.7922679638
"Andrews",2020-04-22,"14-Day Average",0,0,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-23,"14-Day Average",0,66.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-24,"14-Day Average",-11.1111111111111,50,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-25,"14-Day Average",-11.1111111111111,20,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-26,"14-Day Average",-11.1111111111111,0,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-27,"14-Day Average",-22.2222222222222,-14.2857142857143,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-28,"14-Day Average",-33.3333333333333,-25,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-29,"14-Day Average",-33.3333333333333,-33.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-04-30,"14-Day Average",-100,-40,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-01,"14-Day Average",-88.8888888888889,-45.4545454545455,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-02,"14-Day Average",-88.8888888888889,-50,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-03,"14-Day Average",-77.7777777777778,-53.8461538461538,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-04,"14-Day Average",-77.7777777777778,-57.1428571428571,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-05,"14-Day Average",-77.7777777777778,-69.2307692307692,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-06,"14-Day Average",-77.7777777777778,-66.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-07,"14-Day Average",-77.7777777777778,-91.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-08,"14-Day Average",-77.7777777777778,-83.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-09,"14-Day Average",-77.7777777777778,-83.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-10,"14-Day Average",-77.7777777777778,-66.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-11,"14-Day Average",-77.7777777777778,-58.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-12,"14-Day Average",-66.6666666666667,-58.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-13,"14-Day Average",-66.6666666666667,-58.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-14,"14-Day Average",-66.6666666666667,-25,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-15,"14-Day Average",-77.7777777777778,-25,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-16,"14-Day Average",-77.7777777777778,-16.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-17,"14-Day Average",-88.8888888888889,-8.33333333333334,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-18,"14-Day Average",-88.8888888888889,-8.33333333333334,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-19,"14-Day Average",-88.8888888888889,0,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-20,"14-Day Average",-88.8888888888889,0,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-21,"14-Day Average",-88.8888888888889,0,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-22,"14-Day Average",-77.7777777777778,-14.2857142857143,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-23,"14-Day Average",-77.7777777777778,-7.69230769230769,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-24,"14-Day Average",-66.6666666666667,-16.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-25,"14-Day Average",-33.3333333333333,-16.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-26,"14-Day Average",-44.4444444444444,0,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-27,"14-Day Average",-44.4444444444444,8.33333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-28,"14-Day Average",-44.4444444444444,-25,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-29,"14-Day Average",-44.4444444444444,33.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-30,"14-Day Average",-44.4444444444444,50,NA,NA,NA,NA,NA,NA
"Andrews",2020-05-31,"14-Day Average",-44.4444444444444,41.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-01,"14-Day Average",-44.4444444444444,66.6666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-02,"14-Day Average",-44.4444444444444,108.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-03,"14-Day Average",-44.4444444444444,158.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-04,"14-Day Average",-44.4444444444444,191.666666666667,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-05,"14-Day Average",-55.5555555555556,200,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-06,"14-Day Average",-55.5555555555556,176.923076923077,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-07,"14-Day Average",-66.6666666666667,171.428571428571,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-08,"14-Day Average",-100,185.714285714286,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-09,"14-Day Average",-100,171.428571428571,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-10,"14-Day Average",-100,184.615384615385,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-11,"14-Day Average",-100,208.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-12,"14-Day Average",-100,150,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-13,"14-Day Average",-88.8888888888889,158.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-14,"14-Day Average",-88.8888888888889,158.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-15,"14-Day Average",-88.8888888888889,133.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-16,"14-Day Average",-66.6666666666667,108.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-17,"14-Day Average",-66.6666666666667,83.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-18,"14-Day Average",-33.3333333333333,58.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-19,"14-Day Average",-11.1111111111111,83.3333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-20,"14-Day Average",66.6666666666667,150,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-21,"14-Day Average",88.8888888888889,150,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-22,"14-Day Average",88.8888888888889,158.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-23,"14-Day Average",88.8888888888889,181.818181818182,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-24,"14-Day Average",111.111111111111,158.333333333333,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-25,"14-Day Average",166.666666666667,146.153846153846,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-26,"14-Day Average",222.222222222222,269.230769230769,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-27,"14-Day Average",288.888888888889,307.692307692308,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-28,"14-Day Average",400,376.923076923077,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-29,"14-Day Average",400,376.923076923077,NA,NA,NA,NA,NA,NA
"Andrews",2020-06-30,"14-Day Average",400,407.692307692308,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-01,"14-Day Average",477.777777777778,384.615384615385,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-02,"14-Day Average",522.222222222222,384.615384615385,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-03,"14-Day Average",511.111111111111,353.846153846154,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-04,"14-Day Average",522.222222222222,346.153846153846,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-05,"14-Day Average",555.555555555556,500,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-06,"14-Day Average",555.555555555556,584.615384615385,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-07,"14-Day Average",555.555555555556,535.714285714286,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-08,"14-Day Average",722.222222222222,664.285714285714,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-09,"14-Day Average",800,678.571428571429,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-10,"14-Day Average",744.444444444444,728.571428571429,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-11,"14-Day Average",922.222222222222,678.571428571429,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-12,"14-Day Average",966.666666666667,628.571428571429,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-13,"14-Day Average",966.666666666667,692.857142857143,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-14,"14-Day Average",955.555555555556,907.142857142857,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-15,"14-Day Average",922.222222222222,985.714285714286,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-16,"14-Day Average",866.666666666667,1035.71428571429,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-17,"14-Day Average",911.111111111111,1078.57142857143,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-18,"14-Day Average",888.888888888889,1064.28571428571,NA,NA,NA,NA,NA,NA
"Andrews",2020-07-19,"14-Day Average",855.555555555556,984.615384615385,NA,NA,NA,NA,NA,NA
"Angelina",2020-04-22,"Raw",0,0,-5.55987831155949,-356.007860236542,344.888103613423,34.1978217203428,-54.4611184083289,122.856761849014
"Angelina",2020-04-23,"Raw",-66.6666666666667,313.793103448276,-3.62961757604023,-338.281486176719,331.022251024638,36.3385718275365,-49.8989249891272,122.5760686442
"Angelina",2020-04-24,"Raw",-33.3333333333333,-89.6551724137931,-1.6978023165475,-321.026437992532,317.630833359437,38.479896737477,-45.3988489670108,122.358642441965
"Angelina",2020-04-25,"Raw",0,20.6896551724138,0.237121990891808,-304.327130940778,304.801374922561,40.6223712529111,-40.9669151583224,122.211657664145
"Angelina",2020-04-26,"Raw",-100,-103.448275862069,2.17670987025124,-288.268640943909,292.622060684411,42.7665701765856,-36.608784012771,122.141924365942
"Angelina",2020-04-27,"Raw",-100,162.068965517241,4.12251584550444,-272.935328219105,281.180359910114,44.9130683112471,-32.3296590628906,122.155795685385
"Angelina",2020-04-28,"Raw",233.333333333333,-72.4137931034483,6.07609444062425,-258.408897235146,270.561086116395,47.0624404596426,-28.1341879850395,122.259068904325
"Angelina",2020-04-29,"Raw",0,155.172413793103,8.03900017958429,-244.765805919365,260.843806278534,49.2152614245189,-24.026359530816,122.456882379854
"Angelina",2020-04-30,"Raw",33.3333333333333,41.3793103448276,10.012787586358,-232.073995398787,252.099570571503,51.3721060086226,-20.0093995447589,122.753611562004
"Angelina",2020-05-01,"Raw",-66.6666666666667,-103.448275862069,11.9990111849186,-220.389016493314,244.387038863151,53.5335490147005,-16.0856702680207,123.152768297422
"Angelina",2020-05-02,"Raw",-66.6666666666667,75.8620689655172,13.9992254992395,-209.74978080753,237.748231806009,55.7001652454995,-12.2565780390149,123.656908530014
"Angelina",2020-05-03,"Raw",-100,-96.551724137931,16.0149850532942,-200.174342576156,232.204312682744,57.8725295037664,-8.52249521886019,124.267554226393
"Angelina",2020-05-04,"Raw",-100,-86.2068965517241,18.0478443710559,-191.656276302013,227.751965044125,60.0512165922479,-4.88270256218773,124.985135746683
"Angelina",2020-05-05,"Raw",700,NA,20.0993579764981,-184.162289067816,224.361005020812,62.2368013136908,-1.33535820816779,125.808960835549
"Angelina",2020-05-06,"Raw",133.333333333333,NA,22.171080393594,-177.631634808866,221.973795596054,64.4298584708419,2.12250108965554,126.737215852028
"Angelina",2020-05-07,"Raw",133.333333333333,65.5172413793103,24.2645661463171,-171.977661849339,220.506794141973,66.6309628664479,5.49492194747167,127.767003785424
"Angelina",2020-05-08,"Raw",133.333333333333,96.551724137931,26.3813697586408,-167.091472900077,219.854212417358,68.8406893032557,8.78695650966818,128.894422096843
"Angelina",2020-05-09,"Raw",-100,389.655172413793,28.5230457545384,-162.847315189466,219.893406698542,71.0596125840121,12.004543524848,130.114681643176
"Angelina",2020-05-10,"Raw",-100,213.793103448276,30.6911486579832,-159.109066022462,220.491363338428,73.2883075114638,15.1543489173868,131.422266105541
"Angelina",2020-05-11,"Raw",-100,-86.2068965517241,32.8872329929487,-155.737109200622,221.511575186519,75.5273488883576,18.243568072223,132.811129704492
"Angelina",2020-05-12,"Raw",466.666666666667,75.8620689655172,35.1128532834083,-152.595008664027,222.820715230844,77.7773115174403,21.2796932712392,134.274929763641
"Angelina",2020-05-13,"Raw",-100,-17.2413793103448,37.3695640533352,-149.555614131492,224.294742238162,80.0387702014587,24.2702503655087,135.807290037409
"Angelina",2020-05-14,"Raw",-33.3333333333333,20.6896551724138,39.658919826703,-146.506495227391,225.824334880797,82.3122997431595,27.2225087840249,137.402090702294
"Angelina",2020-05-15,"Raw",300,79.3103448275862,41.9856314964887,-143.363182857202,227.33444585018,84.5984787596286,30.1425062091857,139.054451310071
"Angelina",2020-05-16,"Raw",166.666666666667,193.103448275862,44.3670354316858,-140.096969065631,228.831039929002,86.8979011253073,33.0327953873602,140.763006863254
"Angelina",2020-05-17,"Raw",-100,-82.7586206896552,46.8236243702913,-136.706547039835,230.353795780418,89.2111645289763,35.8944697591862,142.527859298766
"Angelina",2020-05-18,"Raw",-100,193.103448275862,49.3758910503021,-133.204347386927,231.956129487532,91.5388666594161,38.7280572128626,144.34967610597
"Angelina",2020-05-19,"Raw",400,148.275862068966,52.0443282097157,-129.611617712697,233.700274132128,93.881605205407,41.5337567743097,146.229453636504
"Angelina",2020-05-20,"Raw",-100,-3.44827586206896,54.849428586529,-125.95388224458,235.652739417638,96.2399778557296,44.3116626136932,148.168293097766
"Angelina",2020-05-21,"Raw",366.666666666667,62.0689655172414,57.8116849187392,-122.256748399966,237.880118237444,98.6145822991645,47.0619706317355,150.167193966594
"Angelina",2020-05-22,"Raw",33.3333333333333,-51.7241379310345,60.9515899443434,-118.54207735093,240.445257239617,101.006016224492,49.7851628689769,152.226869580007
"Angelina",2020-05-23,"Raw",0,NA,64.2896364013387,-114.824587381297,243.403860183974,103.414877320493,52.4821651100341,154.347589530951
"Angelina",2020-05-24,"Raw",-100,NA,67.8463170277222,-111.108998684887,246.801632740331,105.841763275947,55.154473429288,156.529053122606
"Angelina",2020-05-25,"Raw",-100,106.896551724138,71.642124561491,-107.38784503137,250.672094154352,108.287271779636,57.8042460921266,158.770297467145
