"Date","Data_Type","cases_percentdiff","tests_percentdiff","cases_percentdiff_spline","cases_percentdiff_spline_lower","cases_percentdiff_spline_upper","tests_percentdiff_spline","tests_percentdiff_spline_lower","tests_percentdiff_spline_upper"
2020-07-31,"Raw",911.2,539.792651318799,797.955096283778,758.938996544213,836.971196023344,721.806488154794,604.412595327213,839.200380982375
2020-08-01,"Raw",991.428571428571,693.078213142247,785.734498654831,746.824064547283,824.644932762379,726.992933233683,609.594354151558,844.391512315809
2020-08-02,"Raw",611.542857142857,1434.42597957006,772.983657308115,734.075848087915,811.891466528314,732.011909369604,614.516919577365,849.506899161843
2020-08-03,"Raw",567.314285714286,1601.69233114804,759.751771800427,720.743232101436,798.760311499417,736.86041327245,619.178704453882,854.542122091018
2020-08-04,"Raw",948.114285714286,776.56654977893,746.088041688565,706.877811708644,785.298271668486,741.535441652112,623.580069304923,859.4908139993
2020-08-05,"Raw",896.571428571429,929.455709711846,732.041666529327,692.533778987918,771.549554070737,746.033991218482,627.723241280576,864.344741156388
2020-08-06,"Raw",770.171428571428,587.040707424912,717.661845879513,677.767697369429,757.555994389597,750.353058681454,631.612193847048,869.093923515859
2020-08-07,"Raw",705.942857142857,2856.74645525233,702.997779295919,662.638189317185,743.357369274654,754.489640750919,635.25249233092,873.726789170917
2020-08-08,"Raw",703.314285714286,2558.68272602531,688.098666335344,647.205569792308,728.991762878381,758.440734136769,638.651111459592,878.230356813947
2020-08-09,"Raw",457.714285714286,1997.19469431316,673.013706554587,631.531458878145,714.495954231029,762.203335548898,641.816231487649,882.590439610147
2020-08-10,"Raw",409.257142857143,2096.76779996951,657.792099510444,615.678402784724,699.905796236164,765.774441697196,644.7570193752,886.791864019193
2020-08-11,"Raw",919.085714285714,1201.00625095289,642.483044759715,599.709525105476,685.256564413955,769.151049291558,647.483400856523,890.818697726592
2020-08-12,"Raw",610.057142857143,536.301265436804,627.135741859198,583.688221751413,670.583261966983,772.330155041873,650.005828214465,894.654481869282
2020-08-13,"Raw",672.571428571429,2227.04680591554,611.79939036569,567.677905119122,655.920875612258,775.308755658036,652.335047285117,898.282464030956
2020-08-14,"Raw",708.8,981.460588504345,596.52318983599,551.741796762691,641.304582909289,778.083847849939,654.48186578242,901.685829917457
2020-08-15,"Raw",853.828571428572,-96.9660009147736,581.356339826896,535.942763475615,626.769916178176,780.652428327472,656.45692355864,904.847933096305
2020-08-16,"Raw",609.142857142857,1024.66839457234,566.348039895205,520.343189104983,612.352890685428,783.01149380053,658.270463981226,907.752523619834
2020-08-17,"Raw",210.514285714286,1177.95395639579,551.547489597717,505.004873216863,598.090105978572,785.158040979004,659.932104256192,910.383977701816
2020-08-18,"Raw",732.457142857143,922.549169080653,537.00388849123,489.988947432071,584.018829550388,787.089066572786,661.450601282251,912.727531863321
2020-08-19,"Raw",643.2,278.457081872237,522.766436132541,475.355800412778,570.177071852303,788.801567291769,662.833608477566,914.769526105973
2020-08-20,"Raw",466.057142857143,991.553590486355,508.884332078448,461.165002741543,556.603661415353,790.292539845845,664.087417970165,916.497661721526
2020-08-21,"Raw",434.285714285714,807.836560451288,495.40677588575,447.475223019038,543.338328752463,791.558980944906,665.216681571793,917.90128031802
2020-08-22,"Raw",466.057142857143,770.666260100625,482.381696057106,434.342648671004,530.420743443207,792.598067684462,666.223996045145,918.97213932378
2020-08-23,"Raw",299.314285714286,42.826650404025,469.827786849968,421.788322999713,517.867250700224,793.411126029214,667.10721133732,919.715040721109
2020-08-24,"Raw",215.085714285714,131.468211617625,457.734508276586,409.797937967423,505.671078585749,794.003630813056,667.85922192317,920.148039702942
2020-08-25,"Raw",626.628571428571,708.293947248056,446.090049295068,398.354333103862,493.825765486274,794.381237255497,668.470390793697,920.292083717298
2020-08-26,"Raw",507.428571428571,1526.14727854856,434.882598863523,387.439020187545,482.326177539501,794.549600576049,668.928785202437,920.170415949662
2020-08-27,"Raw",485.142857142857,458.057630736393,424.100345940059,377.032194859733,471.168497020386,794.514375994222,669.220302584684,919.808449403761
2020-08-28,"Raw",354.742857142857,790.806525384967,413.731479482786,367.112717091861,460.350241873712,794.281218729527,669.328805041988,919.233632417066
2020-08-29,"Raw",452.8,199.740814148498,403.764188449813,357.658066485281,449.870310414345,793.855784001474,669.236275172169,918.475292830779
2020-08-30,"Raw",337.828571428571,368.425064796463,394.186661799248,348.644279176364,439.729044422131,793.243727029573,668.923006205718,917.564447853429
2020-08-31,"Raw",211.771428571429,253.849672206129,384.987088489199,340.045874929703,429.928302048696,792.450703033336,668.367838956424,916.533567110248
2020-09-01,"Raw",378.171428571429,146.119835340753,376.153657477777,331.835785959434,420.47152899612,791.482367232272,667.548456639637,915.416277824908
2020-09-02,"Raw",386.628571428571,896.691568836713,367.674557723089,323.985303178387,411.363812267791,790.344374845893,666.441745783835,914.247003907951
2020-09-03,"Raw",348,345.235554200335,359.537978183245,316.464060780572,402.611895585919,789.042381093709,665.024226971132,913.060535216285
2020-09-04,"Raw",385.257142857143,898.917517914316,351.732107816354,309.240085743998,394.22412988871,787.582041195229,663.272552904277,911.891529486181
2020-09-05,"Raw",421.485714285714,271.413325202013,344.245135580524,302.279943761671,386.210327399377,785.969010369965,661.164063559819,910.773957180112
2020-09-06,"Raw",220.457142857143,238.92361640494,337.065250433863,295.549015154954,378.581485712773,784.208943837428,658.677379633834,909.740508041023
2020-09-07,"Raw",137.371428571429,860.100625095289,330.180641334482,289.01193053056,371.349352138404,782.307496817128,655.79300725269,908.821986381566
2020-09-08,"Raw",63.4285714285714,96.4018905320933,323.579497240489,282.633183058298,364.52581142268,780.270324528575,652.493920466836,908.046728590313
2020-09-09,"Raw",390.971428571429,1025.24775118158,317.250007109992,276.37791010228,358.122104117704,778.10308219128,648.766084870233,907.440079512327
2020-09-10,"Raw",346.971428571429,102.256441530721,311.180359901101,270.212802531755,352.147917270448,775.811425024753,644.598886933752,907.023963115754
2020-09-11,"Raw",291.542857142857,897.774050922397,305.358744571924,264.107061480121,346.610427663727,773.401008248505,639.985439696685,906.816576800326
2020-09-12,"Raw",357.6,1511.98353407532,299.773350080571,258.03329098247,341.513409178672,770.877487082047,634.922745726726,906.832228437368
2020-09-13,"Raw",110.285714285714,-1174.02042994359,294.412365385149,251.968204210377,336.856526559921,768.246516744889,629.411711191922,907.081322297856
2020-09-14,"Raw",192.228571428571,428.967830461961,289.263979443768,245.893040061887,332.63491882565,765.513752456542,623.457018347934,907.570486565149
2020-09-15,"Raw",451.2,773.547796920262,284.316381214537,239.793634294133,328.839128134941,762.684849436515,617.066875535842,908.302823337188
2020-09-16,"Raw",295.085714285714,675.728007318189,279.557759655565,233.660151913627,325.455367397502,759.76546290432,610.252672204409,909.278253604232
2020-09-17,"Raw",318.628571428571,1493.00198200945,274.97630372496,227.486545392773,322.466062057146,756.761248079467,603.028570658244,910.493925500691
2020-09-18,"Raw",356.685714285714,1790.73029425217,270.560202380831,221.269839587409,319.850565174252,753.677860181467,595.411066252454,911.94465411048
2020-09-19,"Raw",293.142857142857,409.041012349444,266.297644581287,215.009352233788,317.585936928785,750.52095442983,587.418544401892,913.623364457768
2020-09-20,"Raw",156.114285714286,372.480561061137,262.176819284437,208.705942898695,315.647695670178,747.296186044067,579.070857244617,915.521514843516
2020-09-21,"Raw",99.6571428571429,728.098795548102,258.185915448389,202.36135401305,314.010476883729,744.009210243688,570.388936343066,917.629484144309
2020-09-22,"Raw",355.428571428571,1107.01326421711,254.313122031254,195.977676324756,312.648567737752,740.665682248203,561.394451465997,919.93691303041
2020-09-23,"Raw",247.314285714286,1251.18158255832,250.546627991139,189.556945359181,311.536310623097,737.271257277124,552.109519979469,922.432994574779
2020-09-24,"Raw",326.4,753.666717487422,246.874622286153,183.10085834036,310.648386231945,733.831590549961,542.556467049554,925.106714050368
2020-09-25,"Raw",282.4,1240.09757584998,243.285293874405,176.610592156457,309.959995592353,730.352337286224,532.757633802707,927.94704076974
2020-09-26,"Raw",280.114285714286,289.739289525842,239.766831714004,170.086700311571,309.446963116437,726.839152705424,522.735228690426,930.943076720421
2020-09-27,"Raw",47.6571428571429,2611.06876048178,236.307424763059,163.52906802805,309.085781498068,723.297692027071,512.51121635091,934.084167703232
2020-09-28,"Raw",62.0571428571429,372.541545967373,232.895261979679,156.936907790675,308.853616168683,719.733610470676,502.107238009559,937.359982931793
2020-09-29,"Raw",341.714285714286,512.349443512731,229.518532321972,150.308781327272,308.728283316672,716.152563255749,491.54455768494,940.760568826558
2020-09-30,"Raw",515.2,657.996645830157,226.165424748047,143.642637540506,308.688211955588,712.560205601802,480.844028978073,944.276382225531
2020-10-01,"Raw",274.857142857143,-100,222.824128216013,136.935858895071,308.712397536956,708.962192728344,470.026077876853,947.898307579835
