"PHR","Date","Data_Type","cases_percentdiff","tests_percentdiff","cases_percentdiff_spline","cases_percentdiff_spline_lower","cases_percentdiff_spline_upper","tests_percentdiff_spline","tests_percentdiff_spline_lower","tests_percentdiff_spline_upper"
"7 - Temple PHR",2020-05-12,"Raw",-29.6610169491525,248.987341772152,-16.0469102403597,-74.4477020776696,42.3538815969503,152.002010973099,-40.0718952667299,344.075917212929
"7 - Temple PHR",2020-05-13,"Raw",18.6440677966102,5.18987341772152,-11.8073780822016,-69.3080029195053,45.6932467551022,157.810342355881,-31.85701634511,347.477701056871
"7 - Temple PHR",2020-05-14,"Raw",4.23728813559323,180.506329113924,-7.35533255218218,-64.1959195696048,49.4852544652404,163.617576754963,-23.7095499977655,350.944703507691
"7 - Temple PHR",2020-05-15,"Raw",-10.1694915254237,-56.5822784810127,-2.68065396592685,-59.0908096552939,53.7295017234402,169.423661933027,-15.6297661061581,354.477089972212
"7 - Temple PHR",2020-05-16,"Raw",-34.7457627118644,71.3924050632911,2.22677736093864,-53.9682391371741,58.4217938590513,175.228545652754,-7.61776970116358,358.074861006672
"7 - Temple PHR",2020-05-17,"Raw",-46.6101694915254,191.772151898734,7.37708111278867,-48.8004856647205,63.5546478902978,181.032175676825,0.326501721145348,361.737849632505
"7 - Temple PHR",2020-05-18,"Raw",-49.1525423728814,361.645569620253,12.7803769739977,-43.5572060593743,69.1179600073696,186.834499767922,8.20327979586881,365.465719739974
"7 - Temple PHR",2020-05-19,"Raw",17.7966101694915,356.835443037975,18.4467846289399,-38.2061907424626,75.0997600003423,192.635465688724,16.0129656938669,369.25796568358
"7 - Temple PHR",2020-05-20,"Raw",17.7966101694915,203.670886075949,24.3864237619897,-32.7141266901976,81.4869742141771,198.435021201913,23.7561292387302,373.113913165095
"7 - Temple PHR",2020-05-21,"Raw",12.7118644067797,260.253164556962,30.6094140575216,-27.0473031869889,88.266131302032,204.23311407017,31.4335066504545,377.032721489885
"7 - Temple PHR",2020-05-22,"Raw",20.3389830508474,400.379746835443,37.1258751999097,-21.1722154804577,95.4239658802771,210.029692056176,39.045996842221,381.01338727013
"7 - Temple PHR",2020-05-23,"Raw",-18.6440677966102,-100,43.9459268735285,-15.0560440157627,102.94789776282,215.824702922612,46.5946562103355,385.054749634888
"7 - Temple PHR",2020-05-24,"Raw",-12.7118644067797,476.329113924051,51.0796887627524,-8.66700636383015,110.826383889335,221.618094432159,54.0806918722558,389.155496992061
"7 - Temple PHR",2020-05-25,"Raw",-32.2033898305085,183.670886075949,58.5372805519556,-1.97459277154202,119.049153875453,227.409814347497,61.5054533232908,393.314175371704
"7 - Temple PHR",2020-05-26,"Raw",-7.6271186440678,199.367088607595,66.3288219255127,5.05029588760563,127.60734796342,233.199810431309,68.8704224984916,397.529198364127
"7 - Temple PHR",2020-05-27,"Raw",16.1016949152542,118.481012658228,74.4644325677977,12.4352860866248,136.493579048971,238.988030446275,76.1772022419513,401.798858650599
"7 - Temple PHR",2020-05-28,"Raw",21.1864406779661,317.974683544304,82.9542321631853,20.2065243874817,145.701939938889,244.774422155076,83.4275032006731,406.121341109479
"7 - Temple PHR",2020-05-29,"Raw",15.2542372881356,126.708860759494,91.8083403960497,28.388706253834,155.227974538265,250.558933320393,90.6231291738382,410.494737466948
"7 - Temple PHR",2020-05-30,"Raw",11.864406779661,405.569620253165,101.036876950765,37.0051254711159,165.068628430415,256.341511704907,97.7659609602748,414.917062449538
"7 - Temple PHR",2020-05-31,"Raw",86.4406779661017,56.0759493670886,110.649961511706,46.0777319666315,175.222191056781,262.122105071298,104.857938756793,419.386271385803
"7 - Temple PHR",2020-06-01,"Raw",-33.0508474576271,937.721518987342,120.657713763247,55.6271886720447,185.68823885445,267.900661182249,111.901043167543,423.900279196955
"7 - Temple PHR",2020-06-02,"Raw",38.9830508474576,441.772151898734,131.070253389763,65.672920328101,196.467586451424,273.67712780044,118.897274889495,428.456980711384
"7 - Temple PHR",2020-06-03,"Raw",46.6101694915254,-301.392405063291,141.897700075626,76.2331487564751,207.562251394778,279.451452688551,125.848633141484,433.054272235618
"7 - Temple PHR",2020-06-04,"Raw",27.1186440677966,-145.189873417722,153.150173505213,87.3249101514442,218.975436858982,285.223583609265,132.757092904079,437.690074314451
"7 - Temple PHR",2020-06-05,"Raw",-3.38983050847458,144.556962025316,164.837793362897,98.9640504379751,230.711536287819,290.993468325261,139.624581035118,442.362355615405
"7 - Temple PHR",2020-06-06,"Raw",24.5762711864407,385.189873417722,176.970679333053,111.165194767028,242.776163899078,296.761054599222,146.452951321341,447.069157877103
"7 - Temple PHR",2020-06-07,"Raw",0.847457627118642,821.139240506329,189.5517429531,123.932856254193,255.170629652007,302.526317348308,153.243783758212,451.808850938404
"7 - Temple PHR",2020-06-08,"Raw",-46.6101694915254,396.329113924051,202.555063172638,137.234994455462,267.875131889814,308.289340107604,159.997830592254,456.580849622955
"7 - Temple PHR",2020-06-09,"Raw",126.271186440678,530.759493670886,215.947510794313,151.029745791063,280.865275797563,314.050233566677,166.715529081439,461.384938051916
"7 - Temple PHR",2020-06-10,"Raw",188.983050847458,-100,229.695956620769,165.274374793359,294.11753844818,319.809108415091,173.397191959678,466.221024870504
"7 - Temple PHR",2020-06-11,"Raw",114.406779661017,459.240506329114,243.767271454653,179.925353101426,307.609189807879,325.566075342413,180.043026176429,471.089124508397
"7 - Temple PHR",2020-06-12,"Raw",200,60.8860759493671,258.128326098608,194.938426823923,321.318225373293,331.321245038207,186.653151576988,475.989338499426
"7 - Temple PHR",2020-06-13,"Raw",139.830508474576,117.215189873418,272.745991355281,210.268678058521,335.223304652041,337.074728192039,193.22761942559,480.921836958489
"7 - Temple PHR",2020-06-14,"Raw",191.525423728814,311.139240506329,287.587138027317,225.870586193324,349.303689861309,342.826635493475,199.766430671763,485.886840315187
"7 - Temple PHR",2020-06-15,"Raw",29.6610169491526,386.962025316456,302.61863691736,241.698094650733,363.539179183987,348.57707763208,206.269553858348,490.884601405813
"7 - Temple PHR",2020-06-16,"Raw",368.64406779661,355.569620253165,317.807358828057,257.704688868373,377.91002878774,354.326165297421,212.736942567205,495.915388027636
"7 - Temple PHR",2020-06-17,"Raw",326.271186440678,192.405063291139,333.120174562052,273.843491419833,392.396857704271,360.074009179061,219.168552296532,500.97946606159
"7 - Temple PHR",2020-06-18,"Raw",502.542372881356,408.101265822785,348.523954921991,290.067380100568,406.980529743414,365.820719966567,225.564356661979,506.077083271156
"7 - Temple PHR",2020-06-19,"Raw",255.932203389831,720.126582278481,363.985570710518,306.329134345864,421.642007075172,371.566408349505,231.924362812932,511.208453886078
"7 - Temple PHR",2020-06-20,"Raw",416.101694915254,789.493670886076,379.47189273028,322.581614288335,436.362171172225,377.31118501744,238.248625955584,516.373744079296
"7 - Temple PHR",2020-06-21,"Raw",498.305084745763,359.367088607595,394.949791783921,338.777974888389,451.121608679452,383.055160659937,244.537262876095,521.573058443779
"7 - Temple PHR",2020-06-22,"Raw",638.135593220339,520.126582278481,410.386138674086,354.871914729997,465.900362618175,388.798445966563,250.790464360469,526.806427572656
"7 - Temple PHR",2020-06-23,"Raw",377.118644067797,637.088607594937,425.747804203421,370.817955251197,480.677653155645,394.541151626881,257.008506412817,532.073796840946
"7 - Temple PHR",2020-06-24,"Raw",452.542372881356,287.341772151899,441.001659174571,386.571741582544,495.431576766598,400.28338833046,263.191760180623,537.375016480297
"7 - Temple PHR",2020-06-25,"Raw",638.135593220339,151.898734177215,456.114574390181,402.090351291167,510.138797489196,406.025266766862,269.340700504361,542.709833029363
"7 - Temple PHR",2020-06-26,"Raw",499.152542372881,292.784810126582,471.053420652897,417.33259295372,524.774248352074,411.766897625655,275.455913019304,548.077882232007
"7 - Temple PHR",2020-06-27,"Raw",316.949152542373,339.240506329114,485.785068765364,432.259273571706,539.310863959021,417.508391596404,281.538099749348,553.47868344346
"7 - Temple PHR",2020-06-28,"Raw",803.389830508475,281.012658227848,500.276389530226,446.833413327911,553.719365732542,423.249859368674,287.588083145981,558.911635591367
"7 - Temple PHR",2020-06-29,"Raw",915.254237288136,409.367088607595,514.49425375013,461.02038867032,567.96811882994,428.991411632031,293.606808539655,564.376014724406
"7 - Temple PHR",2020-06-30,"Raw",808.474576271186,280.506329113924,528.40553222772,474.787990216547,582.023074238893,434.73315907604,299.595344985532,569.870973166548
"7 - Temple PHR",2020-07-01,"Raw",1000,1012.78481012658,541.977095765641,488.106389800764,595.847801730519,440.475212390267,305.554884500305,575.39554028023
"7 - Temple PHR",2020-07-02,"Raw",924.576271186441,687.341772151899,555.17581516654,500.948019832049,609.403610501031,446.217682264278,311.486739701118,580.948624827438
"7 - Temple PHR",2020-07-03,"Raw",919.491525423729,561.518987341772,567.968561233061,513.287376413882,622.649746052239,451.960679387638,317.392339871077,586.529018904198
"7 - Temple PHR",2020-07-04,"Raw",702.542372881356,616.835443037975,580.322204767849,525.100763960749,635.543645574948,457.704314449912,323.273225488017,592.135403411807
"7 - Temple PHR",2020-07-05,"Raw",142.372881355932,569.367088607595,592.203616573549,536.366002441888,648.04123070521,463.448698140666,329.131041263612,597.76635501772
"7 - Temple PHR",2020-07-06,"Raw",617.796610169491,687.721518987342,603.579667452807,547.062118695143,660.097216210472,469.193941149466,334.967527748396,603.420354550536
"7 - Temple PHR",2020-07-07,"Raw",1032.20338983051,536.20253164557,614.417228208269,557.169040943938,671.665415472599,474.940154165877,340.784511564336,609.095796767418
"7 - Temple PHR",2020-07-08,"Raw",1222.8813559322,696.455696202532,624.683169642578,566.667311586115,682.699027699042,480.687447879465,346.583894330306,614.791001428623
"7 - Temple PHR",2020-07-09,"Raw",1421.18644067797,315.189873417722,634.344362558381,575.537828487344,693.150896629418,486.435932979795,352.367640346884,620.504225612705
"7 - Temple PHR",2020-07-10,"Raw",1172.03389830508,454.556962025316,643.367677758323,583.761620255494,702.973735261153,492.185720156432,358.137763105442,626.233677207422
"7 - Temple PHR",2020-07-11,"Raw",745.762711864407,484.810126582278,651.719986045049,591.319656878443,712.120315211655,497.936920098943,363.896310682553,631.977529515334
"7 - Temple PHR",2020-07-12,"Raw",463.559322033898,385.316455696203,659.368158221204,598.192693963967,720.543622478441,503.689643496893,369.645350074435,637.733936919351
"7 - Temple PHR",2020-07-13,"Raw",206.779661016949,398.987341772152,666.279065089434,604.361146667684,728.196983511183,509.444001039848,375.386950517818,643.501051561878
"7 - Temple PHR",2020-07-14,"Raw",1244.06779661017,372.025316455696,672.419577452383,609.804988111586,735.034166793179,515.200103417372,381.12316583334,649.277041001404
"7 - Temple PHR",2020-07-15,"Raw",1097.45762711864,323.670886075949,677.756566112697,614.503666477077,741.009465748317,520.958061319032,386.856015815958,655.060106822105
"7 - Temple PHR",2020-07-16,"Raw",910.169491525424,-15.8227848101266,682.256901873021,618.436034778543,746.077768967499,526.717985434393,392.587466683937,660.848504184849
"7 - Temple PHR",2020-07-17,"Raw",827.118644067797,561.139240506329,685.887455536,621.580287379627,750.194623692374,532.47998645302,398.3194105845,666.64056232154
"7 - Temple PHR",2020-07-18,"Raw",418.64406779661,326.835443037975,688.615097904281,623.913897431791,753.31629837677,538.244175064479,404.053644140341,672.434705988617
"7 - Temple PHR",2020-07-19,"Raw",546.610169491525,689.746835443038,690.406699780507,625.41354945605,755.399850104963,544.010661958336,409.791846007528,678.229477909144
"7 - Temple PHR",2020-07-20,"Raw",344.067796610169,361.518987341772,691.229131967324,626.055061144888,756.40320278976,549.779557824156,415.535553402366,684.023562245947
"7 - Temple PHR",2020-07-21,"Raw",527.118644067797,436.962025316456,691.049265267377,625.813288040963,756.285242493791,555.550973351505,421.286137543027,689.815809159983
"7 - Temple PHR",2020-07-22,"Raw",937.28813559322,166.962025316456,689.845891839536,624.671818572486,755.019965106586,561.325018014855,427.044467121947,695.605568907762
"7 - Temple PHR",2020-07-23,"Raw",738.983050847458,313.924050632911,687.645489267565,622.652334150379,752.638644384751,567.101796428298,432.809960390552,701.393632466045
"7 - Temple PHR",2020-07-24,"Raw",515.254237288136,356.075949367089,684.486456491454,619.785249066826,749.187663916082,572.881411990836,438.581534445452,707.181289536221
"7 - Temple PHR",2020-07-25,"Raw",496.610169491525,265.696202531646,680.407192451191,616.100015460048,744.714369442334,578.66396810147,444.357942126468,712.969994076471
"7 - Temple PHR",2020-07-26,"Raw",265.254237288136,345.316455696203,675.446096086765,611.625218635927,739.266973537604,584.449568159198,450.13779679329,718.761339525107
"7 - Temple PHR",2020-07-27,"Raw",581.35593220339,212.53164556962,669.641566338166,606.388655266117,732.894477410215,590.238315563022,455.91959595918,724.557035166864
"7 - Temple PHR",2020-07-28,"Raw",596.610169491525,-2.78481012658228,663.032002145382,600.417400806022,725.646603484743,596.030313711942,461.701743835437,730.358883588446
"7 - Temple PHR",2020-07-29,"Raw",419.491525423729,274.050632911392,655.655802448402,593.737872055584,717.573732841221,601.825666004957,467.482572828974,736.16875918094
"7 - Temple PHR",2020-07-30,"Raw",483.898305084746,602.53164556962,647.551366187215,586.375890641991,708.72684173244,607.624475841068,473.260364022848,741.988587659289
"7 - Temple PHR",2020-07-31,"Raw",492.372881355932,542.405063291139,638.757092301811,578.356753244678,699.157431358943,613.426846619276,479.033366656468,747.820326582085
"7 - Temple PHR",2020-08-01,"Raw",372.881355932203,597.974683544304,629.311379732177,569.705314500437,688.917444963916,619.232881738581,484.799816608981,753.665946868181
"7 - Temple PHR",2020-08-02,"Raw",200.847457627119,688.607594936709,619.252627418303,560.44608858261,678.059166253996,625.042684597983,490.557953876532,759.527415319434
"7 - Temple PHR",2020-08-03,"Raw",161.864406779661,1232.78481012658,608.619234300178,550.603375270492,666.635093329863,630.856358596481,496.306039022012,765.40667817095
"7 - Temple PHR",2020-08-04,"Raw",1058.47457627119,176.329113924051,597.44959931779,540.20141570652,654.697782929061,636.674007133077,502.042368565094,771.30564570106
"7 - Temple PHR",2020-08-05,"Raw",500,922.405063291139,585.78212141113,529.264581755407,642.299661066853,642.49573360677,507.76528927095,777.226177942591
"7 - Temple PHR",2020-08-06,"Raw",350.847457627119,831.012658227848,573.655199520185,517.817600726859,629.492798313511,648.321641416561,513.473211288538,783.170071544585
"7 - Temple PHR",2020-08-07,"Raw",458.474576271186,3508.98734177215,561.107232584945,505.885814079698,616.328651090191,654.151833961451,519.164620083853,789.139047839048
"7 - Temple PHR",2020-08-08,"Raw",452.542372881356,2404.6835443038,548.176619545398,493.495464631382,602.857774459414,659.986414640438,524.838087110278,795.134742170598
"7 - Temple PHR",2020-08-09,"Raw",94.9152542372881,1363.67088607595,534.901759341534,480.674002040618,589.12951664245,665.825486852524,530.492279157292,801.158694547756
"7 - Temple PHR",2020-08-10,"Raw",79.6610169491526,1462.78481012658,521.321050913341,467.450391494652,575.19171033203,671.669153996709,536.125966320293,807.212341673124
"7 - Temple PHR",2020-08-11,"Raw",953.389830508475,1061.89873417722,507.472893200809,453.855406468436,561.090379933182,677.517519471992,541.738028538163,813.297010405822
"7 - Temple PHR",2020-08-12,"Raw",492.372881355932,464.936708860759,493.395685143926,439.921884112712,546.86948617514,683.370686677375,547.327460651327,819.413912703423
"7 - Temple PHR",2020-08-13,"Raw",344.067796610169,1748.35443037975,479.127825682681,425.684922140735,532.570729224626,689.228759011857,552.893375941238,825.564142082476
"7 - Temple PHR",2020-08-14,"Raw",479.661016949152,710.886075949367,464.707713757063,411.181999477186,518.23342803694,695.091839874439,558.435008122171,831.748671626707
"7 - Temple PHR",2020-08-15,"Raw",358.474576271186,-97.8481012658228,450.173748307062,396.453009218865,503.894487395259,700.960032664121,563.951711767655,837.968353560587
"7 - Temple PHR",2020-08-16,"Raw",84.7457627118644,892.658227848101,435.564328272666,381.540200737523,489.588455807808,706.833440779903,569.442961166387,844.223920393419
"7 - Temple PHR",2020-08-17,"Raw",95.7627118644068,655.696202531646,420.917852593864,366.488036602175,475.347668585553,712.712167620785,574.908347615657,850.515987625913
"7 - Temple PHR",2020-08-18,"Raw",454.237288135593,177.341772151899,406.272720210644,351.34297782734,461.202462593949,718.596316585768,580.347575173744,856.845057997792
"7 - Temple PHR",2020-08-19,"Raw",511.016949152542,253.670886075949,391.667330062997,336.153216460648,447.181443665346,724.485991073852,585.760454906045,863.211527241659
"7 - Temple PHR",2020-08-20,"Raw",456.779661016949,536.329113924051,377.140081090911,320.968377011048,433.311785170773,730.381294484037,591.146897672346,869.615691295728
"7 - Temple PHR",2020-08-21,"Raw",343.220338983051,766.708860759494,362.729372234374,305.83920770439,419.619536764359,736.282330215323,596.50690551448,876.057754916165
"7 - Temple PHR",2020-08-22,"Raw",297.457627118644,470.632911392405,348.473602433376,290.817279643474,406.129925223278,742.18920166671,601.840561714101,882.53784161932
"7 - Temple PHR",2020-08-23,"Raw",110.169491525424,-8.9873417721519,334.411170627906,275.954707575301,392.867633680512,748.1020122372,607.148019599443,889.056004874957
"7 - Temple PHR",2020-08-24,"Raw",200.847457627119,82.9113924050633,320.580475757953,261.303901092742,379.857050423164,754.020865325792,612.429490187407,895.612240464176
"7 - Temple PHR",2020-08-25,"Raw",409.322033898305,397.974683544304,307.019916763505,246.917350501517,367.122483025494,759.945864331485,617.685228753109,902.206499909861
"7 - Temple PHR",2020-08-26,"Raw",312.71186440678,905.443037974684,293.767892584552,232.847447760415,354.688337408689,765.877112653281,622.915520423184,908.838704883379
"7 - Temple PHR",2020-08-27,"Raw",319.491525423729,388.481012658228,280.862802161082,219.146340061493,342.579264260671,771.81471369018,628.120664891679,915.508762488682
"7 - Temple PHR",2020-08-28,"Raw",310.169491525424,859.873417721519,268.343044433085,205.865811742878,330.820277123292,777.758770841182,633.300960358529,922.216581323835
"7 - Temple PHR",2020-08-29,"Raw",200.847457627119,62.7848101265823,256.247018340549,193.057189167337,319.43684751376,783.709387505287,638.456686790509,928.962088220066
"7 - Temple PHR",2020-08-30,"Raw",45.7627118644068,801.012658227848,244.613122823463,180.771262741295,308.45498290563,789.666667081496,643.588088603575,935.745245559416
"7 - Temple PHR",2020-08-31,"Raw",330.508474576271,319.746835443038,233.479756821816,169.058220171555,297.901293472078,795.630712968808,648.695356863867,942.566069073749
"7 - Temple PHR",2020-09-01,"Raw",500.847457627119,119.873417721519,222.885319275598,157.967585165136,287.80305338606,801.601628566224,653.778611102668,949.42464602978
"7 - Temple PHR",2020-09-02,"Raw",182.203389830508,435.949367088608,212.868209124797,147.548155911823,278.188262337771,807.579517272744,658.837880838701,956.321153706787
"7 - Temple PHR",2020-09-03,"Raw",260.169491525424,82.0253164556962,203.466825309402,137.84793772406,269.085712894744,813.564482487369,663.873086899547,963.255878075191
"7 - Temple PHR",2020-09-04,"Raw",284.745762711864,764.050632911392,194.719566769402,128.91406404605,260.525069492753,819.556627609098,668.884022633003,970.229232585192
"7 - Temple PHR",2020-09-05,"Raw",350.847457627119,225.569620253165,186.655867716953,120.782088637338,252.529646796567,825.556011828557,673.87008794717,977.241935709944
"7 - Temple PHR",2020-09-06,"Raw",89.8305084745763,210.886075949367,179.269303452879,113.443985430163,245.094621475596,831.562517502875,678.829548618102,984.295486387648
"7 - Temple PHR",2020-09-07,"Raw",7.6271186440678,487.974683544304,172.544484550172,106.879859770156,238.209109330189,837.575982780804,683.760313361003,991.391652200604
"7 - Temple PHR",2020-09-08,"Raw",77.1186440677966,12.6582278481013,166.466021581824,101.068596253833,231.863446909816,843.596245811097,688.66020925589,998.532282366304
"7 - Temple PHR",2020-09-09,"Raw",551.694915254237,886.455696202532,161.018525120826,95.98788923757,226.049161004081,849.623144742508,693.527006484047,1005.71928300097
"7 - Temple PHR",2020-09-10,"Raw",242.372881355932,-22.9113924050633,156.186605740168,91.6142474841059,220.758963996231,855.65651772379,698.358442090477,1012.9545933571
"7 - Temple PHR",2020-09-11,"Raw",324.576271186441,950.759493670886,151.954874012844,87.9229768756566,215.986771150032,861.696202903696,703.152242719239,1020.24016308815
"7 - Temple PHR",2020-09-12,"Raw",286.440677966102,1047.08860759494,148.307940511844,84.8881451468689,211.727735876819,867.74203843098,707.906146262156,1027.5779305998
"7 - Temple PHR",2020-09-13,"Raw",27.1186440677966,-1145.82278481013,145.230415810159,82.4825330845991,207.97829853572,873.793862454394,712.617922356648,1034.96980255214
"7 - Temple PHR",2020-09-14,"Raw",67.7966101694915,209.620253164557,142.706910480782,80.6775776691441,204.73624329242,879.851513122692,717.285391665819,1042.41763457957
