Date,Level,COVID_ICU,COVID_General
7/2/2020,Angelina,16,43
7/3/2020,Angelina,12,36
7/4/2020,Angelina,12,35
7/5/2020,Angelina,17,34
7/6/2020,Angelina,13,32
7/7/2020,Angelina,13,36
7/8/2020,Angelina,16,36
7/9/2020,Angelina,19,34
7/10/2020,Angelina,14,32
7/11/2020,Angelina,13,31
7/12/2020,Angelina,14,31
7/13/2020,Angelina,13,28
7/14/2020,Angelina,17,30
7/15/2020,Angelina,20,33
7/16/2020,Angelina,13,33
7/17/2020,Angelina,16,37
7/18/2020,Angelina,16,32
7/19/2020,Angelina,15,35
7/20/2020,Angelina,13,33
7/21/2020,Angelina,17,43
7/22/2020,Angelina,16,39
7/23/2020,Angelina,7,39
7/24/2020,Angelina,14,35
7/25/2020,Angelina,17,35
7/26/2020,Angelina,17,34
7/27/2020,Angelina,14,34
7/28/2020,Angelina,17,38
7/29/2020,Angelina,16,34
7/30/2020,Angelina,15,31
7/31/2020,Angelina,15,28
8/1/2020,Angelina,15,28
8/2/2020,Angelina,13,29
8/3/2020,Angelina,13,26
8/4/2020,Angelina,14,28
8/5/2020,Angelina,12,28
8/6/2020,Angelina,6,31
8/7/2020,Angelina,14,27
8/8/2020,Angelina,11,27
8/9/2020,Angelina,8,23
8/10/2020,Angelina,8,27
8/11/2020,Angelina,11,15
8/12/2020,Angelina,3,15
8/13/2020,Angelina,8,31
8/14/2020,Angelina,8,24
8/15/2020,Angelina,7,10
8/16/2020,Angelina,7,22
8/17/2020,Angelina,7,22
8/18/2020,Angelina,4,22
8/19/2020,Angelina,8,19
8/20/2020,Angelina,4,28
8/21/2020,Angelina,4,28
8/22/2020,Angelina,4,28
8/23/2020,Angelina,4,27
8/24/2020,Angelina,4,28
8/25/2020,Angelina,4,26
8/26/2020,Angelina,8,21
8/27/2020,Angelina,11,19
8/28/2020,Angelina,3,21
8/29/2020,Angelina,3,21
8/30/2020,Angelina,3,23
8/31/2020,Angelina,2,24
9/1/2020,Angelina,2,23
9/2/2020,Angelina,2,21
9/3/2020,Angelina,2,21
9/4/2020,Angelina,2,13
9/5/2020,Angelina,2,11
9/6/2020,Angelina,2,11
9/7/2020,Angelina,2,17
9/8/2020,Angelina,2,18
9/9/2020,Angelina,3,14
9/10/2020,Angelina,3,14
9/11/2020,Angelina,3,17
9/12/2020,Angelina,3,12
9/13/2020,Angelina,4,15
9/14/2020,Angelina,5,16
9/15/2020,Angelina,5,16
9/16/2020,Angelina,4,23
9/17/2020,Angelina,3,25
9/18/2020,Angelina,3,22
9/19/2020,Angelina,3,25
9/20/2020,Angelina,4,23
9/21/2020,Angelina,6,22
9/22/2020,Angelina,6,22
9/23/2020,Angelina,5,25
9/24/2020,Angelina,5,26
9/25/2020,Angelina,20,8
9/26/2020,Angelina,7,16
9/27/2020,Angelina,11,21
9/28/2020,Angelina,6,26
9/29/2020,Angelina,9,25
9/30/2020,Angelina,9,26
10/1/2020,Angelina,9,13
10/2/2020,Angelina,5,13
10/3/2020,Angelina,11,17
10/4/2020,Angelina,9,11
10/5/2020,Angelina,14,18
10/6/2020,Angelina,14,18
10/7/2020,Angelina,17,10
10/8/2020,Angelina,16,10
10/9/2020,Angelina,18,12
10/10/2020,Angelina,4,18
10/11/2020,Angelina,4,18
10/12/2020,Angelina,11,13
10/13/2020,Angelina,5,21
10/14/2020,Angelina,8,16
10/15/2020,Angelina,10,13
10/16/2020,Angelina,7,6
10/17/2020,Angelina,6,2
10/18/2020,Angelina,8,14
10/19/2020,Angelina,11,11
10/20/2020,Angelina,11,11
10/21/2020,Angelina,14,10
10/22/2020,Angelina,8,8
10/23/2020,Angelina,14,10
10/24/2020,Angelina,16,10
10/25/2020,Angelina,19,9
10/26/2020,Angelina,14,11
10/27/2020,Angelina,16,22
10/28/2020,Angelina,13,11
10/29/2020,Angelina,13,11
10/30/2020,Angelina,12,10
10/31/2020,Angelina,6,13
11/1/2020,Angelina,12,21
11/2/2020,Angelina,12,18
11/3/2020,Angelina,13,26
11/4/2020,Angelina,6,15
11/5/2020,Angelina,5,20
11/6/2020,Angelina,5,20
11/7/2020,Angelina,13,26
11/8/2020,Angelina,11,26
11/9/2020,Angelina,14,27
11/10/2020,Angelina,11,31
11/11/2020,Angelina,5,20
11/12/2020,Angelina,29,11
11/13/2020,Angelina,14,34
11/14/2020,Angelina,14,34
11/15/2020,Angelina,14,38
11/16/2020,Angelina,14,32
11/17/2020,Angelina,12,32
11/18/2020,Angelina,3,25
11/19/2020,Angelina,16,26
11/20/2020,Angelina,14,32
11/21/2020,Angelina,14,26
11/22/2020,Angelina,4,26
11/23/2020,Angelina,15,40
11/24/2020,Angelina,15,41
11/25/2020,Angelina,17,41
11/26/2020,Angelina,17,41
11/27/2020,Angelina,17,41
11/28/2020,Angelina,12,40
11/29/2020,Angelina,5,33
11/30/2020,Angelina,19,44
12/1/2020,Angelina,19,44
12/2/2020,Angelina,14,40
12/3/2020,Angelina,2,44
12/4/2020,Angelina,37,14
12/5/2020,Angelina,10,10
12/6/2020,Angelina,27,36
12/7/2020,Angelina,27,29
12/8/2020,Angelina,12,50
12/9/2020,Angelina,12,43
12/10/2020,Angelina,18,43
12/11/2020,Angelina,16,51
12/12/2020,Angelina,15,40
12/13/2020,Angelina,16,40
12/14/2020,Angelina,15,37
12/15/2020,Angelina,16,44
12/16/2020,Angelina,13,39
12/17/2020,Angelina,5,20
12/18/2020,Angelina,6,29
12/19/2020,Angelina,6,29
12/20/2020,Angelina,15,23
12/21/2020,Angelina,21,16
12/22/2020,Angelina,16,16
12/23/2020,Angelina,4,16
12/24/2020,Angelina,16,14
12/25/2020,Angelina,0,10
12/26/2020,Angelina,8,17
12/27/2020,Angelina,8,17
12/28/2020,Angelina,3,21
12/29/2020,Angelina,3,16
12/30/2020,Angelina,6,15
12/31/2020,Angelina,4,0
1/1/2021,Angelina,1,14
1/2/2021,Angelina,2,15
1/3/2021,Angelina,7,16
1/4/2021,Angelina,7,23
1/5/2021,Angelina,3,23
1/6/2021,Angelina,6,29
1/7/2021,Angelina,5,20
1/8/2021,Angelina,10,11
1/9/2021,Angelina,1,16
1/10/2021,Angelina,3,7
1/11/2021,Angelina,0,5
1/12/2021,Angelina,4,8
1/13/2021,Angelina,8,3
1/14/2021,Angelina,9,3
1/15/2021,Angelina,9,5
1/16/2021,Angelina,4,9
1/17/2021,Angelina,3,9
1/18/2021,Angelina,1,10
1/19/2021,Angelina,0,10
1/20/2021,Angelina,0,4
1/21/2021,Angelina,0,4
1/22/2021,Angelina,5,6
1/23/2021,Angelina,0,5
1/24/2021,Angelina,0,6
1/25/2021,Angelina,0,6
1/26/2021,Angelina,1,6
1/27/2021,Angelina,1,5
1/28/2021,Angelina,1,4
1/29/2021,Angelina,0,5
1/30/2021,Angelina,0,5
1/31/2021,Angelina,0,1
2/1/2021,Angelina,0,1
2/2/2021,Angelina,0,2
2/3/2021,Angelina,1,1
2/4/2021,Angelina,0,1
2/5/2021,Angelina,0,0
2/6/2021,Angelina,N/A,1
2/7/2021,Angelina,N/A,N/A
2/8/2021,Angelina,1,2
2/9/2021,Angelina,0,2
2/10/2021,Angelina,0,0
2/11/2021,Angelina,0,0
2/12/2021,Angelina,0,0
2/13/2021,Angelina,3,0
2/14/2021,Angelina,2,0
2/15/2021,Angelina,1,0
2/16/2021,Angelina,1,0
2/17/2021,Angelina,4,0
2/18/2021,Angelina,0,0
2/19/2021,Angelina,3,0
2/20/2021,Angelina,8,2
2/21/2021,Angelina,2,2
2/22/2021,Angelina,7,0
2/23/2021,Angelina,5,0
2/24/2021,Angelina,5,0
2/25/2021,Angelina,6,0
2/26/2021,Angelina,6,0
2/27/2021,Angelina,2,1
2/28/2021,Angelina,4,0
3/1/2021,Angelina,5,0
3/2/2021,Angelina,3,1
3/3/2021,Angelina,5,2
3/4/2021,Angelina,2,5
3/5/2021,Angelina,2,5
3/6/2021,Angelina,4,3
3/7/2021,Angelina,7,2
3/8/2021,Angelina,2,3
3/9/2021,Angelina,6,2
3/10/2021,Angelina,3,2
3/11/2021,Angelina,2,3
3/12/2021,Angelina,3,3
3/13/2021,Angelina,11,1
3/14/2021,Angelina,11,1
3/15/2021,Angelina,1,1
3/16/2021,Angelina,4,0
3/17/2021,Angelina,1,0
3/18/2021,Angelina,1,0
3/19/2021,Angelina,2,1
3/20/2021,Angelina,4,4
3/21/2021,Angelina,0,0
3/22/2021,Angelina,0,4
3/23/2021,Angelina,2,4
3/24/2021,Angelina,1,0
3/25/2021,Angelina,0,1
3/26/2021,Angelina,1,3
3/27/2021,Angelina,2,2
3/28/2021,Angelina,1,0
3/29/2021,Angelina,4,4
3/30/2021,Angelina,4,4
4/1/2020,Brazoria,10,15
4/2/2020,Brazoria,14,28
4/3/2020,Brazoria,15,28
4/4/2020,Brazoria,12,25
4/5/2020,Brazoria,12,33
4/6/2020,Brazoria,12,40
4/7/2020,Brazoria,13,40
4/8/2020,Brazoria,13,43
4/9/2020,Brazoria,10,40
4/10/2020,Brazoria,11,49
4/11/2020,Brazoria,11,35
4/12/2020,Brazoria,11,43
4/13/2020,Brazoria,8,43
4/14/2020,Brazoria,11,41
4/15/2020,Brazoria,14,61
4/16/2020,Brazoria,13,49
4/17/2020,Brazoria,15,55
4/18/2020,Brazoria,15,52
4/19/2020,Brazoria,12,52
4/20/2020,Brazoria,12,42
4/21/2020,Brazoria,12,40
4/22/2020,Brazoria,12,30
4/23/2020,Brazoria,11,45
4/24/2020,Brazoria,12,45
4/25/2020,Brazoria,7,49
4/26/2020,Brazoria,7,39
4/27/2020,Brazoria,11,56
4/28/2020,Brazoria,10,46
4/29/2020,Brazoria,7,48
4/30/2020,Brazoria,10,48
5/1/2020,Brazoria,14,50
5/2/2020,Brazoria,10,44
5/3/2020,Brazoria,10,41
5/4/2020,Brazoria,10,43
5/5/2020,Brazoria,21,40
5/6/2020,Brazoria,18,40
5/7/2020,Brazoria,9,43
5/8/2020,Brazoria,11,37
5/9/2020,Brazoria,11,32
5/10/2020,Brazoria,9,32
5/11/2020,Brazoria,12,56
5/12/2020,Brazoria,23,76
5/13/2020,Brazoria,20,59
5/14/2020,Brazoria,18,56
5/15/2020,Brazoria,16,49
5/16/2020,Brazoria,16,49
5/17/2020,Brazoria,14,46
5/18/2020,Brazoria,17,44
5/19/2020,Brazoria,21,47
5/20/2020,Brazoria,20,49
5/21/2020,Brazoria,14,57
5/22/2020,Brazoria,14,56
5/23/2020,Brazoria,16,56
5/24/2020,Brazoria,14,64
5/25/2020,Brazoria,16,62
5/26/2020,Brazoria,18,70
5/27/2020,Brazoria,17,55
5/28/2020,Brazoria,14,65
5/29/2020,Brazoria,26,65
5/30/2020,Brazoria,26,65
5/31/2020,Brazoria,17,67
6/1/2020,Brazoria,18,52
6/2/2020,Brazoria,18,52
6/3/2020,Brazoria,20,61
6/4/2020,Brazoria,17,68
6/5/2020,Brazoria,17,65
6/6/2020,Brazoria,15,65
6/7/2020,Brazoria,18,61
6/8/2020,Brazoria,19,77
6/9/2020,Brazoria,20,77
6/10/2020,Brazoria,25,90
6/11/2020,Brazoria,21,69
6/12/2020,Brazoria,24,43
6/13/2020,Brazoria,24,43
6/14/2020,Brazoria,24,70
6/15/2020,Brazoria,23,67
6/16/2020,Brazoria,20,71
6/17/2020,Brazoria,18,74
6/18/2020,Brazoria,24,67
6/19/2020,Brazoria,24,67
6/20/2020,Brazoria,25,68
6/21/2020,Brazoria,22,64
6/22/2020,Brazoria,25,65
6/23/2020,Brazoria,23,81
6/24/2020,Brazoria,22,81
6/25/2020,Brazoria,22,77
6/26/2020,Brazoria,19,70
6/27/2020,Brazoria,19,70
6/28/2020,Brazoria,22,65
6/29/2020,Brazoria,16,62
6/30/2020,Brazoria,19,62
7/1/2020,Brazoria,14,70
7/2/2020,Brazoria,14,68
7/3/2020,Brazoria,16,65
7/4/2020,Brazoria,17,62
7/5/2020,Brazoria,16,49
7/6/2020,Brazoria,18,49
7/7/2020,Brazoria,15,59
7/8/2020,Brazoria,13,65
7/9/2020,Brazoria,13,47
7/10/2020,Brazoria,12,37
7/11/2020,Brazoria,14,48
7/12/2020,Brazoria,13,48
7/13/2020,Brazoria,12,42
7/14/2020,Brazoria,17,42
7/15/2020,Brazoria,15,39
7/16/2020,Brazoria,15,39
7/17/2020,Brazoria,17,24
7/18/2020,Brazoria,17,22
7/19/2020,Brazoria,15,22
7/20/2020,Brazoria,13,31
7/21/2020,Brazoria,15,31
7/22/2020,Brazoria,15,29
7/23/2020,Brazoria,14,22
7/24/2020,Brazoria,7,22
7/25/2020,Brazoria,13,27
7/26/2020,Brazoria,13,23
7/27/2020,Brazoria,14,31
7/28/2020,Brazoria,11,25
7/29/2020,Brazoria,11,32
7/30/2020,Brazoria,11,32
7/31/2020,Brazoria,12,28
8/1/2020,Brazoria,11,29
8/2/2020,Brazoria,13,28
8/3/2020,Brazoria,7,27
8/4/2020,Brazoria,7,27
8/5/2020,Brazoria,9,27
8/6/2020,Brazoria,9,33
8/7/2020,Brazoria,6,30
8/8/2020,Brazoria,12,19
8/9/2020,Brazoria,6,25
8/10/2020,Brazoria,11,25
8/11/2020,Brazoria,6,25
8/12/2020,Brazoria,6,27
8/13/2020,Brazoria,11,18
8/14/2020,Brazoria,14,25
8/15/2020,Brazoria,10,19
8/16/2020,Brazoria,12,19
8/17/2020,Brazoria,9,19
8/18/2020,Brazoria,9,16
8/19/2020,Brazoria,13,26
8/20/2020,Brazoria,16,26
8/21/2020,Brazoria,7,22
8/22/2020,Brazoria,8,21
8/23/2020,Brazoria,9,20
8/24/2020,Brazoria,6,17
8/25/2020,Brazoria,6,17
8/26/2020,Brazoria,5,15
8/27/2020,Brazoria,4,14
8/28/2020,Brazoria,6,22
8/29/2020,Brazoria,7,11
8/30/2020,Brazoria,6,17
8/31/2020,Brazoria,7,16
9/1/2020,Brazoria,7,12
9/2/2020,Brazoria,9,12
9/3/2020,Brazoria,16,14
9/4/2020,Brazoria,15,13
9/5/2020,Brazoria,12,12
9/6/2020,Brazoria,12,12
9/7/2020,Brazoria,11,17
9/8/2020,Brazoria,11,18
9/9/2020,Brazoria,8,12
9/10/2020,Brazoria,7,13
9/11/2020,Brazoria,6,13
9/12/2020,Brazoria,5,12
9/13/2020,Brazoria,5,18
9/14/2020,Brazoria,4,17
9/15/2020,Brazoria,6,16
9/16/2020,Brazoria,3,13
9/17/2020,Brazoria,3,13
9/18/2020,Brazoria,4,37
9/19/2020,Brazoria,6,37
9/20/2020,Brazoria,6,16
9/21/2020,Brazoria,8,17
9/22/2020,Brazoria,7,15
9/23/2020,Brazoria,7,12
9/24/2020,Brazoria,6,12
9/25/2020,Brazoria,6,11
9/26/2020,Brazoria,5,12
9/27/2020,Brazoria,5,15
9/28/2020,Brazoria,7,9
9/29/2020,Brazoria,8,13
9/30/2020,Brazoria,9,13
10/1/2020,Brazoria,11,11
10/2/2020,Brazoria,12,11
10/3/2020,Brazoria,10,13
10/4/2020,Brazoria,13,13
10/5/2020,Brazoria,6,17
10/6/2020,Brazoria,6,11
10/7/2020,Brazoria,8,11
10/8/2020,Brazoria,9,13
10/9/2020,Brazoria,10,9
10/10/2020,Brazoria,9,13
10/11/2020,Brazoria,8,18
10/12/2020,Brazoria,8,18
10/13/2020,Brazoria,8,19
10/14/2020,Brazoria,8,15
10/15/2020,Brazoria,13,18
10/16/2020,Brazoria,14,16
10/17/2020,Brazoria,10,28
10/18/2020,Brazoria,6,28
10/19/2020,Brazoria,6,25
10/20/2020,Brazoria,7,22
10/21/2020,Brazoria,9,20
10/22/2020,Brazoria,7,14
10/23/2020,Brazoria,8,14
10/24/2020,Brazoria,10,14
10/25/2020,Brazoria,10,18
10/26/2020,Brazoria,7,14
10/27/2020,Brazoria,14,20
10/28/2020,Brazoria,12,20
10/29/2020,Brazoria,10,21
10/30/2020,Brazoria,13,13
10/31/2020,Brazoria,11,21
11/1/2020,Brazoria,13,19
11/2/2020,Brazoria,14,10
11/3/2020,Brazoria,14,10
11/4/2020,Brazoria,15,13
11/5/2020,Brazoria,12,21
11/6/2020,Brazoria,15,21
11/7/2020,Brazoria,17,18
11/8/2020,Brazoria,12,37
11/9/2020,Brazoria,12,37
11/10/2020,Brazoria,12,36
11/11/2020,Brazoria,16,31
11/12/2020,Brazoria,14,41
11/13/2020,Brazoria,14,21
11/14/2020,Brazoria,22,21
11/15/2020,Brazoria,20,34
11/16/2020,Brazoria,20,31
11/17/2020,Brazoria,12,30
11/18/2020,Brazoria,20,25
11/19/2020,Brazoria,13,23
11/20/2020,Brazoria,13,23
11/21/2020,Brazoria,18,28
11/22/2020,Brazoria,14,31
11/23/2020,Brazoria,16,44
11/24/2020,Brazoria,16,32
11/25/2020,Brazoria,21,47
11/26/2020,Brazoria,30,32
11/27/2020,Brazoria,30,32
11/28/2020,Brazoria,21,28
11/29/2020,Brazoria,20,36
11/30/2020,Brazoria,15,48
12/1/2020,Brazoria,19,48
12/2/2020,Brazoria,20,42
12/3/2020,Brazoria,19,59
12/4/2020,Brazoria,27,48
12/5/2020,Brazoria,27,47
12/6/2020,Brazoria,21,52
12/7/2020,Brazoria,21,52
12/8/2020,Brazoria,17,63
12/9/2020,Brazoria,23,58
12/10/2020,Brazoria,27,67
12/11/2020,Brazoria,27,72
12/12/2020,Brazoria,16,72
12/13/2020,Brazoria,14,65
12/14/2020,Brazoria,16,75
12/15/2020,Brazoria,17,72
12/16/2020,Brazoria,17,68
12/17/2020,Brazoria,16,78
12/18/2020,Brazoria,24,78
12/19/2020,Brazoria,24,74
12/20/2020,Brazoria,17,73
12/21/2020,Brazoria,18,76
12/22/2020,Brazoria,25,62
12/23/2020,Brazoria,27,70
12/24/2020,Brazoria,17,70
12/25/2020,Brazoria,24,55
12/26/2020,Brazoria,11,52
12/27/2020,Brazoria,11,46
12/28/2020,Brazoria,15,34
12/29/2020,Brazoria,15,57
12/30/2020,Brazoria,13,57
12/31/2020,Brazoria,20,70
1/1/2021,Brazoria,20,61
1/2/2021,Brazoria,16,49
1/3/2021,Brazoria,14,63
1/4/2021,Brazoria,10,63
1/5/2021,Brazoria,8,39
1/6/2021,Brazoria,11,32
1/7/2021,Brazoria,7,26
1/8/2021,Brazoria,22,20
1/9/2021,Brazoria,7,25
1/10/2021,Brazoria,7,19
1/11/2021,Brazoria,4,14
1/12/2021,Brazoria,7,14
1/13/2021,Brazoria,6,14
1/14/2021,Brazoria,5,22
1/15/2021,Brazoria,8,12
1/16/2021,Brazoria,8,12
1/17/2021,Brazoria,8,13
1/18/2021,Brazoria,7,15
1/19/2021,Brazoria,9,18
1/20/2021,Brazoria,6,18
1/21/2021,Brazoria,11,27
1/22/2021,Brazoria,5,10
1/23/2021,Brazoria,6,13
1/24/2021,Brazoria,6,12
1/25/2021,Brazoria,6,15
1/26/2021,Brazoria,7,19
1/27/2021,Brazoria,8,9
1/28/2021,Brazoria,8,26
1/29/2021,Brazoria,6,26
1/30/2021,Brazoria,6,19
1/31/2021,Brazoria,5,15
2/1/2021,Brazoria,7,15
2/2/2021,Brazoria,1,8
2/3/2021,Brazoria,5,15
2/4/2021,Brazoria,5,8
2/5/2021,Brazoria,6,15
2/6/2021,Brazoria,5,11
2/7/2021,Brazoria,N/A,N/A
2/8/2021,Brazoria,7,21
2/9/2021,Brazoria,8,19
2/10/2021,Brazoria,8,16
2/11/2021,Brazoria,5,13
2/12/2021,Brazoria,6,15
2/13/2021,Brazoria,3,15
2/14/2021,Brazoria,5,11
2/15/2021,Brazoria,3,8
2/16/2021,Brazoria,0,12
2/17/2021,Brazoria,0,11
2/18/2021,Brazoria,2,3
2/19/2021,Brazoria,4,3
2/20/2021,Brazoria,2,3
2/21/2021,Brazoria,1,6
2/22/2021,Brazoria,2,8
2/23/2021,Brazoria,2,16
2/24/2021,Brazoria,0,16
2/25/2021,Brazoria,2,16
2/26/2021,Brazoria,2,10
2/27/2021,Brazoria,2,7
2/28/2021,Brazoria,0,10
3/1/2021,Brazoria,2,24
3/2/2021,Brazoria,2,10
3/3/2021,Brazoria,2,10
3/4/2021,Brazoria,4,10
3/5/2021,Brazoria,7,7
3/6/2021,Brazoria,2,8
3/7/2021,Brazoria,5,8
3/8/2021,Brazoria,4,2
3/9/2021,Brazoria,3,8
3/10/2021,Brazoria,5,5
3/11/2021,Brazoria,3,4
3/12/2021,Brazoria,3,13
3/13/2021,Brazoria,4,13
3/14/2021,Brazoria,5,14
3/15/2021,Brazoria,4,11
3/16/2021,Brazoria,4,7
3/17/2021,Brazoria,8,10
3/18/2021,Brazoria,4,7
3/19/2021,Brazoria,4,3
3/20/2021,Brazoria,4,3
3/21/2021,Brazoria,5,6
3/22/2021,Brazoria,5,7
3/23/2021,Brazoria,4,11
3/24/2021,Brazoria,4,19
3/25/2021,Brazoria,7,8
3/26/2021,Brazoria,4,8
3/27/2021,Brazoria,4,9
3/28/2021,Brazoria,6,13
3/29/2021,Brazoria,1,2
3/30/2021,Brazoria,1,15
4/1/2020,Fort Bend,17,63
4/2/2020,Fort Bend,17,68
4/3/2020,Fort Bend,12,86
4/4/2020,Fort Bend,13,54
4/5/2020,Fort Bend,16,72
4/6/2020,Fort Bend,14,67
4/7/2020,Fort Bend,14,67
4/8/2020,Fort Bend,17,57
4/9/2020,Fort Bend,16,67
4/10/2020,Fort Bend,15,59
4/11/2020,Fort Bend,20,59
4/12/2020,Fort Bend,20,55
4/13/2020,Fort Bend,18,58
4/14/2020,Fort Bend,20,62
4/15/2020,Fort Bend,21,52
4/16/2020,Fort Bend,24,57
4/17/2020,Fort Bend,17,54
4/18/2020,Fort Bend,17,75
4/19/2020,Fort Bend,23,82
4/20/2020,Fort Bend,21,82
4/21/2020,Fort Bend,22,77
4/22/2020,Fort Bend,20,92
4/23/2020,Fort Bend,20,70
4/24/2020,Fort Bend,15,70
4/25/2020,Fort Bend,18,73
4/26/2020,Fort Bend,17,95
4/27/2020,Fort Bend,18,88
4/28/2020,Fort Bend,13,88
4/29/2020,Fort Bend,13,106
4/30/2020,Fort Bend,16,94
5/1/2020,Fort Bend,18,98
5/2/2020,Fort Bend,14,78
5/3/2020,Fort Bend,19,77
5/4/2020,Fort Bend,17,92
5/5/2020,Fort Bend,17,92
5/6/2020,Fort Bend,19,96
5/7/2020,Fort Bend,21,106
5/8/2020,Fort Bend,21,101
5/9/2020,Fort Bend,16,85
5/10/2020,Fort Bend,16,100
5/11/2020,Fort Bend,20,100
5/12/2020,Fort Bend,21,106
5/13/2020,Fort Bend,18,91
5/14/2020,Fort Bend,21,93
5/15/2020,Fort Bend,21,104
5/16/2020,Fort Bend,30,104
5/17/2020,Fort Bend,38,107
5/18/2020,Fort Bend,32,127
5/19/2020,Fort Bend,27,133
5/20/2020,Fort Bend,42,114
5/21/2020,Fort Bend,33,114
5/22/2020,Fort Bend,18,114
5/23/2020,Fort Bend,18,129
5/24/2020,Fort Bend,27,147
5/25/2020,Fort Bend,25,150
5/26/2020,Fort Bend,25,137
5/27/2020,Fort Bend,33,137
5/28/2020,Fort Bend,29,161
5/29/2020,Fort Bend,29,125
5/30/2020,Fort Bend,43,132
5/31/2020,Fort Bend,36,137
6/1/2020,Fort Bend,41,148
6/2/2020,Fort Bend,42,148
6/3/2020,Fort Bend,42,153
6/4/2020,Fort Bend,50,147
6/5/2020,Fort Bend,44,141
6/6/2020,Fort Bend,42,149
6/7/2020,Fort Bend,46,155
6/8/2020,Fort Bend,46,169
6/9/2020,Fort Bend,44,152
6/10/2020,Fort Bend,53,152
6/11/2020,Fort Bend,50,160
6/12/2020,Fort Bend,50,154
6/13/2020,Fort Bend,46,168
6/14/2020,Fort Bend,46,168
6/15/2020,Fort Bend,48,179
6/16/2020,Fort Bend,48,172
6/17/2020,Fort Bend,49,167
6/18/2020,Fort Bend,43,188
6/19/2020,Fort Bend,40,188
6/20/2020,Fort Bend,40,169
6/21/2020,Fort Bend,37,180
6/22/2020,Fort Bend,43,164
6/23/2020,Fort Bend,30,151
6/24/2020,Fort Bend,40,162
6/25/2020,Fort Bend,40,139
6/26/2020,Fort Bend,37,139
6/27/2020,Fort Bend,34,142
6/28/2020,Fort Bend,31,137
6/29/2020,Fort Bend,37,145
6/30/2020,Fort Bend,37,137
7/1/2020,Fort Bend,30,132
7/2/2020,Fort Bend,24,132
7/3/2020,Fort Bend,32,107
7/4/2020,Fort Bend,36,90
7/5/2020,Fort Bend,36,90
7/6/2020,Fort Bend,28,100
7/7/2020,Fort Bend,30,96
7/8/2020,Fort Bend,28,100
7/9/2020,Fort Bend,26,91
7/10/2020,Fort Bend,26,101
7/11/2020,Fort Bend,26,105
7/12/2020,Fort Bend,33,105
7/13/2020,Fort Bend,33,89
7/14/2020,Fort Bend,37,102
7/15/2020,Fort Bend,33,100
7/16/2020,Fort Bend,35,101
