Date,Level,COVID_ICU,COVID_General
2021-01-20,Angelina,14,83
2020-04-01,Brazoria,1,3
2020-04-02,Brazoria,1,2
2020-04-03,Brazoria,6,13
2020-04-04,Brazoria,4,9
2020-04-05,Brazoria,4,8
2020-04-06,Brazoria,7,18
2020-04-07,Brazoria,4,19
2020-04-08,Brazoria,4,11
2020-04-09,Brazoria,5,7
2020-04-10,Brazoria,5,6
2020-04-11,Brazoria,4,3
2020-04-12,Brazoria,4,5
2020-04-13,Brazoria,7,7
2020-04-14,Brazoria,8,10
2020-04-15,Brazoria,4,7
2020-04-16,Brazoria,4,11
2020-04-17,Brazoria,5,14
2020-04-18,Brazoria,4,13
2020-04-19,Brazoria,3,5
2020-04-20,Brazoria,4,4
2020-04-21,Brazoria,5,5
2020-04-22,Brazoria,3,8
2020-04-23,Brazoria,4,2
2020-04-24,Brazoria,5,8
2020-04-25,Brazoria,2,6
2020-04-26,Brazoria,7,7
2020-04-27,Brazoria,4,10
2020-04-28,Brazoria,2,10
2020-04-29,Brazoria,2,13
2020-04-30,Brazoria,2,24
2020-05-01,Brazoria,0,10
2020-05-02,Brazoria,2,7
2020-05-03,Brazoria,2,10
2020-05-04,Brazoria,1,16
2020-05-05,Brazoria,0,16
2020-05-06,Brazoria,2,9
2020-05-07,Brazoria,2,8
2020-05-08,Brazoria,1,6
2020-05-09,Brazoria,2,3
2020-05-10,Brazoria,4,3
2020-05-11,Brazoria,2,7
2020-05-12,Brazoria,0,11
2020-05-13,Brazoria,0,12
2020-05-14,Brazoria,3,8
2020-05-15,Brazoria,5,11
2020-05-16,Brazoria,3,15
2020-05-17,Brazoria,6,14
2020-05-18,Brazoria,5,13
2020-05-19,Brazoria,8,16
2020-05-20,Brazoria,7,19
2020-05-21,Brazoria,7,21
2020-05-22,Brazoria,0,0
2020-05-23,Brazoria,5,11
2020-05-24,Brazoria,6,15
2020-05-25,Brazoria,5,8
2020-05-26,Brazoria,5,15
2020-05-27,Brazoria,1,8
2020-05-28,Brazoria,7,15
2020-05-29,Brazoria,5,11
2020-05-30,Brazoria,6,19
2020-05-31,Brazoria,6,26
2020-06-01,Brazoria,8,12
2020-06-02,Brazoria,8,9
2020-06-03,Brazoria,7,19
2020-06-04,Brazoria,6,15
2020-06-05,Brazoria,6,12
2020-06-06,Brazoria,7,13
2020-06-07,Brazoria,5,10
2020-06-08,Brazoria,11,27
2020-06-09,Brazoria,6,18
2020-06-10,Brazoria,9,18
2020-06-11,Brazoria,7,15
2020-06-12,Brazoria,8,13
2020-06-13,Brazoria,8,12
2020-06-14,Brazoria,6,19
2020-06-15,Brazoria,5,22
2020-06-16,Brazoria,6,14
2020-06-17,Brazoria,7,14
2020-06-18,Brazoria,4,21
2020-06-19,Brazoria,7,19
2020-06-20,Brazoria,8,25
2020-06-21,Brazoria,22,20
2020-06-22,Brazoria,8,26
2020-06-23,Brazoria,11,32
2020-06-24,Brazoria,8,39
2020-06-25,Brazoria,12,63
2020-06-26,Brazoria,14,56
2020-06-27,Brazoria,16,49
2020-06-28,Brazoria,20,61
2020-06-29,Brazoria,18,70
2020-06-30,Brazoria,13,57
2020-07-01,Brazoria,15,44
2020-07-02,Brazoria,15,34
2020-07-03,Brazoria,11,46
2020-07-04,Brazoria,22,52
2020-07-05,Brazoria,26,55
2020-07-06,Brazoria,17,70
2020-07-07,Brazoria,27,69
2020-07-08,Brazoria,25,62
2020-07-09,Brazoria,18,76
2020-07-10,Brazoria,17,73
2020-07-11,Brazoria,24,74
2020-07-12,Brazoria,23,78
2020-07-13,Brazoria,16,77
2020-07-14,Brazoria,17,68
2020-07-15,Brazoria,17,72
2020-07-16,Brazoria,16,75
2020-07-17,Brazoria,14,65
2020-07-18,Brazoria,16,72
2020-07-19,Brazoria,27,65
2020-07-20,Brazoria,19,67
2020-07-21,Brazoria,23,58
2020-07-22,Brazoria,18,63
2020-07-23,Brazoria,21,52
2020-07-24,Brazoria,21,52
2020-07-25,Brazoria,27,47
2020-07-26,Brazoria,22,48
2020-07-27,Brazoria,19,59
2020-07-28,Brazoria,20,42
2020-07-29,Brazoria,19,48
2020-07-30,Brazoria,15,41
2020-07-31,Brazoria,20,36
2020-08-01,Brazoria,21,28
2020-08-02,Brazoria,30,32
2020-08-03,Brazoria,23,44
2020-08-04,Brazoria,21,47
2020-08-05,Brazoria,16,45
2020-08-06,Brazoria,15,44
2020-08-07,Brazoria,14,31
2020-08-08,Brazoria,18,28
2020-08-09,Brazoria,13,23
2020-08-10,Brazoria,13,28
2020-08-11,Brazoria,20,25
2020-08-12,Brazoria,12,30
2020-08-13,Brazoria,20,31
2020-08-14,Brazoria,20,34
2020-08-15,Brazoria,22,21
2020-08-16,Brazoria,14,38
2020-08-17,Brazoria,14,41
2020-08-18,Brazoria,16,31
2020-08-19,Brazoria,12,36
2020-08-20,Brazoria,15,37
2020-08-21,Brazoria,12,33
2020-08-22,Brazoria,17,18
2020-08-23,Brazoria,15,21
2020-08-24,Brazoria,12,21
2020-08-25,Brazoria,15,13
2020-08-26,Brazoria,14,10
2020-08-27,Brazoria,12,10
2020-08-28,Brazoria,13,19
2020-08-29,Brazoria,11,21
2020-08-30,Brazoria,13,13
2020-08-31,Brazoria,10,21
2020-09-01,Brazoria,12,20
2020-09-02,Brazoria,14,17
2020-09-03,Brazoria,7,14
2020-09-04,Brazoria,10,18
2020-09-05,Brazoria,9,14
2020-09-06,Brazoria,8,14
2020-09-07,Brazoria,7,18
2020-09-08,Brazoria,9,20
2020-09-09,Brazoria,7,22
2020-09-10,Brazoria,6,25
2020-09-11,Brazoria,7,28
2020-09-12,Brazoria,10,25
2020-09-13,Brazoria,14,16
2020-09-14,Brazoria,13,18
2020-09-15,Brazoria,8,15
2020-09-16,Brazoria,8,19
2020-09-17,Brazoria,8,18
2020-09-18,Brazoria,8,11
2020-09-19,Brazoria,9,13
2020-09-20,Brazoria,10,9
2020-09-21,Brazoria,9,13
2020-09-22,Brazoria,8,11
2020-09-23,Brazoria,6,15
2020-09-24,Brazoria,12,17
2020-09-25,Brazoria,13,13
2020-09-26,Brazoria,10,13
2020-09-27,Brazoria,12,11
2020-09-28,Brazoria,11,11
2020-09-29,Brazoria,9,13
2020-09-30,Brazoria,8,12
2020-10-01,Brazoria,7,9
2020-10-02,Brazoria,5,15
2020-10-03,Brazoria,5,12
2020-10-04,Brazoria,6,11
2020-10-05,Brazoria,6,12
2020-10-06,Brazoria,7,12
2020-10-07,Brazoria,7,15
2020-10-08,Brazoria,8,17
2020-10-09,Brazoria,6,16
2020-10-10,Brazoria,6,37
2020-10-11,Brazoria,4,15
2020-10-12,Brazoria,3,13
2020-10-13,Brazoria,5,13
2020-10-14,Brazoria,6,16
2020-10-15,Brazoria,4,17
2020-10-16,Brazoria,5,18
2020-10-17,Brazoria,5,12
2020-10-18,Brazoria,6,13
2020-10-19,Brazoria,7,12
2020-10-20,Brazoria,8,12
2020-10-21,Brazoria,11,18
2020-10-22,Brazoria,8,17
2020-10-23,Brazoria,12,12
2020-10-24,Brazoria,12,15
2020-10-25,Brazoria,15,13
2020-10-26,Brazoria,16,14
2020-10-27,Brazoria,9,12
2020-10-28,Brazoria,7,13
2020-10-29,Brazoria,8,16
2020-10-30,Brazoria,6,17
2020-10-31,Brazoria,7,11
2020-11-01,Brazoria,6,22
2020-11-02,Brazoria,4,14
2020-11-03,Brazoria,5,15
2020-11-04,Brazoria,6,17
2020-11-05,Brazoria,6,16
2020-11-06,Brazoria,9,20
2020-11-07,Brazoria,8,21
2020-11-08,Brazoria,7,22
2020-11-09,Brazoria,16,26
2020-11-10,Brazoria,13,24
2020-11-11,Brazoria,9,16
2020-11-12,Brazoria,10,19
2020-11-13,Brazoria,12,19
2020-11-14,Brazoria,10,20
2020-11-15,Brazoria,14,25
2020-11-16,Brazoria,11,18
2020-11-17,Brazoria,6,27
2020-11-18,Brazoria,8,25
2020-11-19,Brazoria,11,25
2020-11-20,Brazoria,6,22
2020-11-21,Brazoria,12,19
2020-11-22,Brazoria,6,30
2020-11-23,Brazoria,9,33
2020-11-24,Brazoria,9,27
2020-11-25,Brazoria,7,27
2020-11-26,Brazoria,9,27
2020-11-27,Brazoria,13,28
2020-11-28,Brazoria,11,29
2020-11-29,Brazoria,12,28
2020-11-30,Brazoria,11,32
2020-12-01,Brazoria,13,31
2020-12-02,Brazoria,11,25
2020-12-03,Brazoria,14,31
2020-12-04,Brazoria,13,23
2020-12-05,Brazoria,13,27
2020-12-06,Brazoria,7,22
2020-12-07,Brazoria,14,30
2020-12-08,Brazoria,15,29
2020-12-09,Brazoria,15,31
2020-12-10,Brazoria,13,31
2020-12-11,Brazoria,15,22
2020-12-12,Brazoria,17,33
2020-12-13,Brazoria,17,24
2020-12-14,Brazoria,15,39
2020-12-15,Brazoria,16,39
2020-12-16,Brazoria,17,42
2020-12-17,Brazoria,12,42
2020-12-18,Brazoria,13,48
2020-12-19,Brazoria,14,42
2020-12-20,Brazoria,12,37
2020-12-21,Brazoria,13,47
2020-12-22,Brazoria,12,65
2020-12-23,Brazoria,15,59
2020-12-24,Brazoria,18,49
2020-12-25,Brazoria,16,60
2020-12-26,Brazoria,17,62
2020-12-27,Brazoria,16,65
2020-12-28,Brazoria,14,68
2020-12-29,Brazoria,16,70
2020-12-30,Brazoria,19,62
2020-12-31,Brazoria,16,67
2021-01-01,Brazoria,22,65
2021-01-02,Brazoria,19,70
2021-01-03,Brazoria,19,79
2021-01-04,Brazoria,22,77
2021-01-05,Brazoria,22,81
2021-01-06,Brazoria,23,81
2021-01-07,Brazoria,25,65
2021-01-08,Brazoria,22,64
2021-01-09,Brazoria,25,68
2021-01-10,Brazoria,24,67
2021-01-11,Brazoria,22,73
2021-01-12,Brazoria,18,74
2021-01-13,Brazoria,20,71
2021-01-14,Brazoria,23,67
2021-01-15,Brazoria,24,70
2021-01-16,Brazoria,24,43
2021-01-17,Brazoria,23,69
2021-01-18,Brazoria,21,69
2021-01-19,Brazoria,25,90
2021-01-20,Brazoria,20,77
2020-04-01,Fort Bend,5,5
2020-04-02,Fort Bend,5,10
2020-04-03,Fort Bend,16,29
2020-04-04,Fort Bend,38,71
2020-04-05,Fort Bend,40,43
2020-04-06,Fort Bend,15,40
2020-04-07,Fort Bend,20,51
2020-04-08,Fort Bend,33,40
2020-04-09,Fort Bend,20,49
2020-04-10,Fort Bend,65,60
2020-04-11,Fort Bend,17,43
2020-04-12,Fort Bend,22,49
2020-04-13,Fort Bend,55,49
2020-04-14,Fort Bend,17,45
2020-04-15,Fort Bend,28,53
2020-04-16,Fort Bend,24,33
2020-04-17,Fort Bend,27,39
2020-04-18,Fort Bend,36,55
2020-04-19,Fort Bend,23,36
2020-04-20,Fort Bend,22,33
2020-04-21,Fort Bend,20,33
2020-04-22,Fort Bend,23,30
2020-04-23,Fort Bend,10,32
2020-04-24,Fort Bend,11,25
2020-04-25,Fort Bend,13,28
2020-04-26,Fort Bend,10,35
2020-04-27,Fort Bend,14,33
2020-04-28,Fort Bend,16,43
2020-04-29,Fort Bend,10,34
2020-04-30,Fort Bend,14,27
2020-05-01,Fort Bend,12,29
2020-05-02,Fort Bend,6,12
2020-05-03,Fort Bend,18,18
2020-05-04,Fort Bend,17,30
2020-05-05,Fort Bend,17,24
2020-05-06,Fort Bend,17,22
2020-05-07,Fort Bend,17,21
2020-05-08,Fort Bend,14,24
2020-05-09,Fort Bend,16,20
2020-05-10,Fort Bend,12,35
2020-05-11,Fort Bend,14,24
2020-05-12,Fort Bend,8,26
2020-05-13,Fort Bend,11,25
2020-05-14,Fort Bend,9,20
2020-05-15,Fort Bend,11,26
2020-05-16,Fort Bend,8,19
2020-05-17,Fort Bend,8,21
2020-05-18,Fort Bend,11,17
2020-05-19,Fort Bend,15,20
2020-05-20,Fort Bend,14,18
2020-05-21,Fort Bend,11,21
2020-05-22,Fort Bend,7,28
2020-05-23,Fort Bend,5,17
2020-05-24,Fort Bend,8,26
2020-05-25,Fort Bend,7,26
2020-05-26,Fort Bend,11,27
2020-05-27,Fort Bend,15,51
2020-05-28,Fort Bend,11,27
2020-05-29,Fort Bend,12,23
2020-05-30,Fort Bend,12,42
2020-05-31,Fort Bend,18,34
2020-06-01,Fort Bend,19,35
2020-06-02,Fort Bend,21,38
2020-06-03,Fort Bend,22,41
2020-06-04,Fort Bend,12,38
2020-06-05,Fort Bend,24,39
2020-06-06,Fort Bend,12,32
2020-06-07,Fort Bend,14,39
2020-06-08,Fort Bend,14,32
2020-06-09,Fort Bend,17,50
2020-06-10,Fort Bend,13,49
2020-06-11,Fort Bend,13,61
2020-06-12,Fort Bend,11,52
2020-06-13,Fort Bend,12,44
2020-06-14,Fort Bend,16,52
2020-06-15,Fort Bend,12,56
2020-06-16,Fort Bend,17,82
2020-06-17,Fort Bend,15,68
2020-06-18,Fort Bend,22,104
2020-06-19,Fort Bend,20,94
2020-06-20,Fort Bend,29,113
2020-06-21,Fort Bend,29,100
2020-06-22,Fort Bend,27,118
2020-06-23,Fort Bend,32,109
2020-06-24,Fort Bend,39,124
2020-06-25,Fort Bend,42,153
2020-06-26,Fort Bend,43,144
2020-06-27,Fort Bend,50,152
2020-06-28,Fort Bend,55,145
2020-06-29,Fort Bend,56,136
2020-06-30,Fort Bend,43,139
2020-07-01,Fort Bend,51,183
2020-07-02,Fort Bend,55,211
2020-07-03,Fort Bend,46,194
2020-07-04,Fort Bend,60,202
2020-07-05,Fort Bend,55,199
2020-07-06,Fort Bend,49,217
2020-07-07,Fort Bend,45,190
2020-07-08,Fort Bend,55,222
2020-07-09,Fort Bend,52,213
2020-07-10,Fort Bend,57,223
2020-07-11,Fort Bend,58,199
2020-07-12,Fort Bend,66,195
2020-07-13,Fort Bend,64,199
2020-07-14,Fort Bend,66,204
2020-07-15,Fort Bend,63,206
2020-07-16,Fort Bend,73,198
2020-07-17,Fort Bend,71,169
2020-07-18,Fort Bend,69,165
2020-07-19,Fort Bend,73,203
2020-07-20,Fort Bend,67,197
2020-07-21,Fort Bend,70,210
2020-07-22,Fort Bend,68,197
2020-07-23,Fort Bend,64,177
2020-07-24,Fort Bend,63,160
2020-07-25,Fort Bend,59,165
2020-07-26,Fort Bend,60,152
2020-07-27,Fort Bend,62,162
2020-07-28,Fort Bend,63,170
2020-07-29,Fort Bend,52,152
2020-07-30,Fort Bend,51,152
2020-07-31,Fort Bend,44,144
2020-08-01,Fort Bend,40,117
2020-08-02,Fort Bend,33,81
2020-08-03,Fort Bend,39,134
2020-08-04,Fort Bend,46,114
2020-08-05,Fort Bend,41,94
2020-08-06,Fort Bend,43,80
2020-08-07,Fort Bend,45,98
2020-08-08,Fort Bend,35,100
2020-08-09,Fort Bend,32,83
2020-08-10,Fort Bend,28,90
2020-08-11,Fort Bend,25,80
2020-08-12,Fort Bend,37,76
2020-08-13,Fort Bend,36,70
2020-08-14,Fort Bend,28,89
2020-08-15,Fort Bend,27,67
2020-08-16,Fort Bend,34,72
2020-08-17,Fort Bend,37,73
2020-08-18,Fort Bend,31,81
2020-08-19,Fort Bend,24,59
2020-08-20,Fort Bend,18,55
2020-08-21,Fort Bend,23,46
2020-08-22,Fort Bend,20,48
2020-08-23,Fort Bend,25,47
2020-08-24,Fort Bend,20,54
2020-08-25,Fort Bend,21,59
2020-08-26,Fort Bend,21,56
2020-08-27,Fort Bend,20,50
2020-08-28,Fort Bend,21,54
2020-08-29,Fort Bend,18,49
2020-08-30,Fort Bend,17,44
2020-08-31,Fort Bend,16,34
2020-09-01,Fort Bend,19,52
2020-09-02,Fort Bend,18,46
2020-09-03,Fort Bend,20,45
2020-09-04,Fort Bend,19,42
2020-09-05,Fort Bend,10,52
2020-09-06,Fort Bend,16,35
2020-09-07,Fort Bend,15,39
2020-09-08,Fort Bend,8,43
2020-09-09,Fort Bend,12,58
2020-09-10,Fort Bend,6,46
2020-09-11,Fort Bend,6,38
2020-09-12,Fort Bend,7,38
2020-09-13,Fort Bend,6,33
2020-09-14,Fort Bend,11,26
2020-09-15,Fort Bend,7,38
2020-09-16,Fort Bend,7,32
2020-09-17,Fort Bend,6,27
2020-09-18,Fort Bend,4,27
2020-09-19,Fort Bend,8,25
2020-09-20,Fort Bend,6,24
2020-09-21,Fort Bend,7,28
2020-09-22,Fort Bend,7,29
2020-09-23,Fort Bend,13,33
2020-09-24,Fort Bend,7,35
2020-09-25,Fort Bend,8,32
2020-09-26,Fort Bend,7,44
2020-09-27,Fort Bend,6,25
2020-09-28,Fort Bend,5,25
2020-09-29,Fort Bend,11,22
2020-09-30,Fort Bend,11,17
2020-10-01,Fort Bend,7,19
2020-10-02,Fort Bend,5,19
2020-10-03,Fort Bend,4,25
2020-10-04,Fort Bend,4,33
2020-10-05,Fort Bend,5,22
2020-10-06,Fort Bend,14,26
2020-10-07,Fort Bend,7,33
2020-10-08,Fort Bend,9,32
2020-10-09,Fort Bend,9,26
2020-10-10,Fort Bend,9,23
2020-10-11,Fort Bend,10,24
2020-10-12,Fort Bend,9,27
2020-10-13,Fort Bend,7,29
2020-10-14,Fort Bend,15,40
2020-10-15,Fort Bend,12,43
2020-10-16,Fort Bend,10,38
2020-10-17,Fort Bend,6,36
2020-10-18,Fort Bend,7,34
2020-10-19,Fort Bend,11,37
2020-10-20,Fort Bend,9,52
2020-10-21,Fort Bend,10,45
2020-10-22,Fort Bend,5,44
2020-10-23,Fort Bend,6,25
2020-10-24,Fort Bend,12,44
2020-10-25,Fort Bend,10,36
2020-10-26,Fort Bend,9,30
2020-10-27,Fort Bend,7,35
2020-10-28,Fort Bend,10,33
2020-10-29,Fort Bend,8,42
2020-10-30,Fort Bend,13,44
2020-10-31,Fort Bend,12,47
2020-11-01,Fort Bend,13,31
2020-11-02,Fort Bend,18,37
2020-11-03,Fort Bend,13,34
2020-11-04,Fort Bend,13,44
2020-11-05,Fort Bend,14,47
2020-11-06,Fort Bend,15,45
2020-11-07,Fort Bend,16,42
2020-11-08,Fort Bend,15,50
2020-11-09,Fort Bend,15,57
2020-11-10,Fort Bend,18,56
2020-11-11,Fort Bend,19,62
2020-11-12,Fort Bend,20,62
2020-11-13,Fort Bend,26,69
2020-11-14,Fort Bend,18,69
2020-11-15,Fort Bend,22,55
2020-11-16,Fort Bend,20,61
2020-11-17,Fort Bend,16,63
2020-11-18,Fort Bend,20,65
2020-11-19,Fort Bend,11,70
2020-11-20,Fort Bend,25,71
